"id","post_type","status","current_url","current_slug","proposed_english_slug","title","h1","seo_title","meta_description","language","word_count","content_hash","excerpt","date_published","date_modified","author","categories","tags","practice_area","city","parent_page","canonical_url","internal_links_out","internal_links_in","media_count","featured_image","top_keyword","secondary_keywords","search_intent","topic_cluster","pillar_candidate","duplicate_title_risk","duplicate_topic_risk","cannibalization_group","gsc_clicks_3m","gsc_impressions_3m","gsc_ctr_3m","gsc_position_3m","gsc_clicks_12m","gsc_impressions_12m","traffic_risk","content_quality_score","recommended_action","redirect_needed","notes"
"38","page","publish","https://jus-tice.co.il/","jus-tice-2","","עורך דין מומלץ: משרדי עורכי דין מובילים בכל תחום משפטי","עורך דין מומלץ: משרדי עורכי דין מובילים בכל תחום משפטי","","","he","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","2018-09-05T00:10:37","2026-05-04T05:56:32","282","","","","","0","","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"14010","articles","publish","http://jus-tice.co.il/rabbinical-agreement-approval/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%91%d7%aa%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%a8","","מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים","מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים","","","he","33932","579db7e19d8b7594242c79496698e1c0f6ba222a2716f15954776531583755de","ב”ה מדריך 2026 אישור הסכם גירושין בבית דין רבני מאת: הרב יצחק אושינסקי – אב”ד, בית הדין הרבני ירושלים. בתי הדין עוסקים בעניין הסכמי גירושין דבר יום ביומו; פעמים באישורם, פעמים בתביעות לביטולם ופעמים באכיפתם. בנושא זה קיימים נידונים רבים, ויש לתת עליהם את הדעת מבחינה הלכתית. במאמר זה יבוארו מכלול נידונים בעניין […]","2026-02-23T18:26:37","2026-02-23T18:26:37","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"13152","articles","publish","http://jus-tice.co.il/most-recommended-family-lawyer/","%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-2026-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%94","","המלצות 2026 עורך דין לענייני משפחה מומלץ | התייעצות עם עורך דין לענייני משפחה וירושה","המלצות 2026 עורך דין לענייני משפחה מומלץ | התייעצות עם עורך דין לענייני משפחה וירושה","","","he","31096","32cb5f401c1f93b80b7a5855218f514ac7f4b7f5e880af25cb1286f15b4fa8e7","אם אתם קוראים שורות אלה, ייתכן שאתם נמצאים במשבר זוגי או משפחתי – אולי תהליך גירושין מתקרב, סכסוך ירושה שצץ באופן בלתי צפוי, או אפילו דילמה שמחה יותר כמו תכנון חתונה וחתימה על הסכם ממון. בכל אחד מן המצבים הללו עולה הצורך בהכוונה משפטית מקצועית. דיני משפחה הם תחום משפטי רחב המסדיר את היחסים בתוך […]","2025-12-11T13:14:37","2025-12-11T13:14:37","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12987","articles","publish","http://jus-tice.co.il/future-of-divorce-process/","%d7%9b%d7%99%d7%a6%d7%93-%d7%99%d7%a8%d7%90%d7%94-%d7%91%d7%a2%d7%aa%d7%99%d7%93-%d7%94%d7%9c%d7%99%d7%9a-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9","","כיצד יראה בעתיד הליך גירושין – תחזית לשנים הבאות","כיצד יראה בעתיד הליך גירושין – תחזית לשנים הבאות","","","he","2910","18f60bbb490187d76e4c22c12937b960f60803b9416684f7c4e602f328849a5c","בין אם אתם מחפשים עורך דין גירושין או עורכת דין גירושין, ובין אם אתם מתלבטים האם לפנות תחילה לעורך דין לענייני משפחה או לעורכת דין לענייני משפחה, קשה להתעלם מן העובדה שהשנים הקרובות יביאו האצה דרמטית בשינויים שכבר מתרחשים: בינה מלאכותית (AI) חודרת לכל שכבות החיים, כלכלה ישראלית שנעה בין התאוששות למתיחות ביטחונית, דפוסי עבודה […]","2025-10-20T12:12:04","2025-10-20T12:14:46","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12979","articles","publish","http://jus-tice.co.il/experienced-family-law-attorney/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%aa%d7%95%d7%aa%d7%97-%d7%9e%d7%a2%d7%9c-20-%d7%a9%d7%a0%d7%95%d7%aa-%d7%a0","","עורך דין לענייני משפחה תותח מעל 20 שנות נסיון | ייעוץ חינם – נתונים עדכניים בדיני המשפחה","עורך דין לענייני משפחה תותח מעל 20 שנות נסיון | ייעוץ חינם – נתונים עדכניים בדיני המשפחה","","","he","11724","84c35afcc3d8896f305bbeddd8318b793797453489ff931fe7802dffad55226d","תחום דיני המשפחה בישראל מתאפיין בשינויים מגמתיים בולטיים בעשורים האחרונים. שיעור הגירושין הכללי בישראל (מספר המתגרשים יחסית לאוכלוסייה) התייצב סביב 1.8 לכל 1,000 נפש – בדומה לממוצע מדינות. בשנת 2021 התגרשו בישראל כ-16,300 זוגות (עלייה של כ-5% מ-2020), מספר שיא המשקף מגמת עלייה ארוכת טווח בגירושין. לדוגמה, בין 2010 ל-2019 עלה מספר המתגרשים היהודים ב-14%, […]","2025-10-19T12:34:01","2025-10-19T12:34:01","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12975","articles","publish","http://jus-tice.co.il/1396562-2/","%d7%a4%d7%a1%d7%93-%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%94%d7%97%d7%9c%d7%98%d7%94-%d7%9c%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%99%d7%aa-%d7%94%d7%a7%d7%a4%d7%90%d7%aa-%d7%aa%d7%a9%d7%9c%d7%95","","פס”ד ביטול החלטה לשלום בית ; הקפאת תשלום מזונות אישה","פס”ד ביטול החלטה לשלום בית ; הקפאת תשלום מזונות אישה","","","he","10196","dd00b06ca747db8d493eb89ff68ceb58238f7f829b21cce212868123134ef70a","ב”ה תיק: 1396562/2 בבית הדין הרבני הגדול ירושלים לפני כבוד הדיינים: הרב מימון נהרי, הרב מרדכי רלב”ג, הרב אברהם מאיר שלוש המערער: פלוני נגד המשיבה: פלוני (ע”י ב”כ ) הנדון: ביטול החלטה לשלום בית כשאין סיכוי לצקת לה תוכן מעשי; הקפאת תשלום מזונות אישה פסק דין בפני ביה”ד ערעור האיש (להלן המערער) על פסק דין […]","2025-10-19T10:14:56","2025-10-19T10:14:56","282","","","68","",,"","","","2","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12946","articles","publish","http://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/","%d7%94%d7%90%d7%9d-%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%a9%d7%95%d7%90%d7%94-%d7%99%d7%9b%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%99%d7%97%d7%a9%d7%91-%d7%99%d7%93%d7%95%d7%a2%d7%94-%d7%91%d7%a6%d7%99%d7%91","","האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור","האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור","","","he","24189","bcfb45ed0d0237ba0fb84f313d5266a746eae32fc026e30ae77720923d187627","בשנת 2022 חיו בישראל כ־104,000 זוגות ידועים בציבור – כ־5.4% מכלל הזוגות במדינה, לעומת פחות מ־1% בסוף שנות השמונים. מגמה זו במגמת עלייה מתמדת, אם כי שיעורה בישראל עדיין נמוך ביחס למדינות מערביות אחרות. למשל, בתחילת 2017 דיווחה הלשכה המרכזית לסטטיסטיקה שכ־5% מהזוגות בישראל גרים יחד ללא נישואין, בעוד בגרמניה, אירלנד וספרד השיעור כ־14%, בהולנד […]","2025-09-29T12:16:23","2025-09-29T12:47:13","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12940","articles","publish","http://jus-tice.co.il/1440015/1/","%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%a2%d7%9c-%d7%a8%d7%a7%d7%a2-%d7%98%d7%a2%d7%a0%d7%95%d7%aa-%d7%94%d7%93%d7%93%d7%99%d7%95%d7%aa","","אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו","אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו","","","he","18599","0ccd67d842d503d9b571912f4b703b6403d7186b49a7661793ebb43c166927d9","ב”ה תיק 1440015/1 בבית הדין הרבני הגדול ירושלים לפני כבוד הדיינים: הרב שלמה שפירא, הרב אברהם שינדלר, הרב מימון נהרי המערערת: פלונית נגד המשיב: פלוני הנדון: אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו פסק דין הערעור ערעור ברשות שנסוב על גדרי סמכות בית הדין לדון ולהכריע במחלוקות הקשורות לאכיפת הסכם גירושין על רקע […]","2025-09-25T11:30:39","2025-09-25T11:30:39","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12934","articles","publish","http://jus-tice.co.il/family-mediation-updated-trends/","%d7%92%d7%99%d7%a9%d7%95%d7%a8-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%95%d7%91%d7%a2%d7%95%d7%9c%d7%9d-%d7%92%d7%99%d7%a9%d7%95%d7%a8-%d7%95%d7%92%d7%99%d7%a8","","גישור משפחתי בישראל ובעולם | גישור וגירושין | נתונים, התפתחות ומגמות עדכניות","גישור משפחתי בישראל ובעולם | גישור וגירושין | נתונים, התפתחות ומגמות עדכניות","","","he","20334","ffc0f7f6e603d7ba4eb7a7b68caaf3257cb7dc3f5c8aa342d0681ebcf5162433","בשנים האחרונות מוגשות בישראל מדי שנה כ־15-16 אלף בקשות לפתיחת הליך יישוב סכסוך (הליך מקדים לגירושין או סכסוך משפחתי). לפי מחקר ארצי משנת 2024, כ־58% מהמשפחות שסיימו את פגישות המהו”ת (מפגשי מידע, היכרות ותיאום ביחידת הסיוע) הגיעו לפתרון מוסכם בתוך שלושה חודשים – לרוב בהסכמה מלאה. כ־40% מהמשתתפים דיווחו שהצליחו להגיע להבנות לפחות באחד מנושאי […]","2025-09-17T19:35:39","2025-09-17T19:35:39","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12924","articles","publish","http://jus-tice.co.il/investigations-and-intelligence-division/","%d7%90%d7%92%d7%a3-%d7%94%d7%97%d7%a7%d7%99%d7%a8%d7%95%d7%aa-%d7%95%d7%94%d7%9e%d7%95%d7%93%d7%99%d7%a2%d7%99%d7%9f-%d7%a9%d7%9c-%d7%9e%d7%a9%d7%98%d7%a8%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c","","אגף החקירות והמודיעין של משטרת ישראל","אגף החקירות והמודיעין של משטרת ישראל","","","he","23387","667fb76c681b3d7a2f6979ece3ff6abd3e0f2cfb21631107936ce901239427a2","(אח”ם) אגף החקירות והמודיעין הוא הזרוע המרכזית של משטרת ישראל שאחראית על גילוי, פיענוח וסיכול פשיעה על כל גווניה. אגף זה מאגד תחתיו את כלל יחידות החקירה, המודיעין, החוקרים המדעיים (מז”פ) ושיתופי הפעולה הבינלאומיים של המשטרה. מדובר באגף מטה ארצי הפועל לצד מחוזות המשטרה ומשלב בין איסוף מודיעין, ביצוע חקירות גלויות וסמויות, ופעולות מבצעיות מיוחדות. […]","2025-09-16T14:33:18","2025-09-16T15:15:43","282","","","170","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12921","articles","publish","http://jus-tice.co.il/top-experts-family-law/","2025-%d7%94%d7%9e%d7%95%d7%9e%d7%97%d7%99%d7%9d-%d7%94%d7%9e%d7%95%d7%91%d7%99%d7%9c%d7%99%d7%9d-%d7%91%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94","","(2025) המומחים המובילים בדיני משפחה","(2025) המומחים המובילים בדיני משפחה","","","he","13837","fb1d183210a337c4e4fe346aa7c116d868c92227455ceda7acf2415c92271224","דיני משפחה עוסקים בנושאים המרכזיים והרגישים ביותר בחיי אנשים – נישואין, גירושין, ילדים, הורות, ירושה ועוד. בעולם המודרני, שיעורי הנישואין והגירושין עוברים תמורות, ומשפט המשפחה נדרש להתאים עצמו לערכי שוויון וזכויות אדם. בשנים האחרונות ניכרת עלייה מתמדת במספר הגירושין במרבית המדינות, אם כי בקצב שונה ממקום למקום. בארה”ב, למשל, נהוג לציין שכ-50% מהנישואין עלולים להסתיים […]","2025-09-15T19:26:05","2025-09-15T19:26:05","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12914","articles","publish","http://jus-tice.co.il/new-trends-ai-family-law/","%d7%9e%d7%92%d7%9e%d7%95%d7%aa-%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%91%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%94%d7%a9%d7%a4%d7%a2%d7%aa-%d7%94%d7%91%d7%99%d7%a0%d7%94-%d7%94%d7%9e","","מגמות חדשות בדיני משפחה: השפעת הבינה המלאכותית AI דיני משפחה וגירושין (צפי ומגמות 2025-2026)","מגמות חדשות בדיני משפחה: השפעת הבינה המלאכותית AI דיני משפחה וגירושין (צפי ומגמות 2025-2026)","","","he","7597","de3037c052c2201bd2f5a938a8b91a05c9674f72a9dbb9875b2812bcfe1e238c","נתונים סטטיסטיים עדכניים על נישואין וגירושין ברחבי העולם המערבי שיעור הגירושין נע סביב 3 לכל 1,000 איש בשנה, גבוה מן הממוצע בישראל. לדוגמה, בארה”ב שיעור המתגרשים כ-7.3 זוגות לכל 1,000 איש, בבלגיה כ-3.3 ובמדינות הבלטיות כמו ליטא כ-1.3 לכל 1,000. מנגד, במדינות עם רוב קתולי נרשמים שיעורי גירושין נמוכים במיוחד – בצ’ילה רק כ-2.0 לכל […]","2025-09-14T12:25:21","2025-09-14T12:25:21","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12907","articles","publish","http://jus-tice.co.il/criminal-prosecutions/","%d7%aa%d7%91%d7%99%d7%a2%d7%95%d7%aa-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%95%d7%9c%d7%95%d7%95%d7%99-%d7%a0%d7%90%d7%a9%d7%9e%d7%99%d7%9d","","תביעות פלילי | ייצוג ולווי נאשמים","תביעות פלילי | ייצוג ולווי נאשמים","","","he","16392","68771464a981ea643f7d3abd13513f10abc0b43ad2cf2903beb68424880048db","המערכת הפלילית בישראל מטפלת באלפי תיקים בשנה, עם שיעורי הרשעה גבוהים במיוחד בהשוואה בינלאומית. בשנת 2021, למשל, כ-90% מהנאשמים שעניינם הסתיים הורשעו או נקבע שביצעו את העבירה המיוחסת להם, לעומת כ-2% שזוכו וכ-4% שלגביהם חזרה בה התביעה מכתב האישום. נתון זה משקף את מגמת ההרשעות הגבוהה בישראל, הנובעת בחלקה מהשימוש הנרחב בעסקאות טיעון (כ-74% מהנאשמים […]","2025-09-12T11:35:57","2025-09-14T12:37:05","282","","","170","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
