"checked_at","status","source_type","request_url","http_status","final_url","title","occurrence_type","occurrence_url","attribute","suspected_source","remediation_lane","context","notes"
"2026-05-11T11:07:52","VERIFIED","html_page","https://jus-tice.co.il/family-law/?qa=http-internal-scan-20260511110747","200","https://jus-tice.co.il/family-law/?qa=http-internal-scan-20260511110747","עורך דין דיני משפחה | מדריך, מאמרים ועורכי דין","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:07:54","VERIFIED","html_page","https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/?qa=http-internal-scan-20260511110752","200","https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/?qa=http-internal-scan-20260511110752","איך למצוא עורך דין מומלץ? כיצד לבחור עו""ד טוב | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:07:56","VERIFIED","html_page","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=http-internal-scan-20260511110754","200","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=http-internal-scan-20260511110754","עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:07:57","VERIFIED","html_page","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=http-internal-scan-20260511110756","200","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=http-internal-scan-20260511110756","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:07:59","VERIFIED","html_page","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=http-internal-scan-20260511110757","200","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=http-internal-scan-20260511110757","איך מכינים הסכם לקראת גירושים בהסכמה של בני הזוג | מדריך 2025 + סקירת תהליך פתיחת תיק גירושין בבית הדין הרבני | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:00","VERIFIED","sitemap_seed","https://jus-tice.co.il/sitemap_index.xml","200","https://jus-tice.co.il/sitemap_index.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:00","VERIFIED","text_seed","https://jus-tice.co.il/robots.txt","200","https://jus-tice.co.il/robots.txt","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:02","VERIFIED","html_page","https://jus-tice.co.il/family-dispute-resolution/?qa=http-internal-scan-20260511110800","200","https://jus-tice.co.il/family-dispute-resolution/?qa=http-internal-scan-20260511110800","יישוב סכסוך במשפחה: מה קורה לפני תביעה ומה צריך להכין | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:04","VERIFIED","html_page","https://jus-tice.co.il/divorce-property-division/?qa=http-internal-scan-20260511110802","200","https://jus-tice.co.il/divorce-property-division/?qa=http-internal-scan-20260511110802","חלוקת רכוש בגירושין: נכסים, חובות, דירה, פנסיה ועסק משפחתי | Jus-Tic","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:06","VERIFIED","html_page","https://jus-tice.co.il/child-custody/?qa=http-internal-scan-20260511110804","200","https://jus-tice.co.il/child-custody/?qa=http-internal-scan-20260511110804","משמורת ילדים וזמני שהות: איך מתכננים הסדר שמתאים לילדים | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:07","VERIFIED","html_page","https://jus-tice.co.il/divorce-mediation/?qa=http-internal-scan-20260511110806","200","https://jus-tice.co.il/divorce-mediation/?qa=http-internal-scan-20260511110806","גישור גירושין: מתי זה נכון, איך מתכוננים ומה חשוב לבדוק | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:09","VERIFIED","html_page","https://jus-tice.co.il/child-support/?qa=http-internal-scan-20260511110807","200","https://jus-tice.co.il/child-support/?qa=http-internal-scan-20260511110807","מזונות ילדים: מדריך מעשי לפני הסכם, תביעה או שינוי מצב | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:11","VERIFIED","html_page","https://jus-tice.co.il/consensual-divorce/?qa=http-internal-scan-20260511110809","200","https://jus-tice.co.il/consensual-divorce/?qa=http-internal-scan-20260511110809","גירושין בהסכמה: איך בונים הסכם שמחזיק לאורך זמן | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:12","VERIFIED","html_page","https://jus-tice.co.il/divorce-lawyer/?qa=http-internal-scan-20260511110811","200","https://jus-tice.co.il/divorce-lawyer/?qa=http-internal-scan-20260511110811","עורך דין גירושין: מדריך עומק לבחירה נכונה, תהליך, עלויות, ילדים ורכו","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:14","VERIFIED","html_page","https://jus-tice.co.il/lawyer-plans/?qa=http-internal-scan-20260511110812","200","https://jus-tice.co.il/lawyer-plans/?qa=http-internal-scan-20260511110812","מסלולים לעורכי דין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:15","VERIFIED","html_page","https://jus-tice.co.il/lawyer-dashboard/?qa=http-internal-scan-20260511110814","200","https://jus-tice.co.il/lawyer-dashboard/?qa=http-internal-scan-20260511110814","אזור אישי לעורכי דין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:17","VERIFIED","html_page","https://jus-tice.co.il/lawyer-registration/?qa=http-internal-scan-20260511110815","200","https://jus-tice.co.il/lawyer-registration/?qa=http-internal-scan-20260511110815","הצטרפות עורכי דין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:19","VERIFIED","html_page","https://jus-tice.co.il/rabbinical-agreement-approval/?qa=http-internal-scan-20260511110817","200","https://jus-tice.co.il/rabbinical-agreement-approval/?qa=http-internal-scan-20260511110817","מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:21","VERIFIED","html_page","https://jus-tice.co.il/most-recommended-family-lawyer/?qa=http-internal-scan-20260511110819","200","https://jus-tice.co.il/most-recommended-family-lawyer/?qa=http-internal-scan-20260511110819","המלצות 2026 עורך דין לענייני משפחה מומלץ | התייעצות עם עורך דין לענייני משפחה וירושה | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:22","VERIFIED","html_page","https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/?qa=http-internal-scan-20260511110821","200","https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/?qa=http-internal-scan-20260511110821","טעויות שיש להמנע מהן ברכישת נכס בקפריסין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:24","VERIFIED","html_page","https://jus-tice.co.il/future-of-divorce-process/?qa=http-internal-scan-20260511110822","200","https://jus-tice.co.il/future-of-divorce-process/?qa=http-internal-scan-20260511110822","כיצד יראה בעתיד הליך גירושין - תחזית לשנים הבאות | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:26","VERIFIED","html_page","https://jus-tice.co.il/experienced-family-law-attorney/?qa=http-internal-scan-20260511110824","200","https://jus-tice.co.il/experienced-family-law-attorney/?qa=http-internal-scan-20260511110824","עורך דין לענייני משפחה תותח מעל 20 שנות נסיון | ייעוץ חינם - נתונים עדכניים בדיני המשפחה | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:27","VERIFIED","html_page","https://jus-tice.co.il/1396562-2/?qa=http-internal-scan-20260511110826","200","https://jus-tice.co.il/1396562-2/?qa=http-internal-scan-20260511110826","פס""ד ביטול החלטה לשלום בית ; הקפאת תשלום מזונות אישה | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:29","VERIFIED","html_page","https://jus-tice.co.il/real-estate-attorney/?qa=http-internal-scan-20260511110827","200","https://jus-tice.co.il/real-estate-attorney/?qa=http-internal-scan-20260511110827","עורך דין מקרקעין מומלץ | עורך דין מקרקעין מחיר | ייעוץ חינם | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:31","VERIFIED","html_page","https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/?qa=http-internal-scan-20260511110829","200","https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/?qa=http-internal-scan-20260511110829","עורך דין גירושין, דיני משפחה וצוואות | עורך דין גירושין המלצות | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:32","VERIFIED","html_page","https://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/?qa=http-internal-scan-20260511110831","200","https://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/?qa=http-internal-scan-20260511110831","האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:34","VERIFIED","html_page","https://jus-tice.co.il/1440015/1/?qa=http-internal-scan-20260511110832","200","https://jus-tice.co.il/1440015/1/?qa=http-internal-scan-20260511110832","אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:36","VERIFIED","html_page","https://jus-tice.co.il/family-mediation-updated-trends/?qa=http-internal-scan-20260511110834","200","https://jus-tice.co.il/family-mediation-updated-trends/?qa=http-internal-scan-20260511110834","גישור משפחתי בישראל ובעולם | גישור וגירושין | נתונים, התפתחות ומגמות עדכניות | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:37","VERIFIED","html_page","https://jus-tice.co.il/investigations-and-intelligence-division/?qa=http-internal-scan-20260511110836","200","https://jus-tice.co.il/investigations-and-intelligence-division/?qa=http-internal-scan-20260511110836","אגף החקירות והמודיעין של משטרת ישראל | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:39","VERIFIED","html_page","https://jus-tice.co.il/top-experts-family-law/?qa=http-internal-scan-20260511110837","200","https://jus-tice.co.il/top-experts-family-law/?qa=http-internal-scan-20260511110837","(2025) המומחים המובילים בדיני משפחה | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:40","VERIFIED","html_page","https://jus-tice.co.il/criminal-defense-attorney/?qa=http-internal-scan-20260511110839","200","https://jus-tice.co.il/criminal-defense-attorney/?qa=http-internal-scan-20260511110839","עורך דין פלילי | עו""ד פלילי | משרדי עורכי דין פליליים | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-11T11:08:42","VERIFIED","html_page","https://jus-tice.co.il/criminal-prosecutions/?qa=http-internal-scan-20260511110840","200","https://jus-tice.co.il/criminal-prosecutions/?qa=http-internal-scan-20260511110840","תביעות פלילי | ייצוג ולווי נאשמים | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
