group,path,mapped_target,role_or_topic,live_or_route_status,gsc_clicks,gsc_impressions,gsc_position,metric_source,risk,proposed_action,required_before_action,blocked_actions,status
medical_protected_support,/malpractice-cerebral-palsy/,/birth-injury/; old birth/pregnancy page,cerebral palsy malpractice support,KEEP_SUPPORT_SOURCE_REVIEW,0,0,,NO_BASELINE_GSC_SIGNAL,PROTECTED_REVIEW,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/pregnancy-malpractice/,current support pages and old Hebrew URLs,future clean support slugs,FUTURE_ONLY_UNTIL_SPLIT_APPROVED,0,0,,NO_BASELINE_GSC_SIGNAL,PROTECTED_REVIEW,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,https://jus-tice.co.il/medical-malpractice-lawyer/,birth-malpractice lawyer help,NOT_CHANGED,1,27275,,DASHBOARD_BASELINE_NOT_FINAL,HIGH,KEEP_URL_REWRITE_TRUST_CLAIMS_AFTER_OWNER_REVIEW,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,https://jus-tice.co.il/medical-malpractice-lawyer/,medical-malpractice lawyer comparison,NOT_CHANGED,15,19549,,DASHBOARD_BASELINE_NOT_FINAL,HIGH,KEEP_URL_REWRITE_TRUST_CLAIMS_AFTER_OWNER_REVIEW,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/medical-malpractice-in-the-united-states/,https://jus-tice.co.il/medical-malpractice-lawyer/,medical-malpractice claim guidance,NOT_CHANGED,0,0,,NO_BASELINE_GSC_SIGNAL,HIGH,KEEP_SEPARATE_INTERNATIONAL_CONTEXT_DO_NOT_MERGE_INTO_ISRAELI_SERVICE_HUB,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%94%D7%A7%D7%98%D7%A0%D7%AA-%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,https://jus-tice.co.il/medical-malpractice-lawyer/,medical-malpractice lawyer fees and claim costs,NOT_CHANGED,22,9670,,DASHBOARD_BASELINE_NOT_FINAL,MEDIUM,KEEP_URL_REVIEW_COMMERCIAL_PRICE_INTENT_BEFORE_REWRITE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,https://jus-tice.co.il/medical-malpractice-lawyer/,medical expert opinion for malpractice claim,NOT_CHANGED,144,8191,,DASHBOARD_BASELINE_NOT_FINAL,HIGH,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/cerebral-palsy/,https://jus-tice.co.il/medical-malpractice-lawyer/,cerebral palsy birth malpractice,NOT_CHANGED,21,7104,,DASHBOARD_BASELINE_NOT_FINAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/what-is-medical-malpractice-definition-examples/,https://jus-tice.co.il/medical-malpractice-lawyer/,what counts as medical malpractice,NOT_CHANGED,0,0,,NO_BASELINE_GSC_SIGNAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/malpractice-cerebral-palsy/,https://jus-tice.co.il/medical-malpractice-lawyer/,malpractice and cerebral palsy,NOT_CHANGED,0,0,,NO_BASELINE_GSC_SIGNAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%95%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%9E%D7%A9%D7%A4%D7%98%D7%99/,https://jus-tice.co.il/medical-malpractice-lawyer/,birth malpractice case review,NOT_CHANGED,1,4882,,DASHBOARD_BASELINE_NOT_FINAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/articles/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA/,https://jus-tice.co.il/medical-malpractice-lawyer/,medical malpractice examples,NOT_CHANGED,5,4642,,DASHBOARD_BASELINE_NOT_FINAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/medical-malpractice-common-errors-doctors-hospitals/,https://jus-tice.co.il/medical-malpractice-lawyer/,hospital and doctor treatment mistakes,NOT_CHANGED,0,0,,NO_BASELINE_GSC_SIGNAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/anesthesia-medical-malpractice/,https://jus-tice.co.il/medical-malpractice-lawyer/,anesthesia malpractice lawyer,NOT_CHANGED,0,0,,NO_BASELINE_GSC_SIGNAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/articles/%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,https://jus-tice.co.il/medical-malpractice-lawyer/,medical-malpractice lawyer fee,NOT_CHANGED,1,2985,,DASHBOARD_BASELINE_NOT_FINAL,MEDIUM,KEEP_URL_REVIEW_COMMERCIAL_PRICE_INTENT_BEFORE_REWRITE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99/,https://jus-tice.co.il/medical-malpractice-lawyer/,plastic surgery malpractice lawyer,NOT_CHANGED,0,2309,,DASHBOARD_BASELINE_NOT_FINAL,LOW_UNKNOWN,KEEP_URL_REWRITE_TRUST_CLAIMS_AFTER_OWNER_REVIEW,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_protected_support,/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%94%D7%99%D7%AA-%D7%97%D7%95%D7%9C%D7%99%D7%9D/,https://jus-tice.co.il/medical-malpractice-lawyer/,hospital malpractice claim,NOT_CHANGED,1,1478,,DASHBOARD_BASELINE_NOT_FINAL,MEDIUM,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/birth-malpractice/,,clean birth-malpractice support slug,BLOCKED_COMPARE_BIRTH_PAGES_FIRST,0,0,,NO_BASELINE_GSC_SIGNAL,ROUTE_RISK_404_CLEAN_SLUG,DO_NOT_CREATE_OR_REDIRECT_UNTIL_SOURCE_PAGE_COMPARISON_AND_GSC_EXPORT,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/pregnancy-malpractice/,,clean pregnancy-malpractice support slug,BLOCKED_SPLIT_BIRTH_VS_PREGNANCY_FIRST,0,0,,NO_BASELINE_GSC_SIGNAL,ROUTE_RISK_404_CLEAN_SLUG,DO_NOT_CREATE_OR_REDIRECT_UNTIL_SOURCE_PAGE_COMPARISON_AND_GSC_EXPORT,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/diagnosis-malpractice/,,clean diagnosis-malpractice support slug,BLOCKED_COMPARE_TO_DIAGNOSIS_ARTICLE,0,0,,NO_BASELINE_GSC_SIGNAL,ROUTE_RISK_404_CLEAN_SLUG,DO_NOT_CREATE_OR_REDIRECT_UNTIL_SOURCE_PAGE_COMPARISON_AND_GSC_EXPORT,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/medical-malpractice-lawyer-birth-representation/,,birth representation support,CANDIDATE_BIRTH_PRIMARY_OR_SUPPORT,0,0,,NO_BASELINE_GSC_SIGNAL,LIVE_URL_PROTECT_OR_REVIEW,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/medical-malpractice-lawyer-birth-recommended/,,recommended birth-malpractice lawyer support,CANDIDATE_BIRTH_PRIMARY_OR_SUPPORT,0,0,,NO_BASELINE_GSC_SIGNAL,LIVE_URL_PROTECT_OR_REVIEW,KEEP_URL_REWRITE_TRUST_CLAIMS_AFTER_OWNER_REVIEW,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/birth-injury/,,birth injury parent/support,KEEP_SUPPORT_COMPARE,0,0,,NO_BASELINE_GSC_SIGNAL,LIVE_URL_PROTECT_OR_REVIEW,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/birth-injury-lawyer/,,birth injury lawyer support/commercial boundary,HOLD_ROLE_REVIEW,0,0,,NO_BASELINE_GSC_SIGNAL,LIVE_URL_PROTECT_OR_REVIEW,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
medical_route_or_slug_risk,/birth-injury-causes/,,birth injury causes support,HOLD_SOURCE_LEGAL_REVIEW,0,0,,NO_BASELINE_GSC_SIGNAL,LIVE_URL_PROTECT_OR_REVIEW,KEEP_LIVE_REVIEW_ROLE_BEFORE_UPLOAD_OR_LINK_CHANGE,focused_gsc_export; owner_approval; source_legal_privacy_review; anti_cannibalization_role_decision,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,NOT_FINAL_BASELINE_PENDING_FOCUSED_GSC_EXPORT
