paste_id,date_range_id,gsc_ui_instruction,export_window_hint,query_cluster,offline_query_filter,page_filter,page_role,export_dimensions,country,device,query,page,clicks,impressions,ctr,position,existing_route_owner,preliminary_cache_status,reviewer_decision,notes_no_pii,source_row,public_action_approved
TA-GSC-PASTE-121,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,settlement_mediation_agreement,cache sample query: הסכם גירושין דוגמא,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,Query + Page,Israel if available,all,,,,,,,attachment_or_pdf,protect_attachment_or_legacy_asset,not_filled,,legacy_profile_cache_page,no
TA-GSC-PASTE-122,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,settlement_mediation_agreement,cache sample query: הסכם גירושין דוגמא,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,Query + Page,Israel if available,all,,,,,,,attachment_or_pdf,protect_attachment_or_legacy_asset,not_filled,,legacy_profile_cache_page,no
TA-GSC-PASTE-127,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,cache sample query: עורך דין גירושין מטעם המדינה,/wp-content/uploads/2022/06/misradhamishpatim-women.pdf,attachment_or_pdf,Query + Page,Israel if available,all,,,,,,,attachment_or_pdf,protect_attachment_or_legacy_asset,not_filled,,legacy_profile_cache_page,no
TA-GSC-PASTE-128,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,cache sample query: עורך דין גירושין מטעם המדינה,/wp-content/uploads/2022/06/misradhamishpatim-women.pdf,attachment_or_pdf,Query + Page,Israel if available,all,,,,,,,attachment_or_pdf,protect_attachment_or_legacy_asset,not_filled,,legacy_profile_cache_page,no
TA-GSC-PASTE-129,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,cache sample query: עורך דין גירושין,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,Query + Page,Israel if available,all,,,,,,,lawyer_profile,existing_page_or_legacy_signal,not_filled,,legacy_profile_cache_page,no
TA-GSC-PASTE-130,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,cache sample query: עורך דין גירושין,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,Query + Page,Israel if available,all,,,,,,,lawyer_profile,existing_page_or_legacy_signal,not_filled,,legacy_profile_cache_page,no
TA-GSC-PASTE-003,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/divorce-lawyer/,protected_divorce_lawyer_pillar,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-004,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/divorce-lawyer/,protected_divorce_lawyer_pillar,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-005,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/family-law/,protected_family_law_overview,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-006,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/family-law/,protected_family_law_overview,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-009,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/child-custody/,protected_child_custody_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-010,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/child-custody/,protected_child_custody_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-011,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/child-support-calculator-2023/,protected_child_support_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-012,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/child-support-calculator-2023/,protected_child_support_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-013,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/divorce-mediation/,protected_mediation_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-014,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/divorce-mediation/,protected_mediation_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-015,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/what-is-a-divorce-settlement-agreement/,protected_settlement_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-016,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/what-is-a-divorce-settlement-agreement/,protected_settlement_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-017,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/free-divorce-agreement-template/,protected_template_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-018,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/free-divorce-agreement-template/,protected_template_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-019,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/how-much-does-a-divorce-agreement-cost/,protected_cost_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-020,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,exact_local_divorce_lawyer,"גירוש* + תל אביב + עורך דין/עו""ד",/how-much-does-a-divorce-agreement-cost/,protected_cost_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer-tel-aviv/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-021,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/divorce-lawyer-tel-aviv/,target_private_local_page,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-022,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/divorce-lawyer-tel-aviv/,target_private_local_page,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-025,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/family-law/,protected_family_law_overview,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-026,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/family-law/,protected_family_law_overview,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-029,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/child-custody/,protected_child_custody_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-030,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/child-custody/,protected_child_custody_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-031,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/child-support-calculator-2023/,protected_child_support_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-032,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/child-support-calculator-2023/,protected_child_support_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-033,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/divorce-mediation/,protected_mediation_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-034,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/divorce-mediation/,protected_mediation_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-035,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/what-is-a-divorce-settlement-agreement/,protected_settlement_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-036,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/what-is-a-divorce-settlement-agreement/,protected_settlement_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-037,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/free-divorce-agreement-template/,protected_template_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-038,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/free-divorce-agreement-template/,protected_template_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-039,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/how-much-does-a-divorce-agreement-cost/,protected_cost_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-040,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,broad_divorce_lawyer,"גירוש* + עורך דין/עו""ד without city modifier",/how-much-does-a-divorce-agreement-cost/,protected_cost_route,Query + Page,Israel if available,all,,,,,,,/divorce-lawyer/,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-041,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/divorce-lawyer-tel-aviv/,target_private_local_page,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-042,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/divorce-lawyer-tel-aviv/,target_private_local_page,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-043,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/divorce-lawyer/,protected_divorce_lawyer_pillar,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-044,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/divorce-lawyer/,protected_divorce_lawyer_pillar,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-045,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/family-law/,protected_family_law_overview,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-046,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/family-law/,protected_family_law_overview,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-049,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/child-custody/,protected_child_custody_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-050,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/child-custody/,protected_child_custody_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-051,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/child-support-calculator-2023/,protected_child_support_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-052,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/child-support-calculator-2023/,protected_child_support_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-053,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/divorce-mediation/,protected_mediation_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-054,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/divorce-mediation/,protected_mediation_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-055,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/what-is-a-divorce-settlement-agreement/,protected_settlement_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-056,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/what-is-a-divorce-settlement-agreement/,protected_settlement_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-057,last_16_months,"Use the GSC maximum recent range, normally Last 16 months.",Rolling 16-month window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/free-divorce-agreement-template/,protected_template_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
TA-GSC-PASTE-058,last_90_days,Use the recent 90-day range or the closest equivalent available in the GSC UI.,Recent 90-day window ending on the export date; report prepared 2026-05-27.,documents_and_procedure,גירוש* + תעודה/טופס/בקשה/הליך/תיק/גט/מסמך,/free-divorce-agreement-template/,protected_template_route,Query + Page,Israel if available,all,,,,,,,existing document/procedure pages,not_filled,not_filled,,focused_export_template,no
