file,best_rank,url,word_count,title_or_status,ranks_for
055,4,https://www.kolzchut.org.il/he/%D7%94%D7%A1%D7%93%D7%A8_%D7%98%D7%99%D7%A2%D7%95%D7%9F,688,הסדר טיעון (הליך) – כל-זכות,עסקת טיעון#4
056,1,https://www.lawyersivan.co.il/%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D,3495,"כתב אישום פלילי - כל מה שצריך לדעת | עו""ד סיוון כהן",כתב אישום פלילי#1
057,2,https://he.wikipedia.org/wiki/%D7%9B%D7%AA%D7%91_%D7%90%D7%99%D7%A9%D7%95%D7%9D,1404,כתב אישום – ויקיפדיה,כתב אישום פלילי#2
058,3,https://www.flanter-law.co.il/%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D/,7260,כתב אישום - כל מה שצריך לדעת - דוגמאות והסברים מעורך דין פלילי,כתב אישום פלילי#3
059,4,https://sabageitan.co.il/%D7%94%D7%95%D7%92%D7%A9-%D7%A0%D7%92%D7%93%D7%99-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%9E%D7%94-%D7%9C%D7%A2%D7%A9%D7%95%D7%AA/,1767,הוגש נגדי כתב אישום מה לעשות? - עורך דין פלילי איתן סבג,כתב אישום פלילי#4
060,2,https://www.danielkfir.com/%D7%94%D7%90%D7%A8%D7%9B%D7%AA-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%99%D7%9E%D7%99%D7%9D/,1280,שחרור ממעצר ימים-מעצר לצרכי חקירה - משרד עורכי דין פלילי דניאל כפיר ומורן לוי,שחרור ממעצר#2
061,3,https://www.kolzchut.org.il/he/%D7%97%D7%9C%D7%95%D7%A4%D7%AA_%D7%9E%D7%A2%D7%A6%D7%A8_%D7%91%D7%94%D7%97%D7%9C%D7%98%D7%AA_%D7%91%D7%99%D7%AA_%D7%9E%D7%A9%D7%A4%D7%98_(%D7%A9%D7%97%D7%A8%D7%95%D7%A8_%D7%91%D7%A2%D7%A8%D7%91%D7%95%D7%AA),799,חלופת מעצר בהחלטת בית משפט (שחרור בערבות) (מושג) – כל-זכות,שחרור ממעצר#3
062,4,https://moransaadon-law.co.il/%D7%A9%D7%97%D7%A8%D7%95%D7%A8-%D7%9E%D7%9E%D7%A2%D7%A6%D7%A8/,821,"שחרור ממעצר ימים בליווי עו""ד מורן סעדון: ייעוץ וייצוג משפטי לשחרור מהיר",שחרור ממעצר#4
063,1,https://www.gov.il/he/pages/stay-of-proceeding-practical-information-guidelines,127,Attention Required! | Cloudflare,עיכוב הליכים פלילי#1
064,2,https://www.geda-law.co.il/post/%D7%A2%D7%99%D7%9B%D7%95%D7%91-%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D,1309,"עיכוב הליכים פליליים – מתי ניתן לבקש ומה הסיכוי? | עו""ד פלילי",עיכוב הליכים פלילי#2
065,3,https://www.kolzchut.org.il/he/%D7%A2%D7%99%D7%9B%D7%95%D7%91_%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D_%D7%91%D7%9E%D7%A9%D7%A4%D7%98,435,עיכוב הליכים במשפט (הליך) – כל-זכות,עיכוב הליכים פלילי#3
066,4,https://www.danielkfir.com/%D7%9E%D7%99%D7%93%D7%A2-%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99/%D7%A2%D7%99%D7%9B%D7%95%D7%91-%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D-%D7%A2%D7%99-%D7%94%D7%99%D7%95%D7%94%D7%9E%D7%A9/,1114,"עיכוב הליכים פליליים ע""י היוהמ""ש - עורך דין פלילי בתל אביב | משרד עורכי דין דניאל כפיר, מורן לוי",עיכוב הליכים פלילי#4
067,1,https://www.ese.co.il/pre-indictment-hearing/,4948,שימוע לפני הגשת כתב אישום | אלעד שאול ושות',שימוע לפני כתב אישום#1
068,2,https://sabageitan.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%A9%D7%99%D7%9E%D7%95%D7%A2-%D7%9C%D7%A4%D7%A0%D7%99-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A1%D7%A2%D7%99%D7%A3-60/,1791,מאמרים בתחום המשפט הפלילי -הליך שימוע לפני כתב אישום עורך דין איתן סבג,שימוע לפני כתב אישום#2
069,3,https://www.geda-law.co.il/%D7%A9%D7%99%D7%9E%D7%95%D7%A2-%D7%A4%D7%9C%D7%99%D7%9C%D7%99,1184,"שימוע פלילי | מהו שימוע פלילי | שימוע פלילי סעיף 60א | ברוך גדע-עו""ד פלילי ⚖️",שימוע לפני כתב אישום#3
070,4,https://www.idf.il/media/fqfbl4wy/%D7%94%D7%A0%D7%97%D7%99%D7%99%D7%AA-%D7%AA%D7%A6%D7%A8-301-%D7%A9%D7%99%D7%9E%D7%95%D7%A2-%D7%9C%D7%A4%D7%A0%D7%99-%D7%94%D7%92%D7%A9%D7%AA-%D7%9B%D7%90-%D7%90%D7%95%D7%92%D7%95%D7%A1%D7%98-2020.pdf,6,,שימוע לפני כתב אישום#4
071,1,https://he.wikipedia.org/wiki/%D7%A2%D7%91%D7%99%D7%A8%D7%AA_%D7%A6%D7%95%D7%95%D7%90%D7%A8%D7%95%D7%9F_%D7%9C%D7%91%D7%9F,1680,עבירת צווארון לבן – ויקיפדיה,עבירות צווארון לבן#1
072,2,https://herzoglaw.co.il/he/practice/%D7%A6%D7%95%D7%95%D7%90%D7%A8%D7%95%D7%9F-%D7%9C%D7%91%D7%9F/,3566,עורך דין צוורון לבן | עורכי דין הרצוג פוקס נאמן,עבירות צווארון לבן#2
073,3,https://sagivlaw.com/%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A6%D7%95%D7%95%D7%90%D7%A8%D7%95%D7%9F-%D7%9C%D7%91%D7%9F/,9,415 Unsupported Media Type,עבירות צווארון לבן#3
074,4,https://zivalaw.co.il/blog/white-collar-crimes/,2505,"עבירות צווארון לבן: סוגי עבירות, עונשים וייעוץ ראשוני חינם | עו""ד זיוה אגמי כהן",עבירות צווארון לבן#4
075,1,https://www.ynet.co.il/news/article/s1qptjuukl,1168,"איך לפעול אם נעצרת, ומה לבדוק לפני הטיסה? עושים סדר בסערת החקירות בחו""ל","מעצר בחו""ל ישראלי#1"
076,2,https://www.kan.org.il/content/kan-news/politic/843755/,2,,"מעצר בחו""ל ישראלי#2"
077,3,https://www.youtube.com/watch?v=DhukmYOqxrs,25,- YouTube,"מעצר בחו""ל ישראלי#3"
078,4,https://www.mako.co.il/news-israel/2025_q1/Article-939f084fdf53491026.htm,1044,"""כל לוחם הוא מטרה"": מה ניתן לעשות כדי למנוע מעצר בחו""ל? | N12","מעצר בחו""ל ישראלי#4"
079,1,https://www.kolzchut.org.il/he/%D7%AA%D7%A7%D7%95%D7%A4%D7%AA_%D7%94%D7%94%D7%AA%D7%99%D7%99%D7%A9%D7%A0%D7%95%D7%AA_%D7%95%D7%AA%D7%A7%D7%95%D7%A4%D7%AA_%D7%94%D7%9E%D7%97%D7%99%D7%A7%D7%94_%D7%A9%D7%9C_%D7%A4%D7%A8%D7%98_%D7%91%D7%9E%D7%A8%D7%A9%D7%9D_%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99,1312,תקופת ההתיישנות ותקופת המחיקה של פרט במרשם הפלילי (מושג) – כל-זכות,רישום פלילי כמה שנים#1
080,3,https://www.ese.co.il/%D7%94%D7%AA%D7%99%D7%99%D7%A9%D7%A0%D7%95%D7%AA-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,4077,התיישנות רישום פלילי: מתי זה קורה? אלעד שאול ושות',רישום פלילי כמה שנים#3
081,4,https://legal-justice.co.il/%D7%9E%D7%97%D7%99%D7%A7%D7%AA-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%90%D7%97%D7%A8%D7%99-7-%D7%A9%D7%A0%D7%99%D7%9D/,1502,"מחיקת רישום פלילי אחרי 7 שנים - עו""ד דור כהן - עורך דין פלילי עם ניסיון",רישום פלילי כמה שנים#4
082,1,https://www.ese.co.il/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,4802,"ערעור פלילי: הכללים, המועדים וכל מה שצריך לדעת! אלעד שאול ושות'",ערעור פלילי#1
083,2,https://limorezioni.com/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,1364,"ערעור פלילי – איך מגישים ומה סיכויי ההצלחה | עו""ד לימור עציוני",ערעור פלילי#2
084,3,https://www.adato.co.il/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,10547,"ערעור פלילי | מה ראוי לדעת על ערעורים פליליים ! 052.23.32.651 עו""ד אדטו",ערעור פלילי#3
085,4,https://altit.co.il/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,1501,"ערעור פלילי עם עו""ד תמיר אלטיט - מומחה אסטרטגיות משפטיות לשינוי פסקי דין",ערעור פלילי#4
086,1,https://www.duns100.co.il/rating/%D7%93%D7%99%D7%A8%D7%95%D7%92%D7%99%D7%9D/%D7%9E%D7%A9%D7%A4%D7%98_%D7%A4%D7%9C%D7%99%D7%9C%D7%99,17,Access Denied,עורך דין פלילי מפורסם#1
087,3,https://www.criminallaw.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D/,2573,עורך דין פלילי מפורסם | ליווי שוטף 24/7 - עורך דין שי רודה,עורך דין פלילי מפורסם#3
088,4,https://www.mishpati.co.il/find-lawyer/criminal-law,2278,190 עורכי דין פלילי - משפטי,עורך דין פלילי מפורסם#4
