post_id,title,current_url,word_count,depth_score,subtopic,article_type,decision,target_id,target_title,quality_status,notes
6473,השופטת חגית מטלין: פס&#8221;ד בבקשה למזונות ילדים של אם כנגד אב,http://jus-tice.co.il/תמש-14076-10-16-פלונית-נ-פלוני,6541,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
7177,פס&#8221;ד בתביעה לאכיפת הסכם גירושין תשלום חובות ומזונות (תלה&#8221;מ 56187-03-21),http://jus-tice.co.il/decision56187-03-21,6406,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
8430,פס&#8221;ד בבקשת אב להפחתת מזונות בטענה של שינוי נסיבות (תלה&#8221;מ 35493-10-19),http://jus-tice.co.il/פסד-בבקשת-אב-להפחתת-מזונות-בטענה-של-שינוי-נסיבות-תלהמ-35493-10-19,6213,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
6824,"חובת המזונות כנגזרת של צורכי הילדים ויכולות האב; משמעותה של יכולת השתכרות – הגדרות, עקרונות ויישום &#8211; 1320290-1- ביה&#8221;ד הגדול‎‎",http://jus-tice.co.il/קביעת-גובה-המזונות-בהתאם-לכושר-ההשתכרות-ולא-רק-לגובה-ההשתכרות-בפועל,5506,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
7025,חישוב שיעור חיובו של אב שאינו מנצל את מלוא כושר השתכרותו במזונות ילדו (עמ&#8221;ש 38131-07-21),http://jus-tice.co.il/articles/חישוב-שיעור-חיובו-של-אב-שאינו-מנצל-את-מל,4436,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
6764,חיוב אם במזונות ילדים – באלו תנאים &#8211; 1284587-12 &#8211; ביה&#8221;ד ירושלים‎‎,http://jus-tice.co.il/articles/חיוב-אם-במזונות-ילדים-באלו-תנאים-1284587-12-ב,4380,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
7185,ערעור על גובה המזונות הערכת יכולות כלכליות ופוטנציאל הכנסה (עמ&#8221;ש 60567-12-21),http://jus-tice.co.il/decision60567-12-21,3708,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
8995,"משפחה ב&#8221;ש, סגנית הנשיא רותם קודלר עיאש: פס&#8221;ד בעניין מזונות (תלה&#8221;מ 21976-01-20)",http://jus-tice.co.il/פסד-בעניין-מזונות-תלהמ-21976-01-20,3507,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
12678,החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו_ שיבתו לתוקף של פטור ממזונות שניתן בגין ההפרה &#8211; 1331339-3 &#8211; ביה&#8221;ד הגדול,http://jus-tice.co.il/1331339-3,3398,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
8631,סגנית הנשיא רותם קודלר עיאש: פס&#8221;ד בתביעת מזונות בין בני זוג לשעבר (61641-09-19),http://jus-tice.co.il/child-support-divorced-parents61641-09-19,3335,35,child_support,case_law,CASE_LAW_KEEP,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,"Substantial court ruling — keep as case law, link from child_support pillar"
12004,"סמכות בתי הדין הרבניים במזונות ילדים: בחינה משפטית, חוקתית וחברתית בעקבות בג&#8221;ץ 5988/21",http://jus-tice.co.il/בגץ-5988/21-סמכות-בתי-הדין-הרבניים-במזונות-ילדים,838,46,child_support,case_law,CASE_LAW_ENRICH,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
6768,השופט סארי ג&#8217;יוסי: החלטה בחובת ההנמקה בהחלטות בעניין גובה דמי-מזונות זמניים (רמ&#8221;ש 57290-01-22),http://jus-tice.co.il/גובה-דמי-מזונות-זמניים-רמש-57290-01-22,2304,42,child_support,case_law,CASE_LAW_ENRICH,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
8177,דמי מזונות והוצאות החינוך והבריאות של 3 קטינים ערעור פס&#8221;ד (עמ&#8221;ש 49763-12-21),http://jus-tice.co.il/מזונות-והוצאות-החינוך-והבריאות-של-3-קטינים-ערעור-פסד-עמש-49763-12-21,2878,28,child_support,case_law,CASE_LAW_ENRICH,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
7122,פסק דין בערעור על החלטה בעניין מזונות זמניים ללא שנבדקו צרכי הילדים ונקבעו רמות שכר (רמ&#8221;ש 29980-04-22),http://jus-tice.co.il/רמש29980-04-22ע-א-ו-נ-פ-ו,1861,28,child_support,case_law,CASE_LAW_ENRICH,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
12681,אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני &#8211; 1520884-1 &#8211; ביה&#8221;ד באר שבע,http://jus-tice.co.il/1520884-1,1532,28,child_support,case_law,CASE_LAW_ENRICH,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
8556,תשלום פנסיה ומזונות אחרי הזמן הקובע &#8211; 1156328-2 &#8211; ביה&#8221;ד הגדול,http://jus-tice.co.il/תשלום-פנסיה-ומזונות-אחרי-הזמן-הקובע-1156328-2-ביהד-הגדול,1019,21,child_support,case_law,CASE_LAW_ENRICH,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
8409,מחשבון מזונות ילדים 2023,http://jus-tice.co.il/מחשבון-מזונות-ילדים,374,11,child_support,guide,MERGE_REDIRECT,1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 1728
1728,משמורת מזונות | ההלכה החדשה במזונות 919/15,http://jus-tice.co.il/psakdin/משמורת-מזונות-ההלכה-החדשה-במזונות-919-15,6273,63,child_support,guide,MAKE_PILLAR,,,STRONG,Best guide for child_support subtopic
6424,מהם הקריטריונים לקביעת מעמד בני זוג כידועים בציבור לפני החתונה?,http://jus-tice.co.il/קריטריונים-לקביעת-מעמד-בני-הזוג-לפני-החתונה-כידועים-בציבור,6608,55,common_law,guide,SUPPORT,12946,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מ,STRONG,Good supporting article — link to pillar 12946
6756,ידועים בציבור:דחיית בקשה להתנגדות לצו ירושה על ידי אישה הטוענת להיותה בת הזוג של המנוח (ת&#8221;ע 57474-06-19),http://jus-tice.co.il/דחיית-בקשה-להתנגדות-לצו-ירושה-על-ידי-הנתבעת-הטוענת-להיותה-בת-הזוג-של-המנוח-תע-57474-06-19,10837,55,common_law,case_law,CASE_LAW_KEEP,12946,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מ,STRONG,"Substantial court ruling — keep as case law, link from common_law pillar"
8332,שופטת יפעת שקדי שץ: פס&#8221;ד בחלוקת זכויות וסילוק יד במשק של ידועים בציבור (תלה&#8221;מ 41769-11-19),http://jus-tice.co.il/שופטת-יפעת-שקדי-שץ-פסד-בחלוקת-זכויות-וסילוק-יד-במשק-של-ידועים-בציבור-תלהמ-41769-11-19,9924,35,common_law,case_law,CASE_LAW_KEEP,12946,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מ,STRONG,"Substantial court ruling — keep as case law, link from common_law pillar"
3196,מהם ידועים בציבור?,http://jus-tice.co.il/common-law-marriage,517,11,common_law,guide,MERGE_REDIRECT,12946,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מ,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 12946
3191,ידועים בציבור ללא מגורים משותפים,http://jus-tice.co.il/living-apart-together-legal-rights,512,11,common_law,guide,MERGE_REDIRECT,12946,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מ,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 12946
12946,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור,http://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person,24190,60,common_law,guide,MAKE_PILLAR,,,STRONG,Best guide for common_law subtopic
8058,תביעת גירושין כרוכה: בית הדין הרבני קנה סמכות למרות הגשת תובענה בעניין החזקת ילדים והסדרי שהותם בפני בית המשפט לענייני משפחה,http://jus-tice.co.il/בית-הדין-הרבני-קנה-סמכות-למרות-הגשת-תובענה-בעניין-החזקת-ילדים,2216,28,custody,guide,UPGRADE_OR_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,Content thin — upgrade to standalone or merge into pillar 12156
5560,משמורת אב | כיצד להשיג זכויות משמורת כאבא?,http://jus-tice.co.il/custody-rights-for-fathers,1444,21,custody,guide,UPGRADE_OR_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12156
6980,השבת המשמורת לאם לאחר טיפול פסיכולוגי,http://jus-tice.co.il/articles/השבת-המשמורת-לאם-לאחר-טיפול-פסיכולוגי,1391,21,custody,guide,UPGRADE_OR_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12156
5328,שינוי משמורת ילדים | סיבות לשנות את משמורת הילדים,http://jus-tice.co.il/child-custody-modification,1223,21,custody,guide,UPGRADE_OR_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12156
6605,סמכות העברת קטינות למשמורת אב בבית דין רבני לאחר צו בבית משפט להוצאה ממשמורת,http://jus-tice.co.il/סמכות-העברת-קטינות-למשמורת-אב-בבית-דין-רבני,1150,21,custody,guide,UPGRADE_OR_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12156
5405,משמורת משותפת,http://jus-tice.co.il/joint-custody-shared-parenting,1132,21,custody,guide,UPGRADE_OR_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12156
7947,זכות הורה גרוש להעתיק את מגוריו ואף להגר לארץ אחרת; השיקולים לקביעת המשמורת והיחס בין זכותו האמורה של ההורה לבין המשמורת &#8211; 1330348-1 &#8211; ביה&#8221;ד הגדול,http://jus-tice.co.il/articles/זכות-הורה-גרוש-להעתיק-את-מגוריו-ואף-להג,11472,35,custody,case_law,CASE_LAW_KEEP,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,"Substantial court ruling — keep as case law, link from custody pillar"
7101,פסק דין משמורת בלעדית לאם ושיתופיות יחסית במסגרת איזון משאבים (תלה&#8221;מ 37049-07-18),http://jus-tice.co.il/משמורת-בלעדית-לאם-ושיתופיות-יחסית-במסגרת-איזון-משאבים-תלהמ-37049-07-18,4216,35,custody,case_law,CASE_LAW_KEEP,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,"Substantial court ruling — keep as case law, link from custody pillar"
6830,"סמכויות בית הדין הרבני ליישום ואכיפת הסכם שאישר בנוגע להסדרי שהות, אף שלא &#8216;דן ופסק&#8217;, ולמינוי אפוטרופוס לדין &#8211; 1289509-1 &#8211; ביה&#8221;ד הגדול‎‎",http://jus-tice.co.il/סמכויות-בית-הדין-הרבני-ליישום-ואכיפת-הסכם-שאישר-בנוגע-להסדרי-שהות,3514,35,custody,case_law,CASE_LAW_KEEP,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,"Substantial court ruling — keep as case law, link from custody pillar"
7697,&#8220;משמורת משותפת&#8221; המגמה הכללית ועמדת ההלכה | פס&#8221;ד &#8211; משמורת משותפת הרחבת הסדרי שהות לאב &#8211; 1244887-2,http://jus-tice.co.il/פסד-משמורת-משותפת-הרחבת-הסדרי-שהות-לאב-1244887-2,3072,35,custody,case_law,CASE_LAW_KEEP,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,"Substantial court ruling — keep as case law, link from custody pillar"
7027,החלטה בבקשת אם למשמורת זמנית של קטין ולהעברתו לטיפולה והשגחתה לנוכח ניכור הורי וסיכון הקטין (תלה&#8221;מ 20158-01-22),http://jus-tice.co.il/articles/החלטה-בבקשת-אם-למשמורת-זמנית-של-קטין-ול,1661,28,custody,case_law,CASE_LAW_ENRICH,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
6687,החזקת ילדים משמורת משותפת &#8211; תיק 1218708/4 בבית הדין הרבני,http://jus-tice.co.il/החזקת-ילדים-משמורת-משותפת-בית-הדין-הרבני,1661,28,custody,case_law,CASE_LAW_ENRICH,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
6698,השופט ארז שני: פס&#8221;ד בתביעת אב למשמורת וחלוקת זמני שהות שווים (תלה&#8221;מ 64033-06-21),http://jus-tice.co.il/השופט-ארז-שני-פסד-בתביעת-אב-למשמורת-וחלוקת-זמני-שהות-שווים-תלהמ-64033-06-21,1151,21,custody,case_law,CASE_LAW_ENRICH,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
4945,חזקת הגיל הרך | משמורת ילדים עד גיל 6,http://jus-tice.co.il/tender-years-mother-custody-child-age-under-6,628,19,custody,guide,MERGE_REDIRECT,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 12156
5627,משמורת אם,http://jus-tice.co.il/mom-full-custody,607,11,custody,guide,MERGE_REDIRECT,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 12156
8365,פס&#8221;ד בבקשה להעברת המשמורת אל האב ורישום למוסדות חינוך (תלה&#8221;מ 20387-03-22),http://jus-tice.co.il/psakdin/פסד-בבקשה-להעברת-המשמורת-אל-האב-ורישום,499,11,custody,case_law,CASE_LAW_MERGE,12156,מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים,GOOD_BUT_NEEDS_UPDATE,Thin court ruling — merge into case law digest or redirect to related guide
12156,"מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים, התמודדות עם חלוקת רכוש, משמורת וחשד לבגידה",http://jus-tice.co.il/מדריך-עדכני-לגירושין,9854,74,custody,guide,MAKE_PILLAR,,,STRONG,Best guide for custody subtopic
11637,תקפות הסכם גירושין שנטען כי נעשה למראית עין וכי בטל בהתנהגות הצדדים או בשל הפרתו,http://jus-tice.co.il/divorce-agreement-validity-dispute,22954,49,divorce_agreement,guide,UPGRADE_OR_MERGE,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,STRONG,Content thin — upgrade to standalone or merge into pillar 12940
3130,הסכם גירושין דוגמא | תבנית הסכם גירושין | טופס הסכם גירושין בחינם,http://jus-tice.co.il/free-divorce-agreement-template,1266,41,divorce_agreement,guide,UPGRADE_OR_MERGE,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12940
3080,מה כולל הסכם גירושין?,http://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include,614,39,divorce_agreement,guide,UPGRADE_OR_MERGE,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12940
3118,כמה עולה הסכם גירושין? | עלות הסכם גירושין,http://jus-tice.co.il/how-much-does-a-divorce-agreement-cost,588,39,divorce_agreement,guide,UPGRADE_OR_MERGE,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 12940
7048,פרשנות הסכם גירושין שיש בו ספק בסעיף הוויתור בפנסיה,http://jus-tice.co.il/articles/פרשנות-הסכם-גירושין-שיש-בו-ספק-בסעיף-הו,25706,35,divorce_agreement,guide,UPGRADE_OR_MERGE,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,STRONG,Content thin — upgrade to standalone or merge into pillar 12940
6760,השופטת אורית בן דור ליבל: פירוק שותפות בבית מגורים על ידי בני זוג לשעבר בניגוד להסכם גירושין שאושר (תלה&#8221;מ 15293-03-20),http://jus-tice.co.il/פירוק-שותפות-בבית-מגורים-על-ידי-בני-זוג-לשעבר-בניגוד-להסכם-גירושין-שאושר-תלהמ-15293-03-20,10420,55,divorce_agreement,case_law,CASE_LAW_KEEP,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,STRONG,"Substantial court ruling — keep as case law, link from divorce_agreement pillar"
10082,התחייבות בהסכם גירושין להעביר דירה השייכת להורים &#8211; 879928-4 &#8211; ביה&#8221;ד אריאל‎,http://jus-tice.co.il/879928-4,13836,35,divorce_agreement,case_law,CASE_LAW_KEEP,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,STRONG,"Substantial court ruling — keep as case law, link from divorce_agreement pillar"
12611,לא בנקל יבוטל הסכם גירושין &#8211; 1509592-1 &#8211; ביה&#8221;ד הגדול‎,http://jus-tice.co.il/1509592-1,12214,35,divorce_agreement,case_law,CASE_LAW_KEEP,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,STRONG,"Substantial court ruling — keep as case law, link from divorce_agreement pillar"
