post_id,post_type,status,current_url,current_slug,proposed_new_url,proposed_english_slug,title,h1,seo_title,meta_description,word_count,content_length,content_hash,date_published,date_modified,author,categories,tags,practice_area,city,parent_page,current_canonical,proposed_canonical,internal_links_in,internal_links_out,media_count,featured_image,gsc_clicks_3m,gsc_impressions_3m,gsc_ctr_3m,gsc_position_3m,gsc_clicks_12m,gsc_impressions_12m,top_queries,primary_keyword,secondary_keywords,search_intent,topic_cluster,pillar_candidate,supporting_page_candidate,duplicate_title_risk,duplicate_topic_risk,cannibalization_group,traffic_value,traffic_risk,content_quality_score,quality_status,recommended_action,redirect_required,redirect_target,import_ready,owner_approval_required,notes,last_reviewed_by,last_reviewed_at,h1_count,h2_count,h3_count,external_links_out,has_images,content_body_file
12295,article,publish,http://jus-tice.co.il/articles/פסק-דין-קטין-שהואשם-בעבירות-התפרעות-ות,%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a7%d7%98%d7%99%d7%9f-%d7%a9%d7%94%d7%95%d7%90%d7%a9%d7%9d-%d7%91%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%aa%d7%a4%d7%a8%d7%a2%d7%95%d7%aa-%d7%95%d7%aa,UNKNOWN,UNKNOWN,פסק דין קטין שהואשם בעבירות התפרעות ותקיפת שוטר (1327-11-24),UNKNOWN,UNKNOWN,UNKNOWN,1277,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,YES,post-12295-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a7%d7%98%d7%99%d7%9f-%d7%a9%d7%94%d7%95%d7%90%d7%a9%d7%9d-%d7%91%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%aa%d7%a4%d7%a8%d7%a2%d7%95%d7%aa-%d7%95%d7%aa.md
12291,article,publish,http://jus-tice.co.il/70703-09-24,%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99%d7%9d-%d7%9e%d7%a0%d7%94%d7%9c%d7%99%d7%99%d7%9d-%d7%91%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%94%d7%9e%d7%97%d7%95,UNKNOWN,UNKNOWN,"ביהמ&#8221;ש לעניינים מנהליים בביהמ&#8221;ש המחוזי תל אביב-יפו, ש&#8217; יעל בלכר: פסק דין שעניינו בטענה להבטחה מנהלית להקצות קרקע ולבנות בית כנסת לקהילה על ידי ראש העיר לשעבר (עת&#8221;מ 70703-09-24)",UNKNOWN,UNKNOWN,UNKNOWN,4796,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,YES,post-12291-%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99%d7%9d-%d7%9e%d7%a0%d7%94%d7%9c%d7%99%d7%99%d7%9d-%d7%91%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%94%d7%9e%d7%97%d7%95.md
12275,article,publish,http://jus-tice.co.il/arrested-abroad-il,%d7%9e%d7%a2%d7%a6%d7%a8-%d7%91%d7%97%d7%95%d7%9c-%d7%9e%d7%94-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025,UNKNOWN,UNKNOWN,מעצר בחו&#8221;ל &#8211; מה לעשות? מדריך 2025 לישראלי עצור במדינה זרה,UNKNOWN,UNKNOWN,UNKNOWN,11448,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,1,NO,post-12275-%d7%9e%d7%a2%d7%a6%d7%a8-%d7%91%d7%97%d7%95%d7%9c-%d7%9e%d7%94-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025.md
12273,article,publish,http://jus-tice.co.il/articles/לשון-הרע-תלונה-במשטרה,%d7%9c%d7%a9%d7%95%d7%9f-%d7%94%d7%a8%d7%a2-%d7%aa%d7%9c%d7%95%d7%a0%d7%94-%d7%91%d7%9e%d7%a9%d7%98%d7%a8%d7%94,UNKNOWN,UNKNOWN,לשון הרע תלונה במשטרה,UNKNOWN,UNKNOWN,UNKNOWN,6269,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Criminal Law,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,53,NO,post-12273-%d7%9c%d7%a9%d7%95%d7%9f-%d7%94%d7%a8%d7%a2-%d7%aa%d7%9c%d7%95%d7%a0%d7%94-%d7%91%d7%9e%d7%a9%d7%98%d7%a8%d7%94.md
12264,article,publish,http://jus-tice.co.il/best-criminal-defence-lawyers-worldwide,%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%99%d7%9d-%d7%94%d7%98%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%a2%d7%95%d7%9c%d7%9d-%d7%95%d7%91%d7%99%d7%a9,UNKNOWN,UNKNOWN,עורכי הדין הפליליים הטובים בעולם ובישראל | סקירת 2025,UNKNOWN,UNKNOWN,UNKNOWN,15159,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-12264-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%99%d7%9d-%d7%94%d7%98%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%a2%d7%95%d7%9c%d7%9d-%d7%95%d7%91%d7%99%d7%a9.md
12259,article,publish,http://jus-tice.co.il/lawyer-fee-outlook,%d7%a9%d7%9b%d7%a8-%d7%98%d7%a8%d7%97%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%aa%d7%9e%d7%95%d7%a0%d7%aa-%d7%9e%d7%a6%d7%91-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%95,UNKNOWN,UNKNOWN,שכר טרחת עורכי דין 2025 &#8211; תמונת מצב בישראל ובעולם,UNKNOWN,UNKNOWN,UNKNOWN,8265,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-12259-%d7%a9%d7%9b%d7%a8-%d7%98%d7%a8%d7%97%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%aa%d7%9e%d7%95%d7%a0%d7%aa-%d7%9e%d7%a6%d7%91-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%95.md
12255,article,publish,http://jus-tice.co.il/בעלות-על-זכויות-בנייה-בגגות-הלכת-בית-הדר,%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%a2%d7%9c-%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%91%d7%92%d7%92%d7%95%d7%aa-%d7%94%d7%9c%d7%9b%d7%aa-%d7%91%d7%99%d7%aa-%d7%94,UNKNOWN,UNKNOWN,בעלות על זכויות בנייה בגגות | הלכת בית הדר ע&#8221;א 7808/21 והשלכותיה ,UNKNOWN,UNKNOWN,UNKNOWN,4156,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-12255-%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%a2%d7%9c-%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%91%d7%92%d7%92%d7%95%d7%aa-%d7%94%d7%9c%d7%9b%d7%aa-%d7%91%d7%99%d7%aa-%d7%94.md
12251,article,publish,http://jus-tice.co.il/30767-05-21,%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%91%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%a2,UNKNOWN,UNKNOWN,"ביהמ&#8221;ש לענייני משפחה בתל אביב, השופטת ענת הלר כריש: פס&#8221;ד בתביעה להחרגת נכסים מעיזבון (תמ&#8221;ש 30767-05-21)",UNKNOWN,UNKNOWN,UNKNOWN,10089,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-12251-%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%91%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%a2.md
12245,article,publish,http://jus-tice.co.il/7808/21,%d7%94%d7%92%d7%92-%d7%a9%d7%99%d7%99%d7%9a-%d7%9c%d7%9b%d7%9c-%d7%94%d7%93%d7%99%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%90-7808-21-%d7%aa%d7%a7%d7%93%d7%99%d7%9d-%d7%91%d7%99%d7%aa-%d7%94%d7%93,UNKNOWN,UNKNOWN,הלכה חדשה 2025 | הגג שייך לכל הדיירים | ע&#8221;א 7808/21 תקדים בית הדר פסק הדין המלא,UNKNOWN,UNKNOWN,UNKNOWN,5478,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,2,NO,post-12245-%d7%94%d7%92%d7%92-%d7%a9%d7%99%d7%99%d7%9a-%d7%9c%d7%9b%d7%9c-%d7%94%d7%93%d7%99%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%90-7808-21-%d7%aa%d7%a7%d7%93%d7%99%d7%9d-%d7%91%d7%99%d7%aa-%d7%94%d7%93.md
12239,article,publish,http://jus-tice.co.il/חוקי-הנדלן-בישראל-מול-צרפת,%d7%97%d7%95%d7%a7%d7%99-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%9e%d7%95%d7%9c-%d7%a6%d7%a8%d7%a4%d7%aa-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%94%d7%a9%d7%a7,UNKNOWN,UNKNOWN,חוקי הנדל&#8221;ן בישראל מול צרפת: מדריך להשקעות ונכסים (2025),UNKNOWN,UNKNOWN,UNKNOWN,9146,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-12239-%d7%97%d7%95%d7%a7%d7%99-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%9e%d7%95%d7%9c-%d7%a6%d7%a8%d7%a4%d7%aa-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%94%d7%a9%d7%a7.md
12236,article,publish,http://jus-tice.co.il/עורך-דין-דובר-צרפתית-נדלן-בישראל,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%93%d7%95%d7%91%d7%a8-%d7%a6%d7%a8%d7%a4%d7%aa%d7%99%d7%aa-%d7%9c%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%a9%d7%a8,UNKNOWN,UNKNOWN,עורך דין דובר צרפתית לרכישת נדל&#8221;ן בישראל &#8211; המדריך המשפטי המלא למשקיעים מצרפת | Acheter un bien immobilier en Israël : Guide juridique complet,UNKNOWN,UNKNOWN,UNKNOWN,705,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,5,4,1,NO,post-12236-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%93%d7%95%d7%91%d7%a8-%d7%a6%d7%a8%d7%a4%d7%aa%d7%99%d7%aa-%d7%9c%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%a9%d7%a8.md
12219,article,publish,http://jus-tice.co.il/startup-company,%d7%9c%d7%99%d7%95%d7%95%d7%99-%d7%9e%d7%a7%d7%a6%d7%95%d7%a2%d7%99-%d7%9c%d7%a1%d7%98%d7%90%d7%a8%d7%98%d7%90%d7%a4-%d7%99%d7%99%d7%a2%d7%95%d7%a5-%d7%9c%d7%97%d7%91%d7%a8%d7%95%d7%aa-%d7%94%d7%96,UNKNOWN,UNKNOWN,ליווי מקצועי לסטארטאפ: ייעוץ לחברות הזנק startup,UNKNOWN,UNKNOWN,UNKNOWN,12455,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-12219-%d7%9c%d7%99%d7%95%d7%95%d7%99-%d7%9e%d7%a7%d7%a6%d7%95%d7%a2%d7%99-%d7%9c%d7%a1%d7%98%d7%90%d7%a8%d7%98%d7%90%d7%a4-%d7%99%d7%99%d7%a2%d7%95%d7%a5-%d7%9c%d7%97%d7%91%d7%a8%d7%95%d7%aa-%d7%94%d7%96.md
12179,article,publish,http://jus-tice.co.il/מדריך-החזרי-מס-עם-מחשבון,%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%97%d7%96%d7%a8%d7%99-%d7%9e%d7%a1-2025-%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f,UNKNOWN,UNKNOWN,מדריך החזרי מס 2025 + מחשבון מעודכן,UNKNOWN,UNKNOWN,UNKNOWN,20009,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,,,NO,post-12179-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%97%d7%96%d7%a8%d7%99-%d7%9e%d7%a1-2025-%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f.md
12177,article,publish,http://jus-tice.co.il/1386569-6,%d7%97%d7%99%d7%95%d7%91-%d7%91%d7%a2%d7%9c-%d7%9e%d7%95%d7%a8%d7%93-%d7%91%d7%9e%d7%93%d7%95%d7%a8-%d7%90%d7%a9%d7%aa%d7%95-%d7%90%d7%a3-%d7%91%d7%94%d7%a2%d7%93%d7%a8-%d7%a1%d7%99%d7%9b%d7%95%d7%99,UNKNOWN,UNKNOWN,חיוב בעל מורד במדור אשתו אף בהעדר סיכוי לשלום בית &#8211; 1386569-6 &#8211; ביה&#8221;ד הגדול,UNKNOWN,UNKNOWN,UNKNOWN,13967,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,2,NO,post-12177-%d7%97%d7%99%d7%95%d7%91-%d7%91%d7%a2%d7%9c-%d7%9e%d7%95%d7%a8%d7%93-%d7%91%d7%9e%d7%93%d7%95%d7%a8-%d7%90%d7%a9%d7%aa%d7%95-%d7%90%d7%a3-%d7%91%d7%94%d7%a2%d7%93%d7%a8-%d7%a1%d7%99%d7%9b%d7%95%d7%99.md
12162,article,publish,http://jus-tice.co.il/חתימת-עורך-דין-נוטריון,%d7%97%d7%aa%d7%99%d7%9e%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a0%d7%95%d7%98%d7%a8%d7%99%d7%95%d7%9f-%d7%97%d7%aa%d7%99%d7%9e%d7%aa-%d7%9e%d7%a1%d7%9e%d7%9b%d7%99%d7%9d-%d7%a0,UNKNOWN,UNKNOWN,חתימת עורך דין / נוטריון | חתימת מסמכים נוטריוניים ומשפטיים | מחירון 2025,UNKNOWN,UNKNOWN,UNKNOWN,19285,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,1,YES,post-12162-%d7%97%d7%aa%d7%99%d7%9e%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a0%d7%95%d7%98%d7%a8%d7%99%d7%95%d7%9f-%d7%97%d7%aa%d7%99%d7%9e%d7%aa-%d7%9e%d7%a1%d7%9e%d7%9b%d7%99%d7%9d-%d7%a0.md
12156,article,publish,http://jus-tice.co.il/מדריך-עדכני-לגירושין,%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-%d7%9c%d7%9e%d7%aa%d7%92%d7%a8%d7%a9%d7%99%d7%9d-%d7%91%d7%a9%d7%a0%d7%aa-2025-%d7%a1%d7%98%d7%98%d7%99%d7%a1%d7%98%d7%99%d7%a7,UNKNOWN,UNKNOWN,"מדריך מעודכן למתגרשים בשנת 2025: סטטיסטיקה גירושים, התמודדות עם חלוקת רכוש, משמורת וחשד לבגידה",UNKNOWN,UNKNOWN,UNKNOWN,9854,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Family Law,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,9,6,3,NO,post-12156-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-%d7%9c%d7%9e%d7%aa%d7%92%d7%a8%d7%a9%d7%99%d7%9d-%d7%91%d7%a9%d7%a0%d7%aa-2025-%d7%a1%d7%98%d7%98%d7%99%d7%a1%d7%98%d7%99%d7%a7.md
