"id","post_type","status","current_url","current_slug","proposed_english_slug","title","traffic_risk","redirect_needed","notes"
"14010","articles","publish","http://jus-tice.co.il/rabbinical-agreement-approval/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%91%d7%aa%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%a8","","מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים","UNKNOWN","","PUBLIC_REST_EXPORT"
"13152","articles","publish","http://jus-tice.co.il/most-recommended-family-lawyer/","%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-2026-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%94","","המלצות 2026 עורך דין לענייני משפחה מומלץ | התייעצות עם עורך דין לענייני משפחה וירושה","UNKNOWN","","PUBLIC_REST_EXPORT"
"12987","articles","publish","http://jus-tice.co.il/future-of-divorce-process/","%d7%9b%d7%99%d7%a6%d7%93-%d7%99%d7%a8%d7%90%d7%94-%d7%91%d7%a2%d7%aa%d7%99%d7%93-%d7%94%d7%9c%d7%99%d7%9a-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9","","כיצד יראה בעתיד הליך גירושין – תחזית לשנים הבאות","UNKNOWN","","PUBLIC_REST_EXPORT"
"12979","articles","publish","http://jus-tice.co.il/experienced-family-law-attorney/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%aa%d7%95%d7%aa%d7%97-%d7%9e%d7%a2%d7%9c-20-%d7%a9%d7%a0%d7%95%d7%aa-%d7%a0","","עורך דין לענייני משפחה תותח מעל 20 שנות נסיון | ייעוץ חינם – נתונים עדכניים בדיני המשפחה","UNKNOWN","","PUBLIC_REST_EXPORT"
"12975","articles","publish","http://jus-tice.co.il/1396562-2/","%d7%a4%d7%a1%d7%93-%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%94%d7%97%d7%9c%d7%98%d7%94-%d7%9c%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%99%d7%aa-%d7%94%d7%a7%d7%a4%d7%90%d7%aa-%d7%aa%d7%a9%d7%9c%d7%95","","פס”ד ביטול החלטה לשלום בית ; הקפאת תשלום מזונות אישה","UNKNOWN","","PUBLIC_REST_EXPORT"
"12946","articles","publish","http://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/","%d7%94%d7%90%d7%9d-%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%a9%d7%95%d7%90%d7%94-%d7%99%d7%9b%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%99%d7%97%d7%a9%d7%91-%d7%99%d7%93%d7%95%d7%a2%d7%94-%d7%91%d7%a6%d7%99%d7%91","","האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12940","articles","publish","http://jus-tice.co.il/1440015/1/","%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%a2%d7%9c-%d7%a8%d7%a7%d7%a2-%d7%98%d7%a2%d7%a0%d7%95%d7%aa-%d7%94%d7%93%d7%93%d7%99%d7%95%d7%aa","","אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו","UNKNOWN","","PUBLIC_REST_EXPORT"
"12934","articles","publish","http://jus-tice.co.il/family-mediation-updated-trends/","%d7%92%d7%99%d7%a9%d7%95%d7%a8-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%95%d7%91%d7%a2%d7%95%d7%9c%d7%9d-%d7%92%d7%99%d7%a9%d7%95%d7%a8-%d7%95%d7%92%d7%99%d7%a8","","גישור משפחתי בישראל ובעולם | גישור וגירושין | נתונים, התפתחות ומגמות עדכניות","UNKNOWN","","PUBLIC_REST_EXPORT"
"12924","articles","publish","http://jus-tice.co.il/investigations-and-intelligence-division/","%d7%90%d7%92%d7%a3-%d7%94%d7%97%d7%a7%d7%99%d7%a8%d7%95%d7%aa-%d7%95%d7%94%d7%9e%d7%95%d7%93%d7%99%d7%a2%d7%99%d7%9f-%d7%a9%d7%9c-%d7%9e%d7%a9%d7%98%d7%a8%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c","","אגף החקירות והמודיעין של משטרת ישראל","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12921","articles","publish","http://jus-tice.co.il/top-experts-family-law/","2025-%d7%94%d7%9e%d7%95%d7%9e%d7%97%d7%99%d7%9d-%d7%94%d7%9e%d7%95%d7%91%d7%99%d7%9c%d7%99%d7%9d-%d7%91%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94","","(2025) המומחים המובילים בדיני משפחה","UNKNOWN","","PUBLIC_REST_EXPORT"
"12914","articles","publish","http://jus-tice.co.il/new-trends-ai-family-law/","%d7%9e%d7%92%d7%9e%d7%95%d7%aa-%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%91%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%94%d7%a9%d7%a4%d7%a2%d7%aa-%d7%94%d7%91%d7%99%d7%a0%d7%94-%d7%94%d7%9e","","מגמות חדשות בדיני משפחה: השפעת הבינה המלאכותית AI דיני משפחה וגירושין (צפי ומגמות 2025-2026)","UNKNOWN","","PUBLIC_REST_EXPORT"
"12907","articles","publish","http://jus-tice.co.il/criminal-prosecutions/","%d7%aa%d7%91%d7%99%d7%a2%d7%95%d7%aa-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%95%d7%9c%d7%95%d7%95%d7%99-%d7%a0%d7%90%d7%a9%d7%9e%d7%99%d7%9d","","תביעות פלילי | ייצוג ולווי נאשמים","UNKNOWN","","PUBLIC_REST_EXPORT"
"12897","articles","publish","http://jus-tice.co.il/the-recommended-family-lawyers/","%d7%9e%d7%95%d7%9e%d7%9c%d7%a6%d7%99-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%a2%d7%95%d7%a8","","מומלצי דיני משפחה וגירושין: המלצות עורכי דין לענייני משפחה בישראל (2025)","UNKNOWN","","PUBLIC_REST_EXPORT"
"12883","articles","publish","http://jus-tice.co.il/1361959/16/","%d7%aa%d7%a4%d7%95%d7%92%d7%aa-%d7%97%d7%99%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%99%d7%aa-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f","","תפוגת חיובים בהסכם שלום בית וגירושין – המלצה לכתובה מוקטנת בבתי הדין הרבניים","UNKNOWN","","PUBLIC_REST_EXPORT"
"12879","articles","publish","http://jus-tice.co.il/996028-3/","%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%aa%d7%95%d7%a7%d7%a4%d7%95-%d7%a9%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9b%d7%a9%d7%94%d7%a6%d7%93","","פס”ד רבני 2025 | תוקפו של הסכם גירושין כשהצדדים חזרו לשלום בית – 996028-3 – ביה”ד תל אביב יפו","UNKNOWN","","PUBLIC_REST_EXPORT"
"12871","articles","publish","http://jus-tice.co.il/petah-tikva-divorce-lawyer/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a4%d7%aa%d7%97-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%95%d7%94%d7%9e%d7%a8%d7%9b","","עורך דין גירושין מומלץ פתח תקווה והמרכז | 2025 נתונים והנחיות גירושין","UNKNOWN","","PUBLIC_REST_EXPORT"
"12857","articles","publish","http://jus-tice.co.il/posta/","%d7%a4%d7%95%d7%a1%d7%98%d7%94-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%9d","","פוסטה פלילים","UNKNOWN","","PUBLIC_REST_EXPORT"
"12851","articles","publish","http://jus-tice.co.il/7776-09-24/","%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a9%d7%95%d7%a8%d7%aa-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%91%d7%a9%d7%9c-%d7%a7%d7%a9%d7%99%d7%99%d7%9d-%d7%91%d7%96%d7%99","","זיכוי לנאשם בשורת עבירות בשל קשיים בזיהוי (ת”פ 7776-09-24 חסדאי)","UNKNOWN","","PUBLIC_REST_EXPORT"
"12841","articles","publish","http://jus-tice.co.il/ai-for-law-firms/","%d7%94%d7%98%d7%9e%d7%a2%d7%aa-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%91%d7%9e%d7%a9%d7%a8%d7%93%d7%99-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f","","הטמעת בינה מלאכותית AI במשרדי עורכי דין","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12681","articles","publish","http://jus-tice.co.il/1520884-1/","%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%95-%d7%a0%d7%a7%d7%91%d7%a2-%d7%97%d7%99%d7%95%d7%91-%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa","","אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני – 1520884-1 – ביה”ד באר שבע","UNKNOWN","","PUBLIC_REST_EXPORT"
"12678","articles","publish","http://jus-tice.co.il/1331339-3/","%d7%94%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%a2%d7%9e%d7%95%d7%93-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a2%d7%9c-%d7%9e%d7%a7%d7%95%d7%9d-%d7%9e%d7%92%d7%95%d7%a8%d7%99-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d","","החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו_ שיבתו לתוקף של פטור ממזונות שניתן בגין ההפרה – 1331339-3 – ביה”ד הגדול","UNKNOWN","","PUBLIC_REST_EXPORT"
"12675","articles","publish","http://jus-tice.co.il/1331339-1/","%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9b%d7%a9%d7%99%d7%a9-%d7%97%d7%a9%d7%a9-%d7%a9%d7%90%d7%9b%d7%99%d7%a4%d7%aa%d7%95-%d7%a2%d7%9c%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%91%d7%99","","אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת הילדים – איזונים והכרעה – 1331339-1 – ביה”ד הגדול","UNKNOWN","","PUBLIC_REST_EXPORT"
"12670","articles","publish","http://jus-tice.co.il/209051/11/","%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%91%d7%a7%d7%a9%d7%aa-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%9c%d7%94%d7%a7%d7%93%d7%9e%d7%aa-%d7%9e%d7%95%d7%a2%d7%93-%d7%a4%d7%99%d7%a8%d7%95","","פס”ד רבני (2025) בקשת האישה להקדמת מועד פירוק שיתוף דירה טרם התאריך שנקבע בהסכם","UNKNOWN","","PUBLIC_REST_EXPORT"
"12663","articles","publish","http://jus-tice.co.il/investment-loss-compensation/","%d7%a4%d7%99%d7%a6%d7%95%d7%99-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%a2%d7%a7%d7%91%d7%95%d7%aa-%d7%94%d7%a4%d7%a1%d7%93-%d7%91%d7%a9%d7%95%d7%a7-%d7%94%d7%94%d7%95%d7%9f-%d7%a4%d7%95%d7%a8","","פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו | סוגי הונאות (2025)","UNKNOWN","","PUBLIC_REST_EXPORT"
"12655","articles","publish","http://jus-tice.co.il/real-estate-lawyer-cost-2025/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%9b%d7%99%d7%a8%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%9e%d7%97%d7%99%d7%a8-2025-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95","","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין","UNKNOWN","","PUBLIC_REST_EXPORT"
"12652","articles","publish","http://jus-tice.co.il/business-license/","%d7%99%d7%95%d7%a2%d7%a5-%d7%a8%d7%99%d7%a9%d7%95%d7%99-%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%97%d7%94-%d7%a8%d7%99%d7%a9%d7%95%d7%99","","יועץ רישוי עסקים | עורך דין מומחה רישוי עסק | מדריך ומחירון (2025)","UNKNOWN","","PUBLIC_REST_EXPORT"
"12650","articles","publish","http://jus-tice.co.il/1495176/4/","%d7%aa%d7%99%d7%a7-1495176-4-%d7%99%d7%95%d7%9c%d7%99-2025-%d7%a9%d7%90%d7%9c%d7%aa-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%90%d7%96%d7%95%d7%a8%d7%99","","תיק 1495176/4 יולי 2025 | שאלת סמכות בית הדין האזורי לדון בעניין מזונות הילדים","UNKNOWN","","PUBLIC_REST_EXPORT"
"12626","articles","publish","http://jus-tice.co.il/online-rent-agreement/","%d7%97%d7%95%d7%96%d7%94-%d7%a9%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%a2%d7%93%d7%9b%d7%a0%d7%99-2025","","חוזה שכירות אונליין (עדכני 2025)","UNKNOWN","","PUBLIC_REST_EXPORT"
"12622","articles","publish","http://jus-tice.co.il/australia-lawyers/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c","","עורך דין באוסטרליה | עו”ד ישראלי אוסטרליה","UNKNOWN","","PUBLIC_REST_EXPORT"
"12616","articles","publish","http://jus-tice.co.il/israel-tax-authority/","%d7%a8%d7%a9%d7%95%d7%aa-%d7%94%d7%9e%d7%a1%d7%99%d7%9d-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%95%d7%9c-%d7%a8%d7%a9%d7%95%d7%99%d7%95%d7%aa-%d7%94%d7%9e%d7%a1","","רשות המסים בישראל | ייצוג מול רשויות המס","UNKNOWN","","PUBLIC_REST_EXPORT"
"12611","articles","publish","http://jus-tice.co.il/1509592-1/","%d7%9c%d7%90-%d7%91%d7%a0%d7%a7%d7%9c-%d7%99%d7%91%d7%95%d7%98%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-1509592-1-%d7%91%d7%99%d7%94%d7%93","","לא בנקל יבוטל הסכם גירושין – 1509592-1 – ביה”ד הגדול‎","UNKNOWN","","PUBLIC_REST_EXPORT"
"12609","articles","publish","http://jus-tice.co.il/israel-real-estate-price-forecast/","%d7%9e%d7%97%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%93%d7%9b%d7%a0%d7%99%d7%99%d7%9d-2025-%d7%95%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%a8","","מחירים עדכניים (2025) ותחזית לשוק הנדל”ן | רכישת נדל”ן בישראל בלווי עורך דין","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12605","articles","publish","http://jus-tice.co.il/cyprus-prices/","%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%95%d7%a2%d7%9c%d7%99%d7%95%d7%aa-%d7%a0%d7%9c%d7%95%d7%95%d7%aa-%d7%a8","","מחירון 2025 נכסים בקפריסין ועליות נלוות | רכישה בלווי משפטי לישראלים","UNKNOWN","","PUBLIC_REST_EXPORT"
"12600","articles","publish","http://jus-tice.co.il/greece-price-list/","%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%97%d7%99%d7%a8%d7%99-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-2025-%d7%9c%d7%a4%d7%99-%d7%90%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a2","","יוון – מחירי רכישה 2025 לפי אזורים | מדריך עדכני לרכישת נדל”ן ביוון לישראלים בלווי עורך דין","UNKNOWN","","PUBLIC_REST_EXPORT"
"12596","articles","publish","http://jus-tice.co.il/family-judgment-31661-07-16/","%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a8%d7%9b%d7%95%d7%a9%d7%99%d7%aa-%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%92%d7%93-%d7%91%d7%9f-%d7%96%d7%95%d7%92%d7%94","","פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי במקלטי מס, נאמנויות ותאגידים זרים | תמ״ש 31661-07-16","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12588","articles","publish","http://jus-tice.co.il/divorce-costs-2025/","%d7%a2%d7%9c%d7%95%d7%99%d7%95%d7%aa-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-2025-%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%94","","עלויות גירושין 2025 | מחירון מעודכן השוואה ובחירה בין עורכי דין לענייני גירושין","UNKNOWN","","PUBLIC_REST_EXPORT"
"12583","articles","publish","http://jus-tice.co.il/portugal-relocation/","%d7%a8%d7%99%d7%9c%d7%95%d7%a7%d7%99%d7%99%d7%a9%d7%9f-%d7%9c%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-2025-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%9e%d7%a2","","רילוקיישן לפורטוגל 2025: המדריך המקיף למעבר לפורטוגל","UNKNOWN","","PUBLIC_REST_EXPORT"
"12571","articles","publish","http://jus-tice.co.il/bdi-coface/","bdi-coface","","BDI Coface","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12558","articles","publish","http://jus-tice.co.il/dun-bradstreet/","%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-dun-bradstreet-db-%d7%95%d7%93%d7%99%d7%a8%d7%95%d7%92-duns-100","","סוכנות הדירוג Dun & Bradstreet (D&B) ודירוג Dun’s 100","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12552","articles","publish","http://jus-tice.co.il/the-legal-500/","the-legal-500","","The Legal 500","UNKNOWN","","PUBLIC_REST_EXPORT"
"12546","articles","publish","http://jus-tice.co.il/chambers-and-partners/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-chambers-and-partners","","Chambers and Partners","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12539","articles","publish","http://jus-tice.co.il/iflr1000/","%d7%93%d7%99%d7%a8%d7%95%d7%92-iflr1000-international-financial-law-review-iflr","","IFLR1000","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12535","articles","publish","http://jus-tice.co.il/1360470/5/","%d7%a2%d7%a7%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%94%d7%9c%d7%9b%d7%aa%d7%99%d7%99%d7%9d-%d7%95%d7%99%d7%99%d7%a9%d7%95%d7%9d-%d7%a7%d7%91%d7%99%d7%a2%d7%aa%d7%9d-%d7%a9%d7%9c-%d7%94%d7%a1%d7%93%d7%a8","","עקרונות הלכתיים ויישום קביעתם של הסדרי השהות בגירושין על פי טובת הילד | חיובי המזונות היקפם וחלוקתם","UNKNOWN","","PUBLIC_REST_EXPORT"
"12525","articles","publish","http://jus-tice.co.il/ai-lawyer-ranking/","%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%a9%d7%a0%d7%aa-2025","","דירוג עורכי דין בינה מלאכותית AI | שנת 2025","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12495","articles","publish","http://jus-tice.co.il/fbi-cyber-division/","%d7%99%d7%97%d7%99%d7%93%d7%aa-%d7%94-cyber-division-%d7%a9%d7%9c-%d7%94-fbi","","יחידת ה-Cyber Division של ה-FBI | עו”ד סייבר","UNKNOWN","","PUBLIC_REST_EXPORT"
"12491","articles","publish","http://jus-tice.co.il/us-securities-and-exchange-commission/","%d7%a8%d7%a9%d7%95%d7%aa-%d7%a0%d7%99%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a2%d7%a8%d7%9a-%d7%a9%d7%9c-%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa-sec-%d7%a2%d7%95%d7%93","","(SEC) רשות ניירות הערך של ארצות הברית | עו”ד ישראלי","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12481","articles","publish","http://jus-tice.co.il/federal-bureau-of-investigation/","fbi-%d7%9c%d7%a9%d7%9b%d7%aa-%d7%94%d7%97%d7%a7%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a4%d7%93%d7%a8%d7%9c%d7%99%d7%aa-%d7%90%d7%a8%d7%94%d7%91-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%99","","FBI לשכת החקירות הפדרלית ארה”ב | עורך דין פלילי F.B.I","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12464","articles","publish","http://jus-tice.co.il/lahav-433/","%d7%9c%d7%94%d7%91-433-%d7%9e%d7%91%d7%a0%d7%94-%d7%94%d7%99%d7%97%d7%99%d7%93%d7%94-%d7%9b%d7%aa%d7%95%d7%91%d7%aa-%d7%95%d7%98%d7%9c%d7%a4%d7%95%d7%9f-%d7%9e%d7%a9%d7%98%d7%a8%d7%aa-%d7%99%d7%a9","","להב 433: מבנה היחידה כתובות וטלפונים | משטרת ישראל להב 433","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
