date,clicks,impressions,ctr_pct,position,impressions_7d,clicks_7d,position_7d
2025-04-15,161,20038,0.8,36.8,23019.714285714286,129.0,39.94285714285714
2025-04-16,159,23152,0.69,39.0,23240.571428571428,138.0,39.199999999999996
2025-04-17,126,17280,0.73,38.2,24559.714285714286,153.28571428571428,38.32857142857143
2025-04-18,111,27714,0.4,40.9,27406.85714285714,165.42857142857142,38.07142857142857
2025-04-19,127,22401,0.57,37.5,28978.85714285714,173.42857142857142,37.67142857142857
2025-04-20,231,41045,0.56,37.9,32239.0,182.85714285714286,37.58571428571429
2025-04-21,243,40218,0.6,36.2,34046.71428571428,197.85714285714286,37.08571428571429
2025-04-22,217,31042,0.7,34.0,34701.857142857145,200.71428571428572,36.68571428571429
2025-04-23,225,45973,0.49,38.4,35398.142857142855,205.14285714285714,36.34285714285715
2025-04-24,231,29934,0.77,34.7,35643.28571428572,208.85714285714286,36.07142857142857
2025-04-25,131,32300,0.41,38.1,35810.57142857143,212.28571428571428,35.971428571428575
2025-04-26,158,27275,0.58,35.1,35854.857142857145,217.0,35.77142857142857
2025-04-27,257,42761,0.6,36.0,34551.57142857143,212.57142857142858,35.714285714285715
2025-04-28,267,41389,0.65,35.5,34369.42857142857,201.28571428571428,36.1
2025-04-29,250,31352,0.8,32.6,34398.0,200.42857142857142,36.114285714285714
2025-04-30,194,36850,0.53,38.0,34463.857142857145,201.42857142857142,35.9
2025-05-01,152,28659,0.53,37.4,34162.42857142857,201.57142857142858,35.67142857142857
2025-05-02,125,32500,0.38,38.2,34041.142857142855,203.71428571428572,35.41428571428571
2025-05-03,165,27736,0.59,33.6,33980.71428571428,201.71428571428572,35.25714285714286
2025-05-04,258,40651,0.63,34.4,33946.142857142855,212.71428571428572,34.6
2025-05-05,282,40540,0.7,33.7,34300.0,225.42857142857142,34.02857142857143
2025-05-06,236,30929,0.76,31.5,34113.857142857145,225.14285714285714,34.1
2025-05-07,271,36608,0.74,33.4,33943.0,223.85714285714286,34.385714285714286
2025-05-08,241,31136,0.77,33.4,33689.857142857145,224.42857142857142,34.55714285714286
2025-05-09,123,31197,0.39,38.7,33282.71428571428,221.71428571428572,34.714285714285715
2025-05-10,156,26540,0.59,35.6,33064.42857142857,221.42857142857142,34.97142857142857
2025-05-11,262,38879,0.67,35.6,32953.57142857143,216.0,35.17142857142857
2025-05-12,263,37690,0.7,34.8,32459.285714285714,209.42857142857142,35.22857142857143
2025-05-13,234,29401,0.8,33.3,32284.714285714286,208.71428571428572,35.18571428571428
2025-05-14,233,35832,0.65,34.8,32012.428571428572,203.71428571428572,35.08571428571428
2025-05-15,195,27676,0.7,33.8,32502.714285714286,199.28571428571428,35.028571428571425
2025-05-16,118,29975,0.39,38.4,33587.28571428572,197.28571428571428,35.05714285714286
2025-05-17,121,24634,0.49,34.9,34173.71428571428,192.85714285714286,35.07142857142857
2025-05-18,231,42311,0.55,35.2,34835.28571428572,192.57142857142858,34.99999999999999
2025-05-19,249,45282,0.55,35.0,35341.42857142857,201.14285714285714,34.871428571428574
2025-05-20,203,33506,0.61,33.4,37064.71428571428,202.42857142857142,35.22857142857143
2025-05-21,231,40463,0.57,34.3,37239.28571428572,205.71428571428572,35.25714285714285
2025-05-22,255,31219,0.82,32.9,35858.0,204.14285714285714,34.91428571428571
2025-05-23,127,42038,0.3,40.9,34788.42857142857,196.42857142857142,34.91428571428571
2025-05-24,144,25856,0.56,35.1,34845.71428571428,199.57142857142858,35.028571428571425
2025-05-25,220,32642,0.67,32.8,34092.0,194.28571428571428,35.142857142857146
2025-05-26,195,37795,0.52,35.0,33948.28571428572,182.57142857142858,35.4
2025-05-27,225,33907,0.66,34.2,32265.0,177.85714285714286,35.17142857142857
2025-05-28,194,35187,0.55,35.1,32236.571428571428,174.42857142857142,35.48571428571429
2025-05-29,173,30213,0.57,34.7,32372.14285714286,157.85714285714286,36.44285714285714
2025-05-30,94,30255,0.31,39.3,31630.0,149.57142857142858,36.857142857142854
2025-05-31,120,25657,0.47,37.3,31269.285714285714,148.28571428571428,36.58571428571429
2025-06-01,104,33591,0.31,39.5,31408.85714285714,152.0,36.34285714285714
2025-06-02,137,32600,0.42,37.9,31402.428571428572,155.42857142857142,36.17142857142857
2025-06-03,216,31382,0.69,32.3,31878.714285714286,159.14285714285714,36.128571428571426
2025-06-04,220,36164,0.61,33.4,32414.285714285714,162.0,35.957142857142856
2025-06-05,197,30168,0.65,33.5,33530.71428571428,178.0,35.357142857142854
2025-06-06,120,33589,0.36,39.0,34381.57142857143,191.71428571428572,34.9
2025-06-07,140,29406,0.48,36.1,34482.0,192.42857142857142,35.1
2025-06-08,216,41406,0.52,35.3,34743.142857142855,189.0,35.471428571428575
2025-06-09,233,38556,0.6,34.7,34579.0,186.71428571428572,35.67142857142857
2025-06-10,221,32085,0.69,33.7,33850.28571428572,175.42857142857142,36.17142857142857
2025-06-11,196,37992,0.52,36.0,32686.14285714286,161.85714285714286,36.885714285714286
2025-06-12,181,29019,0.62,34.9,31198.285714285714,145.28571428571428,37.800000000000004
2025-06-13,41,28488,0.14,42.5,29904.0,126.57142857142857,38.699999999999996
2025-06-14,45,21257,0.21,41.1,28571.85714285714,106.42857142857143,39.44285714285714
2025-06-15,100,30991,0.32,41.7,27170.0,95.57142857142857,39.98571428571429
2025-06-16,102,29496,0.35,41.0,26417.85714285714,83.28571428571429,40.65714285714286
2025-06-17,80,22760,0.35,38.9,26009.14285714286,86.71428571428571,40.728571428571435
2025-06-18,120,28179,0.43,39.8,25846.285714285714,90.71428571428571,40.457142857142856
2025-06-19,95,23754,0.4,39.6,25727.714285714286,94.28571428571429,40.042857142857144
2025-06-20,65,25627,0.25,43.0,25722.85714285714,99.71428571428571,39.68571428571429
2025-06-21,73,20117,0.36,39.2,25856.714285714286,105.57142857142857,39.44285714285714
2025-06-22,125,30161,0.41,38.8,26239.571428571428,110.28571428571429,39.15714285714286
2025-06-23,140,29462,0.48,38.5,26537.0,119.14285714285714,38.81428571428571
2025-06-24,121,23697,0.51,37.2,26984.14285714286,124.28571428571429,38.471428571428575
2025-06-25,153,30859,0.5,37.8,27435.85714285714,133.57142857142858,38.32857142857143
2025-06-26,157,25836,0.61,37.2,27998.14285714286,138.71428571428572,38.15714285714286
2025-06-27,101,28757,0.35,40.6,28989.571428571428,148.85714285714286,38.07142857142857
2025-06-28,138,23279,0.59,38.2,30082.714285714286,157.57142857142858,37.9
2025-06-29,161,34097,0.47,37.6,30316.14285714286,160.28571428571428,37.75714285714286
2025-06-30,211,36402,0.58,37.9,30551.14285714286,161.85714285714286,37.699999999999996
2025-07-01,182,31349,0.58,36.0,30991.0,158.14285714285714,37.82857142857143
2025-07-02,172,32493,0.53,36.8,31380.714285714286,156.57142857142858,38.05714285714286
2025-07-03,168,27481,0.61,36.8,31840.285714285714,155.57142857142858,38.34285714285714
2025-07-04,75,31836,0.24,41.5,31773.714285714286,148.71428571428572,38.5
2025-07-05,127,26007,0.49,39.8,31246.14285714286,144.57142857142858,38.58571428571428
2025-07-06,154,37314,0.41,39.6,31254.0,142.57142857142858,38.75714285714286
2025-07-07,163,35936,0.45,39.0,31549.285714285714,140.57142857142858,39.0
2025-07-08,153,27656,0.55,36.6,30715.14285714286,142.28571428571428,38.714285714285715
2025-07-09,158,32548,0.49,38.0,30958.714285714286,140.0,38.62857142857143
2025-07-10,154,29548,0.52,38.5,29941.714285714286,141.0,38.17142857142857
2025-07-11,87,25997,0.33,39.5,30344.571428571428,141.42857142857142,38.128571428571426
2025-07-12,111,27712,0.4,39.2,30806.714285714286,145.14285714285714,38.042857142857144
2025-07-13,161,30195,0.53,36.4,31202.0,145.57142857142858,38.08571428571429
2025-07-14,166,38756,0.43,38.7,31849.571428571428,143.0,38.114285714285714
2025-07-15,179,30891,0.58,36.0,32150.14285714286,144.0,38.07142857142857
2025-07-16,161,35315,0.46,38.3,33288.0,142.42857142857142,38.34285714285715
2025-07-17,136,34081,0.4,38.7,35703.142857142855,142.57142857142858,38.92857142857143
2025-07-18,94,28101,0.33,39.2,34787.142857142855,143.42857142857142,38.67142857142858
2025-07-19,100,35677,0.28,41.1,33983.42857142857,144.85714285714286,38.614285714285714
2025-07-20,162,47101,0.34,40.5,34651.42857142857,144.14285714285714,38.885714285714286
2025-07-21,172,32344,0.53,36.9,34256.0,144.85714285714286,39.02857142857143
2025-07-22,189,25265,0.75,35.6,33966.857142857145,144.42857142857142,39.34285714285714
2025-07-23,156,39991,0.39,40.2,32873.28571428572,145.57142857142858,39.300000000000004
2025-07-24,141,31313,0.45,39.7,31842.428571428572,145.14285714285714,39.371428571428574
2025-07-25,91,26077,0.35,41.4,31758.0,144.28571428571428,39.68571428571429
2025-07-26,108,28022,0.39,40.8,32127.285714285714,139.57142857142858,40.08571428571429
2025-07-27,159,39885,0.4,41.0,31484.428571428572,137.57142857142858,40.18571428571429
2025-07-28,166,31753,0.52,39.1,31296.285714285714,140.57142857142858,40.18571428571429
2025-07-29,156,27850,0.56,38.4,32181.0,141.42857142857142,40.357142857142854
2025-07-30,142,35491,0.4,40.9,32828.28571428572,142.14285714285714,40.32857142857143
2025-07-31,162,29996,0.54,39.7,31884.714285714286,143.14285714285714,39.81428571428571
2025-08-01,97,32270,0.3,42.6,32730.85714285714,143.0,39.68571428571429
2025-08-02,113,32553,0.35,40.6,34098.71428571428,144.42857142857142,39.74285714285715
2025-08-03,166,33280,0.5,37.4,34642.142857142855,146.85714285714286,39.4
2025-08-04,165,37676,0.44,38.2,35335.28571428572,141.85714285714286,39.214285714285715
2025-08-05,166,37425,0.44,38.8,35426.71428571428,140.71428571428572,38.885714285714286
2025-08-06,159,39295,0.4,38.5,36071.142857142855,141.57142857142858,38.714285714285715
2025-08-07,127,34848,0.36,38.4,38151.28571428572,142.0,38.885714285714286
2025-08-08,89,32910,0.27,40.3,37738.0,143.42857142857142,38.48571428571428
2025-08-09,119,37064,0.32,39.4,37947.71428571428,141.28571428571428,38.128571428571426
2025-08-10,169,47841,0.35,38.6,37511.0,141.14285714285714,37.642857142857146
2025-08-11,175,34783,0.5,35.4,37785.57142857143,143.42857142857142,37.34285714285714
2025-08-12,151,38893,0.39,36.3,37220.0,142.71428571428572,36.885714285714286
2025-08-13,158,36238,0.44,35.1,36748.0,144.42857142857142,36.6
2025-08-14,143,36770,0.39,36.3,35415.42857142857,144.57142857142858,36.27142857142857
2025-08-15,84,28951,0.29,37.1,35864.42857142857,144.85714285714286,36.4
2025-08-16,131,33760,0.39,37.4,35775.28571428572,148.28571428571428,36.57142857142857
2025-08-17,170,38513,0.44,36.3,35800.71428571428,144.85714285714286,36.885714285714286
2025-08-18,177,37926,0.47,36.3,35833.28571428572,151.14285714285714,37.18571428571429
2025-08-19,175,38269,0.46,37.5,35988.0,156.0,37.54285714285714
2025-08-20,134,36416,0.37,37.3,36135.28571428572,155.71428571428572,37.9
2025-08-21,187,36998,0.51,38.4,36392.142857142855,155.28571428571428,38.357142857142854
2025-08-22,118,30034,0.39,39.6,35842.57142857143,152.28571428571428,38.800000000000004
2025-08-23,129,34791,0.37,39.9,34998.42857142857,145.57142857142858,39.08571428571429
2025-08-24,167,40311,0.41,39.5,34561.142857142855,143.57142857142858,39.614285714285714
2025-08-25,156,34079,0.46,39.4,33444.0,131.0,40.1
2025-08-26,128,32360,0.4,39.5,32805.42857142857,123.71428571428571,40.81428571428571
2025-08-27,120,33355,0.36,41.0,31504.571428571428,117.14285714285714,41.25714285714286
2025-08-28,99,29178,0.34,41.8,30303.428571428572,110.0,41.7
2025-08-29,67,25564,0.26,44.6,29340.571428571428,102.71428571428571,42.142857142857146
2025-08-30,83,25685,0.32,43.0,28332.571428571428,93.28571428571429,42.81428571428571
2025-08-31,117,31903,0.37,42.6,26570.571428571428,89.28571428571429,43.028571428571425
2025-09-01,105,27339,0.38,42.5,25993.714285714286,90.42857142857143,43.32857142857143
2025-09-02,62,25304,0.25,44.2,25267.714285714286,88.71428571428571,43.45714285714286
2025-09-03,92,21021,0.44,42.5,24945.571428571428,82.14285714285714,43.84285714285715
2025-09-04,107,25140,0.43,43.9,23480.14285714286,77.85714285714286,43.642857142857146
2025-09-05,55,20482,0.27,45.5,22732.85714285714,76.28571428571429,43.65714285714286
2025-09-06,37,23430,0.16,45.7,22376.285714285714,80.57142857142857,43.34285714285715
2025-09-07,87,21645,0.4,41.2,21828.714285714286,76.85714285714286,42.971428571428575
2025-09-08,94,22108,0.43,42.6,19834.571428571428,72.71428571428571,41.614285714285714
2025-09-09,92,22808,0.4,42.0,17970.428571428572,70.71428571428571,39.74285714285714
2025-09-10,66,17188,0.38,39.9,15667.714285714286,72.0,37.07142857142857
2025-09-11,78,11181,0.7,34.4,13904.42857142857,70.0,34.857142857142854
2025-09-12,41,7433,0.55,32.4,11951.714285714286,65.0,32.457142857142856
2025-09-13,46,7311,0.63,27.0,9781.857142857143,63.285714285714285,30.142857142857142
2025-09-14,73,9302,0.78,25.7,8405.285714285714,62.142857142857146,28.242857142857144
2025-09-15,59,8439,0.7,25.8,8235.42857142857,60.0,27.857142857142858
2025-09-16,80,7619,1.05,25.8,7918.0,60.142857142857146,27.185714285714287
2025-09-17,58,7552,0.77,26.6,7774.285714285715,60.42857142857143,27.385714285714283
2025-09-18,63,9992,0.63,31.7,7371.857142857143,58.714285714285715,27.028571428571432
2025-09-19,42,5211,0.81,27.7,6849.857142857143,55.0,27.271428571428572
2025-09-20,48,6305,0.76,28.4,6414.142857142857,48.57142857142857,27.185714285714283
2025-09-21,61,6485,0.94,23.2,6086.0,44.142857142857146,26.971428571428568
2025-09-22,33,4785,0.69,27.5,5512.714285714285,44.142857142857146,25.528571428571432
2025-09-23,35,4569,0.77,25.2,5413.0,42.714285714285715,25.657142857142855
2025-09-24,27,5255,0.51,25.1,5252.571428571428,43.57142857142857,25.514285714285716
2025-09-25,63,5979,1.05,21.6,5131.428571428572,42.42857142857143,25.328571428571426
2025-09-26,32,4513,0.71,28.6,5320.571428571428,44.0,24.985714285714288
2025-09-27,54,5182,1.04,27.4,5482.0,44.42857142857143,25.38571428571429
2025-09-28,53,5637,0.94,21.9,5343.571428571428,42.857142857142854,26.528571428571432
2025-09-29,44,6109,0.72,25.1,5080.714285714285,38.0,27.4
2025-09-30,38,5699,0.67,28.0,4985.285714285715,36.42857142857143,27.057142857142857
2025-10-01,16,4286,0.37,33.1,4820.0,32.42857142857143,26.885714285714283
2025-10-02,29,4139,0.7,27.7,4602.142857142857,30.285714285714285,27.32857142857143
2025-10-03,21,3845,0.55,26.2,4191.428571428572,27.285714285714285,27.814285714285713
2025-10-04,26,4025,0.65,26.2,3842.8571428571427,24.714285714285715,27.37142857142857
2025-10-05,38,4112,0.92,25.0,3730.285714285714,25.142857142857142,26.342857142857145
2025-10-06,23,3234,0.71,28.5,3649.8571428571427,25.857142857142858,26.271428571428572
2025-10-07,20,3259,0.61,24.9,3582.8571428571427,24.857142857142858,27.285714285714285
2025-10-08,19,3498,0.54,25.9,3480.0,24.285714285714285,27.67142857142857
2025-10-09,34,3576,0.95,27.2,3339.8571428571427,23.571428571428573,27.942857142857143
2025-10-10,14,3376,0.41,33.3,3245.4285714285716,23.0,28.071428571428573
2025-10-11,22,3305,0.67,28.9,3242.1428571428573,23.428571428571427,28.285714285714285
2025-10-12,33,3131,1.05,26.9,3272.5714285714284,26.142857142857142,28.11428571428571
2025-10-13,19,2573,0.74,29.4,3318.1428571428573,30.428571428571427,28.099999999999998
2025-10-14,23,3236,0.71,26.4,3245.1428571428573,31.857142857142858,27.51428571428571
2025-10-15,38,3711,1.02,24.7,3267.0,33.857142857142854,27.271428571428572
2025-10-16,64,3895,1.64,27.1,3358.0,36.857142857142854,26.900000000000002
2025-10-17,24,2865,0.84,29.2,3626.0,40.57142857142857,26.52857142857143
2025-10-18,36,3458,1.04,27.2,3782.8571428571427,43.857142857142854,26.22857142857143
2025-10-19,54,3768,1.43,24.3,3826.285714285714,46.0,25.885714285714283
2025-10-20,45,4449,1.01,26.8,3908.5714285714284,42.142857142857146,25.75714285714286
2025-10-21,46,4334,1.06,24.3,3966.1428571428573,41.0,25.357142857142858
2025-10-22,53,4015,1.32,22.3,4278.571428571428,41.285714285714285,24.414285714285715
2025-10-23,37,4471,0.83,26.2,4403.428571428572,42.285714285714285,24.414285714285715
2025-10-24,16,3268,0.49,26.4,4397.142857142857,42.57142857142857,23.900000000000002
2025-10-25,38,5645,0.67,20.6,4618.428571428572,42.714285714285715,24.657142857142855
2025-10-26,61,4642,1.31,24.3,4641.285714285715,41.0,25.357142857142858
2025-10-27,47,4405,1.07,23.2,4593.571428571428,39.714285714285715,25.74285714285714
2025-10-28,47,5883,0.8,29.6,4630.0,39.285714285714285,26.300000000000004
2025-10-29,41,4175,0.98,27.2,4443.0,38.0,27.728571428571428
2025-10-30,28,4137,0.68,28.9,4500.285714285715,36.57142857142857,27.58571428571429
2025-10-31,13,3523,0.37,30.3,4544.0,40.142857142857146,27.7
2025-11-01,29,4336,0.67,30.6,4334.285714285715,41.0,26.900000000000002
2025-11-02,51,5043,1.01,23.3,4348.857142857143,43.0,26.485714285714288
2025-11-03,72,4711,1.53,24.0,4406.285714285715,44.42857142857143,26.08571428571429
2025-11-04,53,4415,1.2,24.0,4413.428571428572,46.285714285714285,25.571428571428573
2025-11-05,55,4277,1.29,24.3,4358.428571428572,46.857142857142854,25.142857142857142
2025-11-06,38,4539,0.84,26.1,4240.714285714285,45.42857142857143,25.457142857142856
2025-11-07,26,3573,0.73,26.7,4242.571428571428,41.285714285714285,26.185714285714283
2025-11-08,33,3951,0.84,27.6,4255.714285714285,39.57142857142857,26.599999999999998
2025-11-09,41,4219,0.97,25.5,4248.857142857143,36.142857142857146,26.857142857142858
2025-11-10,43,4724,0.91,29.1,4184.714285714285,37.42857142857143,27.02857142857143
2025-11-11,41,4507,0.91,26.9,4116.285714285715,36.714285714285715,27.7
2025-11-12,31,4229,0.73,26.1,4082.1428571428573,36.42857142857143,28.114285714285717
2025-11-13,47,4090,1.15,27.3,4034.8571428571427,35.142857142857146,28.47142857142857
2025-11-14,21,3094,0.68,31.4,3910.714285714286,34.42857142857143,28.428571428571427
2025-11-15,31,3712,0.84,30.5,3823.8571428571427,32.57142857142857,28.071428571428573
2025-11-16,32,3888,0.82,28.0,3724.4285714285716,34.0,28.271428571428572
2025-11-17,38,3855,0.99,28.8,3685.4285714285716,31.142857142857142,29.057142857142853
2025-11-18,28,3899,0.72,24.4,3596.1428571428573,30.142857142857142,28.942857142857143
2025-11-19,41,3533,1.16,27.5,3482.8571428571427,28.428571428571427,28.885714285714283
2025-11-20,27,3817,0.71,32.8,3434.0,28.285714285714285,28.685714285714283
2025-11-21,14,2469,0.57,30.6,3414.4285714285716,28.0,28.642857142857142
2025-11-22,19,2919,0.65,30.1,3345.0,28.285714285714285,29.02857142857143
2025-11-23,31,3546,0.87,26.6,3379.285714285714,27.428571428571427,29.357142857142858
2025-11-24,36,3718,0.97,28.5,3364.1428571428573,27.714285714285715,28.842857142857138
2025-11-25,30,3413,0.88,27.1,3418.0,27.285714285714285,29.285714285714285
2025-11-26,35,3773,0.93,29.8,3478.0,27.571428571428573,29.428571428571427
2025-11-27,29,3711,0.78,29.2,3489.0,28.714285714285715,29.528571428571432
2025-11-28,11,2846,0.39,33.7,3545.4285714285716,28.142857142857142,29.928571428571427
2025-11-29,21,3339,0.63,31.1,3581.5714285714284,27.285714285714285,30.214285714285715
2025-11-30,39,3623,1.08,27.3,3523.5714285714284,26.428571428571427,30.185714285714287
2025-12-01,32,4113,0.78,31.3,3481.4285714285716,26.0,30.700000000000006
2025-12-02,24,3666,0.65,29.1,3448.4285714285716,26.142857142857142,31.285714285714285
2025-12-03,29,3367,0.86,29.6,3318.0,25.714285714285715,32.42857142857143
2025-12-04,26,3416,0.76,32.8,3193.1428571428573,24.428571428571427,33.84285714285714
2025-12-05,12,2615,0.46,37.8,3015.285714285714,23.142857142857142,34.77142857142857
2025-12-06,18,2426,0.74,39.1,2838.4285714285716,24.714285714285715,35.68571428571428
2025-12-07,30,2749,1.09,37.2,2775.714285714286,22.428571428571427,37.34285714285714
2025-12-08,23,2868,0.8,37.8,2648.714285714286,20.857142857142858,38.51428571428571
2025-12-09,35,2428,1.44,35.5,2617.1428571428573,20.285714285714285,39.142857142857146
2025-12-10,13,2928,0.44,41.2,2664.8571428571427,19.714285714285715,39.457142857142856
2025-12-11,15,2527,0.59,41.0,2741.0,18.571428571428573,39.15714285714286
2025-12-12,8,2394,0.33,42.2,2822.4285714285716,19.285714285714285,38.614285714285714
2025-12-13,14,2760,0.51,41.3,2904.0,19.142857142857142,38.642857142857146
2025-12-14,22,3282,0.67,35.1,2935.0,21.714285714285715,37.51428571428572
2025-12-15,28,3438,0.81,34.0,3024.1428571428573,23.571428571428573,36.94285714285714
2025-12-16,34,2999,1.13,35.7,3050.4285714285716,24.142857142857142,36.67142857142857
2025-12-17,31,3145,0.99,33.3,3120.1428571428573,24.714285714285715,36.528571428571425
2025-12-18,28,3151,0.89,37.0,3189.285714285714,25.857142857142858,36.871428571428574
2025-12-19,12,2578,0.47,40.3,3223.714285714286,27.0,36.871428571428574
2025-12-20,18,3248,0.55,40.3,3312.1428571428573,26.285714285714285,36.5
2025-12-21,30,3766,0.8,37.5,3413.714285714286,26.714285714285715,36.91428571428571
2025-12-22,36,3679,0.98,34.0,3472.8571428571427,25.285714285714285,36.800000000000004
2025-12-23,29,3618,0.8,33.1,3530.5714285714284,26.142857142857142,36.942857142857136
2025-12-24,34,3856,0.88,36.2,3539.8571428571427,27.0,36.357142857142854
2025-12-25,18,3565,0.5,36.2,3644.285714285714,28.0,36.142857142857146
2025-12-26,18,2982,0.6,41.3,3735.5714285714284,27.714285714285715,36.17142857142857
2025-12-27,24,3313,0.72,36.2,3693.4285714285716,28.0,36.542857142857144
2025-12-28,37,4497,0.82,36.0,3557.8571428571427,26.857142857142858,36.67142857142857
2025-12-29,34,4318,0.79,34.2,3379.4285714285716,26.285714285714285,37.285714285714285
2025-12-30,31,3323,0.93,35.7,3117.1428571428573,25.142857142857142,37.31428571428571
2025-12-31,26,2907,0.89,37.1,2787.4285714285716,22.285714285714285,37.88571428571429
2026-01-01,14,2316,0.6,40.5,2332.5714285714284,18.428571428571427,38.07142857142857
2026-01-02,10,1146,0.87,41.5,1911.5714285714287,14.428571428571429,38.18571428571429
2026-01-03,4,1005,0.4,40.2,1636.0,12.0,37.31428571428571
2026-01-04,10,1313,0.76,37.3,1424.142857142857,9.428571428571429,36.785714285714285
2026-01-05,6,1371,0.44,35.0,1307.0,9.857142857142858,36.8
2026-01-06,14,1394,1.0,29.6,1280.4285714285713,9.571428571428571,36.68571428571429
2026-01-07,8,1424,0.56,33.4,1312.4285714285713,9.428571428571429,37.07142857142857
2026-01-08,17,1496,1.14,40.6,1298.0,10.0,36.91428571428571
2026-01-09,8,960,0.83,40.7,1304.2857142857142,10.714285714285714,37.300000000000004
2026-01-10,3,1229,0.24,42.9,1288.2857142857142,11.0,37.94285714285714
2026-01-11,14,1212,1.16,36.2,1321.142857142857,10.714285714285714,38.82857142857143
2026-01-12,11,1415,0.78,37.7,1285.5714285714287,9.857142857142858,38.457142857142856
2026-01-13,16,1282,1.25,34.1,1286.857142857143,9.0,38.65714285714286
2026-01-14,6,1654,0.36,39.6,1254.857142857143,9.571428571428571,38.214285714285715
2026-01-15,11,1247,0.88,38.0,1272.142857142857,8.428571428571429,38.44285714285714
2026-01-16,2,969,0.21,42.1,1262.857142857143,8.714285714285714,38.5
2026-01-17,7,1005,0.7,39.8,1266.857142857143,7.428571428571429,39.199999999999996
2026-01-18,6,1333,0.45,37.8,1212.5714285714287,8.142857142857142,38.81428571428571
2026-01-19,13,1350,0.96,38.1,1258.857142857143,7.857142857142857,39.685714285714276
2026-01-20,7,1310,0.53,39.0,1263.7142857142858,8.142857142857142,39.857142857142854
2026-01-21,11,1274,0.86,36.9,1289.0,7.571428571428571,39.885714285714286
2026-01-22,9,1571,0.57,44.1,1300.7142857142858,8.0,39.142857142857146
2026-01-23,4,1003,0.4,43.3,1326.7142857142858,6.857142857142857,38.81428571428571
2026-01-24,3,1182,0.25,40.0,1342.857142857143,7.857142857142857,38.199999999999996
2026-01-25,9,1415,0.64,32.6,1347.2857142857142,6.714285714285714,37.74285714285714
2026-01-26,5,1532,0.33,35.8,1316.4285714285713,6.142857142857143,36.471428571428575
2026-01-27,14,1423,0.98,34.7,1328.2857142857142,6.0,36.31428571428571
2026-01-28,3,1305,0.23,33.7,1340.857142857143,6.714285714285714,36.142857142857146
2026-01-29,5,1355,0.37,35.2,1354.5714285714287,8.142857142857142,36.971428571428575
2026-01-30,3,1086,0.28,42.2,1345.4285714285713,8.428571428571429,36.75714285714286
2026-01-31,8,1270,0.63,38.8,1285.142857142857,7.142857142857143,34.357142857142854
2026-02-01,19,1511,1.26,38.4,1265.857142857143,7.714285714285714,32.58571428571428
2026-02-02,7,1468,0.48,34.3,1278.857142857143,8.428571428571429,32.57142857142857
2026-02-03,5,1001,0.5,17.9,1275.142857142857,9.0,31.385714285714283
2026-02-04,7,1170,0.6,21.3,1245.857142857143,8.714285714285714,30.52857142857143
2026-02-05,10,1446,0.69,35.1,1218.857142857143,8.0,29.957142857142856
2026-02-06,7,1060,0.66,33.9,1243.5714285714287,8.857142857142858,30.257142857142856
2026-02-07,6,1065,0.56,32.8,1331.857142857143,9.571428571428571,32.699999999999996
2026-02-08,14,1322,1.06,34.4,1370.2857142857142,9.857142857142858,34.41428571428572
