post_id,original_url,final_url,status_code,redirect_count,response_time_ms,is_alive,is_404,has_redirect_chain,slug,title,error
12914,"http://jus-tice.co.il/new-trends-ai-family-law/","http://jus-tice.co.il/new-trends-ai-family-law/",200,0,1655,true,false,false,"%d7%9e%d7%92%d7%9e%d7%95%d7%aa-%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%91%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%94%d7%a9%d7%a4%d7%a2%d7%aa-%d7%94%d7%91%d7%99%d7%a0%d7%94-%d7%94%d7%9e","מגמות חדשות בדיני משפחה: השפעת הבינה המלאכותית AI דיני משפחה וגירושין (צפי ומגמות 2025-2026)",""
12907,"http://jus-tice.co.il/criminal-prosecutions/","http://jus-tice.co.il/criminal-prosecutions/",200,0,1561,true,false,false,"%d7%aa%d7%91%d7%99%d7%a2%d7%95%d7%aa-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%95%d7%9c%d7%95%d7%95%d7%99-%d7%a0%d7%90%d7%a9%d7%9e%d7%99%d7%9d","תביעות פלילי | ייצוג ולווי נאשמים",""
12897,"http://jus-tice.co.il/the-recommended-family-lawyers/","http://jus-tice.co.il/the-recommended-family-lawyers/",200,0,1597,true,false,false,"%d7%9e%d7%95%d7%9e%d7%9c%d7%a6%d7%99-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%a2%d7%95%d7%a8","מומלצי דיני משפחה וגירושין: המלצות עורכי דין לענייני משפחה בישראל (2025)",""
12883,"http://jus-tice.co.il/1361959/16/","http://jus-tice.co.il/1361959/16/",200,0,1673,true,false,false,"%d7%aa%d7%a4%d7%95%d7%92%d7%aa-%d7%97%d7%99%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%99%d7%aa-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f","תפוגת חיובים בהסכם שלום בית וגירושין – המלצה לכתובה מוקטנת בבתי הדין הרבניים",""
12879,"http://jus-tice.co.il/996028-3/","http://jus-tice.co.il/996028-3/",200,0,1718,true,false,false,"%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%aa%d7%95%d7%a7%d7%a4%d7%95-%d7%a9%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9b%d7%a9%d7%94%d7%a6%d7%93","פס&#8221;ד רבני 2025 | תוקפו של הסכם גירושין כשהצדדים חזרו לשלום בית &#8211; 996028-3 &#8211; ביה&#8221;ד תל אביב יפו",""
12871,"http://jus-tice.co.il/petah-tikva-divorce-lawyer/","http://jus-tice.co.il/petah-tikva-divorce-lawyer/",200,0,1612,true,false,false,"%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a4%d7%aa%d7%97-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%95%d7%94%d7%9e%d7%a8%d7%9b","עורך דין גירושין מומלץ פתח תקווה והמרכז | 2025 נתונים והנחיות גירושין",""
12857,"http://jus-tice.co.il/posta/","http://jus-tice.co.il/posta/",200,0,1549,true,false,false,"%d7%a4%d7%95%d7%a1%d7%98%d7%94-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%9d","פוסטה פלילים",""
12851,"http://jus-tice.co.il/7776-09-24/","http://jus-tice.co.il/7776-09-24/",200,0,1546,true,false,false,"%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a9%d7%95%d7%a8%d7%aa-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%91%d7%a9%d7%9c-%d7%a7%d7%a9%d7%99%d7%99%d7%9d-%d7%91%d7%96%d7%99","זיכוי לנאשם בשורת עבירות בשל קשיים בזיהוי (ת&#8221;פ 7776-09-24 חסדאי)",""
12841,"http://jus-tice.co.il/ai-for-law-firms/","http://jus-tice.co.il/ai-for-law-firms/",200,0,1603,true,false,false,"%d7%94%d7%98%d7%9e%d7%a2%d7%aa-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%91%d7%9e%d7%a9%d7%a8%d7%93%d7%99-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f","הטמעת בינה מלאכותית AI במשרדי עורכי דין",""
12681,"http://jus-tice.co.il/1520884-1/","http://jus-tice.co.il/1520884-1/",200,0,1605,true,false,false,"%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%95-%d7%a0%d7%a7%d7%91%d7%a2-%d7%97%d7%99%d7%95%d7%91-%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa","אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני &#8211; 1520884-1 &#8211; ביה&#8221;ד באר שבע",""
12678,"http://jus-tice.co.il/1331339-3/","http://jus-tice.co.il/1331339-3/",200,0,1598,true,false,false,"%d7%94%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%a2%d7%9e%d7%95%d7%93-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a2%d7%9c-%d7%9e%d7%a7%d7%95%d7%9d-%d7%9e%d7%92%d7%95%d7%a8%d7%99-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d","החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו_ שיבתו לתוקף של פטור ממזונות שניתן בגין ההפרה &#8211; 1331339-3 &#8211; ביה&#8221;ד הגדול",""
12675,"http://jus-tice.co.il/1331339-1/","http://jus-tice.co.il/1331339-1/",200,0,1576,true,false,false,"%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9b%d7%a9%d7%99%d7%a9-%d7%97%d7%a9%d7%a9-%d7%a9%d7%90%d7%9b%d7%99%d7%a4%d7%aa%d7%95-%d7%a2%d7%9c%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%91%d7%99","אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת הילדים – איזונים והכרעה &#8211; 1331339-1 &#8211; ביה&#8221;ד הגדול",""
12670,"http://jus-tice.co.il/209051/11/","http://jus-tice.co.il/209051/11/",200,0,1602,true,false,false,"%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%91%d7%a7%d7%a9%d7%aa-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%9c%d7%94%d7%a7%d7%93%d7%9e%d7%aa-%d7%9e%d7%95%d7%a2%d7%93-%d7%a4%d7%99%d7%a8%d7%95","פס&#8221;ד רבני (2025) בקשת האישה להקדמת מועד פירוק שיתוף דירה טרם התאריך שנקבע בהסכם",""
12663,"http://jus-tice.co.il/investment-loss-compensation/","http://jus-tice.co.il/investment-loss-compensation/",200,0,1537,true,false,false,"%d7%a4%d7%99%d7%a6%d7%95%d7%99-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%a2%d7%a7%d7%91%d7%95%d7%aa-%d7%94%d7%a4%d7%a1%d7%93-%d7%91%d7%a9%d7%95%d7%a7-%d7%94%d7%94%d7%95%d7%9f-%d7%a4%d7%95%d7%a8","פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו | סוגי הונאות (2025)",""
12655,"http://jus-tice.co.il/real-estate-lawyer-cost-2025/","http://jus-tice.co.il/real-estate-lawyer-cost-2025/",200,0,1617,true,false,false,"%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%9b%d7%99%d7%a8%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%9e%d7%97%d7%99%d7%a8-2025-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין",""
12652,"http://jus-tice.co.il/business-license/","http://jus-tice.co.il/business-license/",200,0,1682,true,false,false,"%d7%99%d7%95%d7%a2%d7%a5-%d7%a8%d7%99%d7%a9%d7%95%d7%99-%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%97%d7%94-%d7%a8%d7%99%d7%a9%d7%95%d7%99","יועץ רישוי עסקים | עורך דין מומחה רישוי עסק | מדריך ומחירון (2025)",""
12650,"http://jus-tice.co.il/1495176/4/","http://jus-tice.co.il/1495176/4/",200,0,1767,true,false,false,"%d7%aa%d7%99%d7%a7-1495176-4-%d7%99%d7%95%d7%9c%d7%99-2025-%d7%a9%d7%90%d7%9c%d7%aa-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%90%d7%96%d7%95%d7%a8%d7%99","תיק 1495176/4 יולי 2025 | שאלת סמכות בית הדין האזורי לדון בעניין מזונות הילדים",""
12626,"http://jus-tice.co.il/online-rent-agreement/","http://jus-tice.co.il/online-rent-agreement/",200,0,1749,true,false,false,"%d7%97%d7%95%d7%96%d7%94-%d7%a9%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%a2%d7%93%d7%9b%d7%a0%d7%99-2025","חוזה שכירות אונליין (עדכני 2025)",""
12622,"http://jus-tice.co.il/australia-lawyers/","http://jus-tice.co.il/australia-lawyers/",200,0,1735,true,false,false,"%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c","עורך דין באוסטרליה | עו&#8221;ד ישראלי אוסטרליה",""
12616,"http://jus-tice.co.il/israel-tax-authority/","http://jus-tice.co.il/israel-tax-authority/",200,0,1704,true,false,false,"%d7%a8%d7%a9%d7%95%d7%aa-%d7%94%d7%9e%d7%a1%d7%99%d7%9d-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%95%d7%9c-%d7%a8%d7%a9%d7%95%d7%99%d7%95%d7%aa-%d7%94%d7%9e%d7%a1","רשות המסים בישראל | ייצוג מול רשויות המס",""
12611,"http://jus-tice.co.il/1509592-1/","http://jus-tice.co.il/1509592-1/",200,0,1552,true,false,false,"%d7%9c%d7%90-%d7%91%d7%a0%d7%a7%d7%9c-%d7%99%d7%91%d7%95%d7%98%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-1509592-1-%d7%91%d7%99%d7%94%d7%93","לא בנקל יבוטל הסכם גירושין &#8211; 1509592-1 &#8211; ביה&#8221;ד הגדול‎",""
12609,"http://jus-tice.co.il/israel-real-estate-price-forecast/","http://jus-tice.co.il/israel-real-estate-price-forecast/",200,0,1616,true,false,false,"%d7%9e%d7%97%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%93%d7%9b%d7%a0%d7%99%d7%99%d7%9d-2025-%d7%95%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%a8","מחירים עדכניים (2025) ותחזית לשוק הנדל&#8221;ן | רכישת נדל&#8221;ן בישראל בלווי עורך דין",""
12605,"http://jus-tice.co.il/cyprus-prices/","http://jus-tice.co.il/cyprus-prices/",200,0,1558,true,false,false,"%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%95%d7%a2%d7%9c%d7%99%d7%95%d7%aa-%d7%a0%d7%9c%d7%95%d7%95%d7%aa-%d7%a8","מחירון 2025 נכסים בקפריסין ועליות נלוות | רכישה בלווי משפטי לישראלים",""
12600,"http://jus-tice.co.il/greece-price-list/","http://jus-tice.co.il/greece-price-list/",200,0,1579,true,false,false,"%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%97%d7%99%d7%a8%d7%99-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-2025-%d7%9c%d7%a4%d7%99-%d7%90%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a2","יוון &#8211; מחירי רכישה 2025 לפי אזורים | מדריך עדכני לרכישת נדל&#8221;ן ביוון לישראלים בלווי עורך דין",""
12596,"http://jus-tice.co.il/family-judgment-31661-07-16/","http://jus-tice.co.il/family-judgment-31661-07-16/",200,0,1584,true,false,false,"%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a8%d7%9b%d7%95%d7%a9%d7%99%d7%aa-%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%92%d7%93-%d7%91%d7%9f-%d7%96%d7%95%d7%92%d7%94","פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי במקלטי מס, נאמנויות ותאגידים זרים | תמ״ש 31661-07-16",""
12588,"http://jus-tice.co.il/divorce-costs-2025/","http://jus-tice.co.il/divorce-costs-2025/",200,0,1584,true,false,false,"%d7%a2%d7%9c%d7%95%d7%99%d7%95%d7%aa-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-2025-%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%94","עלויות גירושין 2025 | מחירון מעודכן השוואה ובחירה בין עורכי דין לענייני גירושין",""
12583,"http://jus-tice.co.il/portugal-relocation/","http://jus-tice.co.il/portugal-relocation/",200,0,1691,true,false,false,"%d7%a8%d7%99%d7%9c%d7%95%d7%a7%d7%99%d7%99%d7%a9%d7%9f-%d7%9c%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-2025-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%9e%d7%a2","רילוקיישן לפורטוגל 2025: המדריך המקיף למעבר לפורטוגל",""
12571,"http://jus-tice.co.il/bdi-coface/","http://jus-tice.co.il/bdi-coface/",200,0,1578,true,false,false,"bdi-coface","BDI Coface",""
12558,"http://jus-tice.co.il/dun-bradstreet/","http://jus-tice.co.il/dun-bradstreet/",200,0,1552,true,false,false,"%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-dun-bradstreet-db-%d7%95%d7%93%d7%99%d7%a8%d7%95%d7%92-duns-100","סוכנות הדירוג Dun &#038; Bradstreet (D&#038;B) ודירוג Dun’s 100",""
12552,"http://jus-tice.co.il/the-legal-500/","http://jus-tice.co.il/the-legal-500/",200,0,1528,true,false,false,"the-legal-500","The Legal 500",""
12546,"http://jus-tice.co.il/chambers-and-partners/","http://jus-tice.co.il/chambers-and-partners/",200,0,1667,true,false,false,"%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-chambers-and-partners","Chambers and Partners",""
12539,"http://jus-tice.co.il/iflr1000/","http://jus-tice.co.il/iflr1000/",200,0,1672,true,false,false,"%d7%93%d7%99%d7%a8%d7%95%d7%92-iflr1000-international-financial-law-review-iflr","IFLR1000",""
12535,"http://jus-tice.co.il/1360470/5/","http://jus-tice.co.il/1360470/5/",200,0,1758,true,false,false,"%d7%a2%d7%a7%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%94%d7%9c%d7%9b%d7%aa%d7%99%d7%99%d7%9d-%d7%95%d7%99%d7%99%d7%a9%d7%95%d7%9d-%d7%a7%d7%91%d7%99%d7%a2%d7%aa%d7%9d-%d7%a9%d7%9c-%d7%94%d7%a1%d7%93%d7%a8","עקרונות הלכתיים ויישום קביעתם של הסדרי השהות בגירושין על פי טובת הילד | חיובי המזונות היקפם וחלוקתם",""
12525,"http://jus-tice.co.il/ai-lawyer-ranking/","http://jus-tice.co.il/ai-lawyer-ranking/",200,0,1674,true,false,false,"%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%a9%d7%a0%d7%aa-2025","דירוג עורכי דין בינה מלאכותית AI | שנת 2025",""
12495,"http://jus-tice.co.il/fbi-cyber-division/","http://jus-tice.co.il/fbi-cyber-division/",200,0,1718,true,false,false,"%d7%99%d7%97%d7%99%d7%93%d7%aa-%d7%94-cyber-division-%d7%a9%d7%9c-%d7%94-fbi","יחידת ה-Cyber Division של ה-FBI | עו&#8221;ד סייבר",""
12491,"http://jus-tice.co.il/us-securities-and-exchange-commission/","http://jus-tice.co.il/us-securities-and-exchange-commission/",200,0,1586,true,false,false,"%d7%a8%d7%a9%d7%95%d7%aa-%d7%a0%d7%99%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a2%d7%a8%d7%9a-%d7%a9%d7%9c-%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa-sec-%d7%a2%d7%95%d7%93","(SEC) רשות ניירות הערך של ארצות הברית  | עו&#8221;ד ישראלי",""
12481,"http://jus-tice.co.il/federal-bureau-of-investigation/","http://jus-tice.co.il/federal-bureau-of-investigation/",200,0,1587,true,false,false,"fbi-%d7%9c%d7%a9%d7%9b%d7%aa-%d7%94%d7%97%d7%a7%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a4%d7%93%d7%a8%d7%9c%d7%99%d7%aa-%d7%90%d7%a8%d7%94%d7%91-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%99","FBI לשכת החקירות הפדרלית ארה&#8221;ב |  עורך דין פלילי F.B.I",""
12464,"http://jus-tice.co.il/lahav-433/","http://jus-tice.co.il/lahav-433/",200,0,1554,true,false,false,"%d7%9c%d7%94%d7%91-433-%d7%9e%d7%91%d7%a0%d7%94-%d7%94%d7%99%d7%97%d7%99%d7%93%d7%94-%d7%9b%d7%aa%d7%95%d7%91%d7%aa-%d7%95%d7%98%d7%9c%d7%a4%d7%95%d7%9f-%d7%9e%d7%a9%d7%98%d7%a8%d7%aa-%d7%99%d7%a9","להב 433: מבנה היחידה כתובות וטלפונים | משטרת ישראל להב 433",""
12446,"http://jus-tice.co.il/drug-offenses-criminal-lawyer/","http://jus-tice.co.il/drug-offenses-criminal-lawyer/",200,0,1644,true,false,false,"%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a1%d7%9e%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9c%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a1%d7%9e","עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים",""
12436,"http://jus-tice.co.il/tax-investigation-guide/","http://jus-tice.co.il/tax-investigation-guide/",200,0,1580,true,false,false,"%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9c%d7%a7%d7%a8%d7%90%d7%aa-%d7%97%d7%a7%d7%99%d7%a8%d7%94-%d7%91%d7%9e%d7%a1-%d7%94%d7%9b%d7%a0%d7%a1%d7%94-%d7%9b%d7%9c-%d7%9e%d7%94-%d7%a9%d7%a6%d7%a8","מדריך 2025 לקראת חקירה במס הכנסה &#8211; כל מה שצריך לדעת |  חקירות מס הכנסה ועבירות מס",""
12433,"http://jus-tice.co.il/porto-portugal-real-estate/","http://jus-tice.co.il/porto-portugal-real-estate/",200,0,1647,true,false,false,"%d7%a4%d7%95%d7%a8%d7%98%d7%95-%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a2%d7%91%d7%95%d7%a8-%d7%99%d7%a9%d7%a8","פורטו, פורטוגל &#8211; השקעות נדל&#8221;ן עבור ישראלים",""
