url,status,final_url,impressions,clicks,primary_cluster,recommended_action,title,h1,visible_ben_attribution,schema_ben_author,schema_article_authors,schema_article_reviewers,schema_parse_errors,audit_action
https://jus-tice.co.il/tax-investigation-guide,200,https://jus-tice.co.il/tax-investigation-guide/?jt_author_audit=1779183449973,22811,115,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,מדריך 2025 לקראת חקירה במס הכנסה - כל מה שצריך לדעת | חקירות מס הכנסה ועבירות מס | Jus-Tice.co.il,מדריך 2025 לקראת חקירה במס הכנסה &#8211; כל מה שצריך לדעת | חקירות מס הכנסה ועבירות מס,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/articles/%D7%9E%D7%97%D7%99%D7%A7%D7%AA-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%97%D7%96%D7%A8%D7%94-%D7%9E%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%91%D7%99%D7%98%D7%95%D7%9C,200,https://jus-tice.co.il/indictment-cancellation/,18431,11,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,מחיקת כתב אישום | חזרה מכתב אישום | ביטול כתב אישום | Jus-Tice.co.il,מחיקת כתב אישום | חזרה מכתב אישום | ביטול כתב אישום,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/famous-criminal-defense-lawyer,200,https://jus-tice.co.il/famous-criminal-defense-lawyer/?jt_author_audit=1779183457117,16268,90,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,עורך דין פלילי מפורסם | עורכי הדין הפליליים המובילים בישראל ובעולם (2025) | Jus-Tice.co.il,עורך דין פלילי מפורסם | עורכי הדין הפליליים המובילים בישראל ובעולם (2025),YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C?jt_author_audit=1779183460248,14309,15,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D,404,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D?jt_author_audit=1779183461931,13626,128,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/lawyer-near-me-criminal-law,200,https://jus-tice.co.il/lawyer-near-me-criminal-law/?jt_author_audit=1779183463435,12986,13,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,עורכי הדין להגנה פלילית הטובים ביותר בקרבתי - דירוגי עורכי דין | Jus-Tice.co.il,עורכי הדין להגנה פלילית הטובים ביותר בקרבתי &#8211; דירוגי עורכי דין,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91,404,https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91?jt_author_audit=1779183466224,12758,4,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/economic-crimes-white-collar-lawyer,200,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/?jt_author_audit=1779183467653,11283,20,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,עורך דין עבירות כלכליות וצווארון לבן | מהן עבירות כלכליות וצווארון לבן? | Jus-Tice.co.il,עורך דין עבירות כלכליות וצווארון לבן | מהן עבירות כלכליות וצווארון לבן?,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5?jt_author_audit=1779183470452,11054,9,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/psakdin/%D7%94%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99,200,https://jus-tice.co.il/psakdin/sex-offenses-process-criminal-law-account/,10551,46,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,הטיפול בנפגעי עבירות מין בהליך הפלילי – דין וחשבון | Jus-Tice.co.il,הטיפול בנפגעי עבירות מין בהליך הפלילי – דין וחשבון,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/leading-criminal-law-firm,404,https://jus-tice.co.il/leading-criminal-law-firm?jt_author_audit=1779183474883,10533,16,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99,404,https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99?jt_author_audit=1779183476257,10165,22,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide,200,https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/?jt_author_audit=1779183477672,9113,70,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,עורכי הדין הפליליים הטובים בעולם ובישראל | סקירת 2025 | Jus-Tice.co.il,עורכי הדין הפליליים הטובים בעולם ובישראל | סקירת 2025,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D,404,https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D?jt_author_audit=1779183480567,8860,30,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/criminal-law,200,https://jus-tice.co.il/practice-areas/criminal-law/,8458,4,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,משפט פלילי | Jus-Tice.co.il,קטגוריה: משפט פלילי,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer,200,https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer/?jt_author_audit=1779183484738,8104,50,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,להיות עו&quot;ד פלילי כל מה שצריך לדעת כדי להיות סנגור פלילי | עורך דין פלילי מומלץ,להיות עו&quot;ד פלילי כל מה שצריך לדעת כדי להיות סנגור פלילי,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/drug-trafficking,200,https://jus-tice.co.il/drug-trafficking/?jt_author_audit=1779183487565,8084,6,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,"סחר בסמים בישראל | עונשים, הגנות וכל מה שצריך לדעת | Jus-Tice.co.il","סחר בסמים בישראל | עונשים, הגנות וכל מה שצריך לדעת",YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/driving-under-the-influence-of-drugs,200,https://jus-tice.co.il/driving-under-the-influence-of-drugs/?jt_author_audit=1779183490320,7731,2,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,נהיגה תחת השפעת סמים | Jus-Tice.co.il,נהיגה תחת השפעת סמים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%90%D7%99%D7%97%D7%95%D7%A8-%D7%91%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9E%D7%A7%D7%91%D7%9C%D7%9F-%D7%AA%D7%90-10300-02-21,404,https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%90%D7%99%D7%97%D7%95%D7%A8-%D7%91%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9E%D7%A7%D7%91%D7%9C%D7%9F-%D7%AA%D7%90-10300-02-21?jt_author_audit=1779183493073,7725,7,real-estate,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/detention-before-charge-or-trial,200,https://jus-tice.co.il/detention-before-charge-or-trial/?jt_author_audit=1779183494444,7530,1,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,מעצר עד תום ההליכים | Jus-Tice.co.il,מעצר עד תום ההליכים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A1%D7%9E%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A1%D7%9E%D7%99%D7%9D,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A1%D7%9E%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A1%D7%9E%D7%99%D7%9D?jt_author_audit=1779183497091,6890,2,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%91%D7%AA%D7%90-%D7%95%D7%94%D7%9E%D7%A8%D7%9B%D7%96,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%91%D7%AA%D7%90-%D7%95%D7%94%D7%9E%D7%A8%D7%9B%D7%96?jt_author_audit=1779183498461,6761,0,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94,404,https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94?jt_author_audit=1779183499808,6519,18,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/arrested-abroad-il,200,https://jus-tice.co.il/arrested-abroad-il/?jt_author_audit=1779183501159,6515,86,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,מעצר בחו&quot;ל - מה לעשות? מדריך 2025 לישראלי עצור במדינה זרה | Jus-Tice.co.il,מעצר בחו&quot;ל &#8211; מה לעשות? מדריך 2025 לישראלי עצור במדינה זרה,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/federal-bureau-of-investigation,200,https://jus-tice.co.il/federal-bureau-of-investigation/?jt_author_audit=1779183503900,6019,53,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,FBI לשכת החקירות הפדרלית ארה&quot;ב | עורך דין פלילי F.B.I | Jus-Tice.co.il,FBI לשכת החקירות הפדרלית ארה&quot;ב | עורך דין פלילי F.B.I,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/drug-possession,200,https://jus-tice.co.il/drug-possession/?jt_author_audit=1779183506599,5962,4,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,"החזקת סמים בישראל | עונשים, זכויות ואפשרויות משפטיות | Jus-Tice.co.il","החזקת סמים בישראל | עונשים, זכויות ואפשרויות משפטיות",YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
