post_id,status,requested_slug,actual_slug,error
8393,OK,"inheritance-order-verdict-judge-request-60847-03-22","inheritance-order-verdict-judge-request-60847-03-22",""
8391,OK,"law-family-58854-11-22","law-family-58854-11-22",""
8385,OK,"divorce-business-property-expert","divorce-business-property-expert",""
8377,OK,"account-house","account-house",""
8367,OK,"medical-malpractice-house","medical-malpractice-house",""
8365,OK,"verdict-request-custody-20387-03-22","verdict-request-custody-20387-03-22",""
8362,OK,"prenuptial-agreement-verdict-judge-cancellation-validity-27071-11-19","prenuptial-agreement-verdict-judge-cancellation-validity-27071-11-19",""
8360,OK,"verdict-lawsuit-rights-apartment-49005-04-22","verdict-lawsuit-rights-apartment-49005-04-22",""
8358,OK,"rights-law-process-34613-02-22","rights-law-process-34613-02-22",""
8349,OK,"medical-malpractice-law","medical-malpractice-law",""
8346,OK,"medical-malpractice-israel-medical","medical-malpractice-israel-medical",""
8344,OK,"child-support-verdict-lawsuit-agreement-41188-08-20","child-support-verdict-lawsuit-agreement-41188-08-20",""
8338,OK,"authority-9267-12-21","authority-9267-12-21",""
8334,OK,"probate-order-request-cancellation-will-45543-11-21","probate-order-request-cancellation-will-45543-11-21",""
8332,OK,"common-law-spouses-verdict-judge-rights-41769-11-19","common-law-spouses-verdict-judge-rights-41769-11-19",""
8321,OK,"medical-malpractice","medical-malpractice",""
8271,OK,"medical-malpractice-8271","medical-malpractice-8271",""
8269,OK,"medical-malpractice-8269","medical-malpractice-8269",""
7583,OK,"medical-malpractice-7583","medical-malpractice-7583",""
1572,OK,"medical-malpractice-1572","medical-malpractice-1572",""
8318,OK,"article-8318","article-8318",""
8310,OK,"tips-guides-ranking-lawyers-law","tips-guides-ranking-lawyers-law",""
8295,OK,"medical-malpractice-witnesses-experts-testimony","medical-malpractice-witnesses-experts-testimony",""
8292,OK,"medical-malpractice-costs","medical-malpractice-costs",""
8282,OK,"criminal-law-lawyer-criminal-israel","criminal-law-lawyer-criminal-israel",""
8277,OK,"criminal-law-counsel-criminal-israel","criminal-law-counsel-criminal-israel",""
8273,OK,"lawyer-surgery-recommendations","lawyer-surgery-recommendations",""
8265,OK,"drug-offenses-criminal-law-lawyer-recommendations-criminal","drug-offenses-criminal-law-lawyer-recommendations-criminal",""
8263,OK,"criminal-law-lawyer-prosecution-recommendations-criminal-lawsuits","criminal-law-lawyer-prosecution-recommendations-criminal-lawsuits",""
8252,OK,"divorce-rights-law-pension","divorce-rights-law-pension",""
8250,OK,"divorce-house-ownership-apartment","divorce-house-ownership-apartment",""
8246,OK,"divorce-company-ownership","divorce-company-ownership",""
8236,OK,"divorce-mediation","divorce-mediation",""
8234,OK,"lawyers-mediation-divorce-experts-2023","lawyers-mediation-divorce-experts-2023",""
8232,OK,"mediation-divorce","mediation-divorce",""
8230,OK,"lawyer-company-companies","lawyer-company-companies",""
8218,OK,"lawyer-divorce-israel","lawyer-divorce-israel",""
8199,OK,"criminal-law-tel-aviv-lawyer-criminal-recommended","criminal-law-tel-aviv-lawyer-criminal-recommended",""
8186,OK,"lawyer-israeli","lawyer-israeli",""
8177,OK,"verdict-alimony-appeal-3-49763-12-21","verdict-alimony-appeal-3-49763-12-21",""
8169,OK,"procedure-defendant","procedure-defendant",""
8164,OK,"offense","offense",""
5815,OK,"offense-5815","offense-5815",""
5813,OK,"offense-5813","offense-5813",""
5809,OK,"offense-5809","offense-5809",""
8160,OK,"verdict-estate-48305-12-21","verdict-estate-48305-12-21",""
8157,OK,"verdict-apartment-65410-11-21","verdict-apartment-65410-11-21",""
8154,OK,"right-offense-474-21","right-offense-474-21",""
8150,OK,"defendant-ownership","defendant-ownership",""
8142,OK,"article-8142","article-8142",""
8139,OK,"best-interest-child","best-interest-child",""
8128,OK,"court-legal-opinion-experts-medical-2023","court-legal-opinion-experts-medical-2023",""
8126,OK,"accounts-business","accounts-business",""
8113,OK,"sex-offenses","sex-offenses-2",""
8109,OK,"sex-offenses-rights","sex-offenses-rights",""
8107,OK,"indictment-70","indictment-70",""
8103,OK,"cancellation","cancellation",""
8100,OK,"rabbinical-court-request","rabbinical-court-request",""
8097,OK,"sms","sms",""
8094,OK,"witness-law-lawsuit","witness-law-lawsuit",""
8077,OK,"defamation-lawsuit-law-complete-13429-05-21","defamation-lawsuit-law-complete-13429-05-21",""
8073,OK,"law-defendant-offenses-69728-06-20","law-defendant-offenses-69728-06-20",""
8071,OK,"punishment-offenses","punishment-offenses",""
8066,OK,"article-8066","article-8066",""
8058,OK,"rabbinical-court-family-matters-visitation-arrangements-lawsuit-divorce-jurisdiction","rabbinical-court-family-matters-visitation-arrangements-lawsuit-divorce-jurisdiction",""
8047,OK,"compensation-apartment-contractor-10300-02-21","compensation-apartment-contractor-10300-02-21",""
8012,OK,"request-license-business","request-license-business",""
8009,OK,"ownership-business","ownership-business",""
8007,OK,"lawyer-licensing-business","lawyer-licensing-business",""
7983,OK,"request","request",""
7970,OK,"legal-opinion-process-criminal-45060-05-22","legal-opinion-process-criminal-45060-05-22",""
7964,OK,"personal-injury-verdict-judge-lawsuit-damages-claim","personal-injury-verdict-judge-lawsuit-damages-claim",""
7959,OK,"defamation-verdict-lawsuit-15771-09-19","defamation-verdict-lawsuit-15771-09-19",""
7951,OK,"dissolution-partnership-jerusalem-rabbinical-court-apartment-1273597-6","dissolution-partnership-jerusalem-rabbinical-court-apartment-1273597-6",""
7947,OK,"rabbinical-court-right-custody-1330348-1","rabbinical-court-right-custody-1330348-1",""
7934,OK,"article-7934","article-7934",""
7905,FAIL,"lawyers","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
7899,OK,"lawyers-consultation-international-jus-tice","lawyers-consultation-international-jus-tice",""
7849,OK,"article-7849","article-7849",""
7822,OK,"court-law","court-law",""
7743,FAIL,"criminal-law-lawyer-criminal","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
7736,OK,"experts-criminal","experts-criminal",""
7724,OK,"lawyers-ranking","lawyers-ranking",""
7702,OK,"law","law",""
6462,OK,"law-6462","law-6462",""
2731,OK,"law-2731","law-2731",""
1861,OK,"law-1861","law-1861",""
1747,OK,"law-1747","law-1747",""
7697,OK,"joint-custody-visitation-arrangements-verdict-ruling-custody-1244887-2","joint-custody-visitation-arrangements-verdict-ruling-custody-1244887-2",""
7679,OK,"judge-decision-20794-07-22","judge-decision-20794-07-22",""
7677,OK,"punishment-offenses-3-7140-09-21","punishment-offenses-3-7140-09-21",""
7636,OK,"verdict-lawsuit-rights-judge-58491-06-19","verdict-lawsuit-rights-judge-58491-06-19",""
7623,OK,"judge-israel-wolt-35327-08-20","judge-israel-wolt-35327-08-20",""
7601,OK,"divorce","divorce",""
7057,OK,"dissolution","dissolution",""
6549,OK,"separation","separation",""
1726,OK,"marital-separation","marital-separation",""
7533,OK,"defamation-lawsuit-900-31","defamation-lawsuit-900-31",""
7527,OK,"court-appeal-criminal-tax-house-50","court-appeal-criminal-tax-house-50",""
7487,OK,"sex-offenses-criminal-defendant-26551-01-21","sex-offenses-criminal-defendant-26551-01-21",""
7485,OK,"injunction-compensation-30-000-15566-11-18","injunction-compensation-30-000-15566-11-18",""
7480,OK,"rabbinical-court-verdict-lawsuit-divorce-1268530-3","rabbinical-court-verdict-lawsuit-divorce-1268530-3",""
7457,OK,"purchase-tax-verdict-claim-63044-06-20","purchase-tax-verdict-claim-63044-06-20",""
7455,OK,"court-judge-decision-request-process-civil","court-judge-decision-request-process-civil",""
7453,OK,"acquittal-56-03-20","acquittal-56-03-20",""
7446,FAIL,"criminal-law-lawyer-representation","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
7441,OK,"insurance-company-prosecutor-investigation-ruling","insurance-company-prosecutor-investigation-ruling",""
7426,OK,"criminal","criminal",""
6554,OK,"defense","defense",""
5356,OK,"prosecution","prosecution",""
2839,OK,"penal","penal",""
7424,OK,"lawsuit-criminal","lawsuit-criminal",""
7421,OK,"criminal-evidence","criminal-evidence",""
7386,OK,"article-7386","article-7386",""
7384,OK,"acquittal-defendant-judge-36253-05-20","acquittal-defendant-judge-36253-05-20",""
7346,OK,"criminal-consultation-defendant","criminal-consultation-defendant",""
7334,OK,"apartment-divorce-price-appraisal","apartment-divorce-price-appraisal",""
7305,OK,"article-7305","article-7305",""
7303,OK,"law-laws-2011","law-laws-2011",""
7301,OK,"divorce-get-divorce","divorce-get-divorce",""
7262,OK,"lawyer-rabbinical-court-law-ownership-fraud-house","lawyer-rabbinical-court-law-ownership-fraud-house",""
7260,OK,"prenuptial-agreement-rabbinical-court-haifa-verdict-notary-apartment","prenuptial-agreement-rabbinical-court-haifa-verdict-notary-apartment",""
7258,OK,"divorce-ownership-apartment-property","divorce-ownership-apartment-property",""
7256,OK,"child-support","child-support",""
7223,OK,"signing-14605-01-18","signing-14605-01-18",""
7199,OK,"family-law-lawyer-divorce-wills-law-recommendations","family-law-lawyer-divorce-wills-law-recommendations",""
7208,OK,"alimony-law-1190454-6","alimony-law-1190454-6",""
7197,OK,"petah-tikva-rabbinical-court-verdict-8216-1268522-4","petah-tikva-rabbinical-court-verdict-8216-1268522-4",""
7170,OK,"verdict-apartment-ownership-35787-02-22","verdict-apartment-ownership-35787-02-22",""
7168,OK,"legal-opinion-expert-house-6211-04-22","legal-opinion-expert-house-6211-04-22",""
7166,OK,"rabbinical-court-haifa-verdict-lawsuit-ketubah-1303958-1","rabbinical-court-haifa-verdict-lawsuit-ketubah-1303958-1",""
7164,OK,"rabbinical-court-haifa-verdict-ketubah-divorce-1236570-2","rabbinical-court-haifa-verdict-ketubah-divorce-1236570-2",""
7162,OK,"inheritance-order-rabbinical-court-haifa-verdict-request-cancellation","inheritance-order-rabbinical-court-haifa-verdict-request-cancellation",""
7160,OK,"jerusalem-rabbinical-court-get-divorce-claim-1345115-4","jerusalem-rabbinical-court-get-divorce-claim-1345115-4",""
7158,OK,"rabbinical-court-verdict-agreement-809633-3","rabbinical-court-verdict-agreement-809633-3",""
7156,OK,"rabbinical-court-divorce-claims-process-1353339-1","rabbinical-court-divorce-claims-process-1353339-1",""
7153,OK,"rabbinical-court-verdict-get-divorce-divorce-1343730-1","rabbinical-court-verdict-get-divorce-divorce-1343730-1",""
7145,OK,"punishment-criminal-defendant-4710-11-18","punishment-criminal-defendant-4710-11-18",""
7140,OK,"approval-lawsuit","approval-lawsuit",""
7122,OK,"verdict-appeal-decision-alimony-29980-04-22","verdict-appeal-decision-alimony-29980-04-22",""
7113,OK,"apartment-tax-partners","apartment-tax-partners",""
7111,OK,"acquittal-offense-criminal-26290-04-18","acquittal-offense-criminal-26290-04-18",""
7109,OK,"car-accident-compensation-39115-08-19","car-accident-compensation-39115-08-19",""
7106,OK,"verdict-lawsuits-real-estate-40044-06-18","verdict-lawsuits-real-estate-40044-06-18",""
7103,OK,"7679-12-21","7679-12-21",""
7101,OK,"verdict-custody-37049-07-18","verdict-custody-37049-07-18",""
7093,OK,"acquittal-defendant-claim-5455-11-20","acquittal-defendant-claim-5455-11-20",""
7090,OK,"verdict-request","verdict-request",""
6691,OK,"judgment-request","judgment-request",""
7079,OK,"verdict-compensation-lawsuit","verdict-compensation-lawsuit",""
7077,OK,"laws-law-apartments","laws-law-apartments",""
7073,OK,"compensation-7837-01-19","compensation-7837-01-19",""
7070,OK,"lawsuit-compensation","lawsuit-compensation",""
7067,OK,"compensation-448","compensation-448",""
7065,OK,"rabbinical-court-request-regulations-46","rabbinical-court-request-regulations-46",""
7063,OK,"request-approval-procedure-proceedings-11879-05-22","request-approval-procedure-proceedings-11879-05-22",""
7059,OK,"criminal-acquittal-4122-08-21","criminal-acquittal-4122-08-21",""
7055,OK,"attorney-compensation-13590-07-17","attorney-compensation-13590-07-17",""
7048,OK,"divorce-agreement-pension","divorce-agreement-pension",""
7038,OK,"lawyer-law","lawyer-law",""
7035,OK,"prenuptial-agreement-apartment-law","prenuptial-agreement-apartment-law",""
7033,OK,"law-offenses-11078-11-21","law-offenses-11078-11-21",""
7031,OK,"investigation-prosecutor-ruling-48441-01-15","investigation-prosecutor-ruling-48441-01-15",""
7029,OK,"punishment-criminal-defendant-family-27796-06-20","punishment-criminal-defendant-family-27796-06-20",""
7027,OK,"parental-alienation-decision-petition-custody-20158-01-22","parental-alienation-decision-petition-custody-20158-01-22",""
7025,OK,"alimony-38131-07-21","alimony-38131-07-21",""
7023,OK,"house-pension-45248-10-21","house-pension-45248-10-21",""
7021,OK,"arbitration-agreement-israeli-contract-28163-07-20","arbitration-agreement-israeli-contract-28163-07-20",""
7019,OK,"right-will-37707-12-21","right-will-37707-12-21",""
7002,OK,"beer-sheva-rabbinical-court-alimony-1161022-12","beer-sheva-rabbinical-court-alimony-1161022-12",""
6982,OK,"tel-aviv-rabbinical-court-ketubah-divorce-1170551-5","tel-aviv-rabbinical-court-ketubah-divorce-1170551-5",""
6980,OK,"custody","custody",""
6965,OK,"verdict-enforcement-agreement-49088-11-18","verdict-enforcement-agreement-49088-11-18",""
6943,OK,"protection-order-judge-decision-family-40857-03-22","protection-order-judge-decision-family-40857-03-22",""
6937,OK,"get-divorce-divorce-petition","get-divorce-divorce-petition",""
6935,OK,"properties","properties",""
6933,OK,"defamation-lawsuit-judge-law-2022","defamation-lawsuit-judge-law-2022",""
6927,OK,"prenuptial-agreement-rabbinical-court-approval-agreement-divorce-law","prenuptial-agreement-rabbinical-court-approval-agreement-divorce-law",""
6925,OK,"verdict-damages-law-31439-10-17","verdict-damages-law-31439-10-17",""
6922,OK,"verdict-lawsuit-accountant-account-55450-03-20","verdict-lawsuit-accountant-account-55450-03-20",""
6916,OK,"compensation-apartment","compensation-apartment",""
6903,OK,"alimony","alimony",""
6901,OK,"evidence","evidence",""
6899,OK,"property-division-property-tax-divorce","property-division-property-tax-divorce",""
6892,OK,"sex-offenses-process-criminal-law-account","sex-offenses-process-criminal-law-account",""
6711,OK,"sex-offenses-process-defense-law-account","sex-offenses-process-defense-law-account",""
6890,FAIL,"law-jurisdiction","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
6889,OK,"israel-5387-20","israel-5387-20",""
6888,OK,"criminal-law-law-rights-investigation","criminal-law-law-rights-investigation",""
6886,OK,"court","court",""
6884,OK,"indictment-cancellation","indictment-cancellation",""
6882,OK,"article-6882","article-6882",""
6880,OK,"process-criminal-prosecution-law-lawsuits","process-criminal-prosecution-law-lawsuits",""
6861,OK,"medical-malpractice-attorney","medical-malpractice-attorney",""
6857,OK,"judge-decision-request-estate-will-21159-07-21","judge-decision-request-estate-will-21159-07-21",""
6855,OK,"inheritance-order-appeal-decision-appraiser-real-estate-61112-02-22","inheritance-order-appeal-decision-appraiser-real-estate-61112-02-22",""
6853,OK,"request-investigation-proceedings-prosecution-law","request-investigation-proceedings-prosecution-law",""
6847,OK,"judge-decision-request-rights-apartment-50682-04-17","judge-decision-request-rights-apartment-50682-04-17",""
6839,OK,"dissolution-partnership-verdict-divorce-rights-property-compensation","dissolution-partnership-verdict-divorce-rights-property-compensation",""
6834,OK,"rabbinical-court-jurisdiction-lawsuit-divorce-israel-8216","rabbinical-court-jurisdiction-lawsuit-divorce-israel-8216",""
6830,OK,"rabbinical-court-visitation-arrangements-authority-enforcement-agreement-law","rabbinical-court-visitation-arrangements-authority-enforcement-agreement-law",""
6824,OK,"rabbinical-court-alimony-1320290-1","rabbinical-court-alimony-1320290-1",""
6821,OK,"rabbinical-court-request-law","rabbinical-court-request-law",""
6819,OK,"property-division-divorce-ownership","property-division-divorce-ownership",""
6814,OK,"inheritance-order-6814","inheritance-order-6814",""
