post_id,slug_status,current_url,current_slug,decoded_slug,existing_english_slug,url_is_english,url_has_articles_prefix,title
12914,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/new-trends-ai-family-law/","%d7%9e%d7%92%d7%9e%d7%95%d7%aa-%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%91%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%94%d7%a9%d7%a4%d7%a2%d7%aa-%d7%94%d7%91%d7%99%d7%a0%d7%94-%d7%94%d7%9e","מגמות-חדשות-בדיני-משפחה-השפעת-הבינה-המ","new-trends-ai-family-law",true,false,"מגמות חדשות בדיני משפחה: השפעת הבינה המלאכותית AI דיני משפחה וגירושין (צפי ומגמות 2025-2026)"
12907,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/criminal-prosecutions/","%d7%aa%d7%91%d7%99%d7%a2%d7%95%d7%aa-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%95%d7%9c%d7%95%d7%95%d7%99-%d7%a0%d7%90%d7%a9%d7%9e%d7%99%d7%9d","תביעות-פלילי-ייצוג-ולווי-נאשמים","criminal-prosecutions",true,false,"תביעות פלילי | ייצוג ולווי נאשמים"
12897,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/the-recommended-family-lawyers/","%d7%9e%d7%95%d7%9e%d7%9c%d7%a6%d7%99-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%a2%d7%95%d7%a8","מומלצי-דיני-משפחה-וגירושין-המלצות-עור","the-recommended-family-lawyers",true,false,"מומלצי דיני משפחה וגירושין: המלצות עורכי דין לענייני משפחה בישראל (2025)"
12883,NEEDS_TRANSLATION,"http://jus-tice.co.il/1361959/16/","%d7%aa%d7%a4%d7%95%d7%92%d7%aa-%d7%97%d7%99%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%99%d7%aa-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f","תפוגת-חיובים-בהסכם-שלום-בית-וגירושין","",,false,"תפוגת חיובים בהסכם שלום בית וגירושין – המלצה לכתובה מוקטנת בבתי הדין הרבניים"
12879,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/996028-3/","%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%aa%d7%95%d7%a7%d7%a4%d7%95-%d7%a9%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9b%d7%a9%d7%94%d7%a6%d7%93","פסד-רבני-2025-תוקפו-של-הסכם-גירושין-כשהצד","996028-3",true,false,"פס""ד רבני 2025 | תוקפו של הסכם גירושין כשהצדדים חזרו לשלום בית – 996028-3 – ביה""ד תל אביב יפו"
12871,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/petah-tikva-divorce-lawyer/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a4%d7%aa%d7%97-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%95%d7%94%d7%9e%d7%a8%d7%9b","עורך-דין-גירושין-מומלץ-פתח-תקווה-והמרכ","petah-tikva-divorce-lawyer",true,false,"עורך דין גירושין מומלץ פתח תקווה והמרכז | 2025 נתונים והנחיות גירושין"
12857,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/posta/","%d7%a4%d7%95%d7%a1%d7%98%d7%94-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%9d","פוסטה-פלילים","posta",true,false,"פוסטה פלילים"
12851,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/7776-09-24/","%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a9%d7%95%d7%a8%d7%aa-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%91%d7%a9%d7%9c-%d7%a7%d7%a9%d7%99%d7%99%d7%9d-%d7%91%d7%96%d7%99","זיכוי-לנאשם-בשורת-עבירות-בשל-קשיים-בזי","7776-09-24",true,false,"זיכוי לנאשם בשורת עבירות בשל קשיים בזיהוי (ת""פ 7776-09-24 חסדאי)"
12841,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/ai-for-law-firms/","%d7%94%d7%98%d7%9e%d7%a2%d7%aa-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%91%d7%9e%d7%a9%d7%a8%d7%93%d7%99-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f","הטמעת-בינה-מלאכותית-ai-במשרדי-עורכי-דין","ai-for-law-firms",true,false,"הטמעת בינה מלאכותית AI במשרדי עורכי דין"
12681,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/1520884-1/","%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%95-%d7%a0%d7%a7%d7%91%d7%a2-%d7%97%d7%99%d7%95%d7%91-%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa","אישור-הסכם-גירושין-בו-נקבע-חיוב-מזונות","1520884-1",true,false,"אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני – 1520884-1 – ביה""ד באר שבע"
12678,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/1331339-3/","%d7%94%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%a2%d7%9e%d7%95%d7%93-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a2%d7%9c-%d7%9e%d7%a7%d7%95%d7%9d-%d7%9e%d7%92%d7%95%d7%a8%d7%99-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d","החובה-לעמוד-בהסכם-על-מקום-מגורי-הילדים","1331339-3",true,false,"החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו_ שיבתו לתוקף של פטור ממזונות שניתן בגין ההפרה – 1331339-3 – ביה""ד הגדול"
12675,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/1331339-1/","%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9b%d7%a9%d7%99%d7%a9-%d7%97%d7%a9%d7%a9-%d7%a9%d7%90%d7%9b%d7%99%d7%a4%d7%aa%d7%95-%d7%a2%d7%9c%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%91%d7%99","אכיפת-הסכם-כשיש-חשש-שאכיפתו-עלולה-להבי","1331339-1",true,false,"אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת הילדים – איזונים והכרעה – 1331339-1 – ביה""ד הגדול"
12670,NEEDS_TRANSLATION,"http://jus-tice.co.il/209051/11/","%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%91%d7%a7%d7%a9%d7%aa-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%9c%d7%94%d7%a7%d7%93%d7%9e%d7%aa-%d7%9e%d7%95%d7%a2%d7%93-%d7%a4%d7%99%d7%a8%d7%95","פסד-רבני-2025-בקשת-האישה-להקדמת-מועד-פירו","",,false,"פס""ד רבני (2025) בקשת האישה להקדמת מועד פירוק שיתוף דירה טרם התאריך שנקבע בהסכם"
12663,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/investment-loss-compensation/","%d7%a4%d7%99%d7%a6%d7%95%d7%99-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%a2%d7%a7%d7%91%d7%95%d7%aa-%d7%94%d7%a4%d7%a1%d7%93-%d7%91%d7%a9%d7%95%d7%a7-%d7%94%d7%94%d7%95%d7%9f-%d7%a4%d7%95%d7%a8","פיצוי-למשקיע-בעקבות-הפסד-בשוק-ההון-פור","investment-loss-compensation",true,false,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו | סוגי הונאות (2025)"
12655,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/real-estate-lawyer-cost-2025/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%9b%d7%99%d7%a8%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%9e%d7%97%d7%99%d7%a8-2025-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95","עורך-דין-מכירת-דירה-מחיר-2025-תפקידו-של-עו","real-estate-lawyer-cost-2025",true,false,"עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין"
12652,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/business-license/","%d7%99%d7%95%d7%a2%d7%a5-%d7%a8%d7%99%d7%a9%d7%95%d7%99-%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%97%d7%94-%d7%a8%d7%99%d7%a9%d7%95%d7%99","יועץ-רישוי-עסקים-עורך-דין-מומחה-רישוי","business-license",true,false,"יועץ רישוי עסקים | עורך דין מומחה רישוי עסק | מדריך ומחירון (2025)"
12650,NEEDS_TRANSLATION,"http://jus-tice.co.il/1495176/4/","%d7%aa%d7%99%d7%a7-1495176-4-%d7%99%d7%95%d7%9c%d7%99-2025-%d7%a9%d7%90%d7%9c%d7%aa-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%90%d7%96%d7%95%d7%a8%d7%99","תיק-1495176-4-יולי-2025-שאלת-סמכות-בית-הדין-האזורי","",,false,"תיק 1495176/4 יולי 2025 | שאלת סמכות בית הדין האזורי לדון בעניין מזונות הילדים"
12626,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/online-rent-agreement/","%d7%97%d7%95%d7%96%d7%94-%d7%a9%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%a2%d7%93%d7%9b%d7%a0%d7%99-2025","חוזה-שכירות-אונליין-עדכני-2025","online-rent-agreement",true,false,"חוזה שכירות אונליין (עדכני 2025)"
12622,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/australia-lawyers/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c","עורך-דין-באוסטרליה-עוד-ישראלי-אוסטרל","australia-lawyers",true,false,"עורך דין באוסטרליה | עו""ד ישראלי אוסטרליה"
12616,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/israel-tax-authority/","%d7%a8%d7%a9%d7%95%d7%aa-%d7%94%d7%9e%d7%a1%d7%99%d7%9d-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%95%d7%9c-%d7%a8%d7%a9%d7%95%d7%99%d7%95%d7%aa-%d7%94%d7%9e%d7%a1","רשות-המסים-בישראל-ייצוג-מול-רשויות-המס","israel-tax-authority",true,false,"רשות המסים בישראל | ייצוג מול רשויות המס"
12611,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/1509592-1/","%d7%9c%d7%90-%d7%91%d7%a0%d7%a7%d7%9c-%d7%99%d7%91%d7%95%d7%98%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-1509592-1-%d7%91%d7%99%d7%94%d7%93","לא-בנקל-יבוטל-הסכם-גירושין-1509592-1-ביהד","1509592-1",true,false,"לא בנקל יבוטל הסכם גירושין – 1509592-1 – ביה""ד הגדול‎"
12609,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/israel-real-estate-price-forecast/","%d7%9e%d7%97%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%93%d7%9b%d7%a0%d7%99%d7%99%d7%9d-2025-%d7%95%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%a8","מחירים-עדכניים-2025-ותחזית-לשוק-הנדלן-ר","israel-real-estate-price-forecast",true,false,"מחירים עדכניים (2025) ותחזית לשוק הנדל""ן | רכישת נדל""ן בישראל בלווי עורך דין"
12605,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/cyprus-prices/","%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%95%d7%a2%d7%9c%d7%99%d7%95%d7%aa-%d7%a0%d7%9c%d7%95%d7%95%d7%aa-%d7%a8","מחירון-2025-נכסים-בקפריסין-ועליות-נלוות-ר","cyprus-prices",true,false,"מחירון 2025 נכסים בקפריסין ועליות נלוות | רכישה בלווי משפטי לישראלים"
12600,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/greece-price-list/","%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%97%d7%99%d7%a8%d7%99-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-2025-%d7%9c%d7%a4%d7%99-%d7%90%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a2","יוון-מחירי-רכישה-2025-לפי-אזורים-מדריך-ע","greece-price-list",true,false,"יוון – מחירי רכישה 2025 לפי אזורים | מדריך עדכני לרכישת נדל""ן ביוון לישראלים בלווי עורך דין"
12596,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/family-judgment-31661-07-16/","%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a8%d7%9b%d7%95%d7%a9%d7%99%d7%aa-%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%92%d7%93-%d7%91%d7%9f-%d7%96%d7%95%d7%92%d7%94","פסק-דין-בתביעה-רכושית-אישה-נגד-בן-זוגה","family-judgment-31661-07-16",true,false,"פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי במקלטי מס, נאמנויות ותאגידים זרים | תמ״ש 31661-07-16"
12588,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/divorce-costs-2025/","%d7%a2%d7%9c%d7%95%d7%99%d7%95%d7%aa-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-2025-%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%94","עלויות-גירושין-2025-מחירון-מעודכן-השוואה","divorce-costs-2025",true,false,"עלויות גירושין 2025 | מחירון מעודכן השוואה ובחירה בין עורכי דין לענייני גירושין"
12583,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/portugal-relocation/","%d7%a8%d7%99%d7%9c%d7%95%d7%a7%d7%99%d7%99%d7%a9%d7%9f-%d7%9c%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-2025-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%9e%d7%a2","רילוקיישן-לפורטוגל-2025-המדריך-המקיף-למע","portugal-relocation",true,false,"רילוקיישן לפורטוגל 2025: המדריך המקיף למעבר לפורטוגל"
12571,ENGLISH_OK,"http://jus-tice.co.il/bdi-coface/","bdi-coface","bdi-coface","bdi-coface",true,false,"BDI Coface"
12558,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/dun-bradstreet/","%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-dun-bradstreet-db-%d7%95%d7%93%d7%99%d7%a8%d7%95%d7%92-duns-100","סוכנות-הדירוג-dun-bradstreet-db-ודירוג-duns-100","dun-bradstreet",true,false,"סוכנות הדירוג Dun & Bradstreet (D&B) ודירוג Dun’s 100"
12552,ENGLISH_OK,"http://jus-tice.co.il/the-legal-500/","the-legal-500","the-legal-500","the-legal-500",true,false,"The Legal 500"
12546,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/chambers-and-partners/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-chambers-and-partners","מדריך-הדירוג-chambers-and-partners","chambers-and-partners",true,false,"Chambers and Partners"
12539,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/iflr1000/","%d7%93%d7%99%d7%a8%d7%95%d7%92-iflr1000-international-financial-law-review-iflr","דירוג-iflr1000-international-financial-law-review-iflr","iflr1000",true,false,"IFLR1000"
12535,NEEDS_TRANSLATION,"http://jus-tice.co.il/1360470/5/","%d7%a2%d7%a7%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%94%d7%9c%d7%9b%d7%aa%d7%99%d7%99%d7%9d-%d7%95%d7%99%d7%99%d7%a9%d7%95%d7%9d-%d7%a7%d7%91%d7%99%d7%a2%d7%aa%d7%9d-%d7%a9%d7%9c-%d7%94%d7%a1%d7%93%d7%a8","עקרונות-הלכתיים-ויישום-קביעתם-של-הסדר","",,false,"עקרונות הלכתיים ויישום קביעתם של הסדרי השהות בגירושין על פי טובת הילד | חיובי המזונות היקפם וחלוקתם"
12525,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/ai-lawyer-ranking/","%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%a9%d7%a0%d7%aa-2025","דירוג-עורכי-דין-בינה-מלאכותית-ai-שנת-2025","ai-lawyer-ranking",true,false,"דירוג עורכי דין בינה מלאכותית AI | שנת 2025"
12495,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/fbi-cyber-division/","%d7%99%d7%97%d7%99%d7%93%d7%aa-%d7%94-cyber-division-%d7%a9%d7%9c-%d7%94-fbi","יחידת-ה-cyber-division-של-ה-fbi","fbi-cyber-division",true,false,"יחידת ה-Cyber Division של ה-FBI | עו""ד סייבר"
12491,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/us-securities-and-exchange-commission/","%d7%a8%d7%a9%d7%95%d7%aa-%d7%a0%d7%99%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a2%d7%a8%d7%9a-%d7%a9%d7%9c-%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa-sec-%d7%a2%d7%95%d7%93","רשות-ניירות-הערך-של-ארצות-הברית-sec-עוד","us-securities-and-exchange-commission",true,false,"(SEC) רשות ניירות הערך של ארצות הברית  | עו""ד ישראלי"
12481,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/federal-bureau-of-investigation/","fbi-%d7%9c%d7%a9%d7%9b%d7%aa-%d7%94%d7%97%d7%a7%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a4%d7%93%d7%a8%d7%9c%d7%99%d7%aa-%d7%90%d7%a8%d7%94%d7%91-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%99","fbi-לשכת-החקירות-הפדרלית-ארהב-עורך-דין-י","federal-bureau-of-investigation",true,false,"FBI לשכת החקירות הפדרלית ארה""ב |  עורך דין פלילי F.B.I"
