post_id,post_type,wp_status,current_url,current_slug,current_title,author_id,published_date,modified_date,category_names,tag_names,excerpt
12897,articles,publish,http://jus-tice.co.il/the-recommended-family-lawyers/,%d7%9e%d7%95%d7%9e%d7%9c%d7%a6%d7%99-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%a2%d7%95%d7%a8,מומלצי דיני משפחה וגירושין: המלצות עורכי דין לענייני משפחה בישראל (2025),282,2025-09-10,2025-09-10,,,"דיני המשפחה בישראל כוללים מגוון רחב של נושאים אישיים – מגירושין וסכסוכים בתוך המשפחה, דרך משמורת ילדים ומזונות, ועד צוואות וירושות. תחום זה נוגע כמעט בכל משפחה בישראל בשלב כזה או אחר, ודורש רגישות לצד"
12883,articles,publish,http://jus-tice.co.il/1361959/16/,%d7%aa%d7%a4%d7%95%d7%92%d7%aa-%d7%97%d7%99%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%99%d7%aa-%d7%95%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f,תפוגת חיובים בהסכם שלום בית וגירושין – המלצה לכתובה מוקטנת בבתי הדין הרבניים,282,2025-09-04,2025-09-04,,,ב&#8221;ה תיק 1361959/16 בבית הדין הרבני האזורי באר שבע לפני כבוד הדיין: הרב אברהם הרוש המבקשת: פלונית נגד המשיבה: פלוני הנדון: תפוגת חיובים השייכים לשלום בית בהסכם שלום בית ולחלופין גירושין; המלצה לכ
12879,articles,publish,http://jus-tice.co.il/996028-3/,%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%aa%d7%95%d7%a7%d7%a4%d7%95-%d7%a9%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9b%d7%a9%d7%94%d7%a6%d7%93,פס&#8221;ד רבני 2025 | תוקפו של הסכם גירושין כשהצדדים חזרו לשלום בית &#8211; 996028-3 &#8211; ביה&#8221;ד תל אביב יפו,282,2025-09-04,2025-09-04,,,ב&#8221;ה תיק: 996028/3 בבית הדין הרבני האזורי תל אביב יפו לפני כבוד הדיינים: הרב רפאל זאב גלב התובע: פלוני נגד הנתבעת: פלונית הנדון: תוקפו של הסכם גירושין כשהצדדים חזרו לשלום בית נימוקים לפסק דין בית
12871,articles,publish,http://jus-tice.co.il/petah-tikva-divorce-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a4%d7%aa%d7%97-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%95%d7%94%d7%9e%d7%a8%d7%9b,עורך דין גירושין מומלץ פתח תקווה והמרכז | 2025 נתונים והנחיות גירושין,282,2025-09-02,2025-09-02,,,"פתח תקווה היא אחת הערים הגדולות בישראל, עם אוכלוסייה של כ-255,000 תושבים בשנת 2022 &#8211; החמישית בגודלה במדינה. בעיר מתגוררות עשרות אלפי משפחות, חלקן צעירות בתחילת דרכן וחלקן ותיקות עם ילדים בוגרים."
12857,articles,publish,http://jus-tice.co.il/posta/,%d7%a4%d7%95%d7%a1%d7%98%d7%94-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%9d,פוסטה פלילים,282,2025-08-31,2025-08-31,,,חדשות עולם הפשע והמשפט בישראל ישראל חווה בשנים האחרונות עלייה משמעותית בהיקפי הפשיעה המדווחת. בתקופה 2020-2024 נפתחו במשטרת ישראל כ-1. 47 מיליון תיקי חקירה פליליים &#8211; בממוצע כ-294 אלף תיקים בשנה.
12851,articles,publish,http://jus-tice.co.il/7776-09-24/,%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a9%d7%95%d7%a8%d7%aa-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%91%d7%a9%d7%9c-%d7%a7%d7%a9%d7%99%d7%99%d7%9d-%d7%91%d7%96%d7%99,זיכוי לנאשם בשורת עבירות בשל קשיים בזיהוי (ת&#8221;פ 7776-09-24 חסדאי),282,2025-08-31,2025-08-31,,,לפני כבוד השופטת אפרת פינק מדינת ישראל באמצעות פרקליטות מחוז מרכז המאשימה נגד 1.דוד חי חסדאי (עציר) ע&#8221;י ב&#8221;כ עוה&#8221;ד עדי קידר 2.יעקב גואלמן (נידון) הנאשמים הכרעת דין מבוא אומר כבר בפתח 
12841,articles,publish,http://jus-tice.co.il/ai-for-law-firms/,%d7%94%d7%98%d7%9e%d7%a2%d7%aa-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%91%d7%9e%d7%a9%d7%a8%d7%93%d7%99-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f,הטמעת בינה מלאכותית AI במשרדי עורכי דין,282,2025-08-30,2025-08-30,,,"בשנים האחרונות חווה תחום המשפט מהפכה טכנולוגית מואצת, כאשר יותר ויותר משימות משפטיות נעזרות בבינה מלאכותית (AI). הנתונים מדהימים: שוק ה-AI המשפטי העולמי הוערך בכ-1.45 מיליארד דולר בשנת 2024, וצפוי לזנ"
12681,articles,publish,http://jus-tice.co.il/1520884-1/,%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%95-%d7%a0%d7%a7%d7%91%d7%a2-%d7%97%d7%99%d7%95%d7%91-%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa,אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני &#8211; 1520884-1 &#8211; ביה&#8221;ד באר שבע,282,2025-07-29,2025-07-29,,,ב&#8221;ה תיק 1520884/1 בבית הדין הרבני האזורי באר שבע לפני כבוד הדיין: הרב אליהו אריאל אדרי – אב&#8221;ד המבקשת: פלונית המבקש: פלוני הנדון: אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני פסק דין הנד
12678,articles,publish,http://jus-tice.co.il/1331339-3/,%d7%94%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%a2%d7%9e%d7%95%d7%93-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a2%d7%9c-%d7%9e%d7%a7%d7%95%d7%9d-%d7%9e%d7%92%d7%95%d7%a8%d7%99-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d,החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו_ שיבתו לתוקף של פטור ממזונות שניתן בגין ההפרה &#8211; 1331339-3 &#8211; ביה&#8221;ד הגדול,282,2025-07-29,2025-07-29,,,ב&#8221;ה תיק 1331339/3 בבית הדין הרבני הגדול ירושלים לפני כבוד הדיינים: הרב שלמה שפירא המבקש: פלוני נגד המשיבה: פלונית הנדון: החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו; שיבתו לתוקף ש
12675,articles,publish,http://jus-tice.co.il/1331339-1/,%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9b%d7%a9%d7%99%d7%a9-%d7%97%d7%a9%d7%a9-%d7%a9%d7%90%d7%9b%d7%99%d7%a4%d7%aa%d7%95-%d7%a2%d7%9c%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%91%d7%99,אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת הילדים – איזונים והכרעה &#8211; 1331339-1 &#8211; ביה&#8221;ד הגדול,282,2025-07-29,2025-07-29,,,"ב&#8221;ה תיק 1331339/1 בבית הדין הרבני הגדול ירושלים לפני כבוד הדיינים: הרב אליעזר איגרא, הרב שלמה שפירא, הרב ציון לוז־אילוז המערערת: פלונית נגד המשיב: פלוני הנדון: אכיפת הסכם כשיש חשש שאכיפתו עלולה "
12670,articles,publish,http://jus-tice.co.il/209051/11/,%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%91%d7%a7%d7%a9%d7%aa-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%9c%d7%94%d7%a7%d7%93%d7%9e%d7%aa-%d7%9e%d7%95%d7%a2%d7%93-%d7%a4%d7%99%d7%a8%d7%95,פס&#8221;ד רבני (2025) בקשת האישה להקדמת מועד פירוק שיתוף דירה טרם התאריך שנקבע בהסכם,282,2025-07-29,2025-07-29,,,"ב&#8221;ה תיק ‏209051/11 בבית הדין הרבני האזורי פתח תקווה לפני כבוד הדיינים: הרב אברהם מייזלס – אב&#8221;ד, הרב בנימין לסרי, הרב נחמיה נשר המבקשת: פלונית נגד המשיב: פלוני הנדון: בקשת שותף להקדמת מועד "
12663,articles,publish,http://jus-tice.co.il/investment-loss-compensation/,%d7%a4%d7%99%d7%a6%d7%95%d7%99-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%a2%d7%a7%d7%91%d7%95%d7%aa-%d7%94%d7%a4%d7%a1%d7%93-%d7%91%d7%a9%d7%95%d7%a7-%d7%94%d7%94%d7%95%d7%9f-%d7%a4%d7%95%d7%a8,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו | סוגי הונאות (2025)",282,2025-07-29,2025-07-29,,,"שוקי ההון, המסחר במטבע חוץ (פורקס, Forex) והמטבעות הקריפטוגרפיים התפתחו מאד בעשורים האחרונים, וכיום מיליוני אנשים בעולם משקיעים וסוחרים בהם. שוק הפורקס לבדו הוא השוק הפיננסי הגדול בעולם עם מחזור יומי "
12655,articles,publish,http://jus-tice.co.il/real-estate-lawyer-cost-2025/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%9b%d7%99%d7%a8%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%9e%d7%97%d7%99%d7%a8-2025-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95,עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין,282,2025-07-27,2025-07-27,,,"שוק הנדל&#8221;ן בישראל &#8211; נתונים ומגמות עדכניות עסקאות: בשנת 2023 בוצעו כ־68 אלף עסקאות נדל״ן בישראל &#8211; ירידה חדה של כ־40% בהשוואה ל-110,203 עסקאות בשנת 2022. הירידה מיוחסת לריבית משכנתאות "
12652,articles,publish,http://jus-tice.co.il/business-license/,%d7%99%d7%95%d7%a2%d7%a5-%d7%a8%d7%99%d7%a9%d7%95%d7%99-%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%97%d7%94-%d7%a8%d7%99%d7%a9%d7%95%d7%99,יועץ רישוי עסקים | עורך דין מומחה רישוי עסק | מדריך ומחירון (2025),282,2025-07-25,2025-07-25,,,"רישיון עסק הוא היתר חוקי שניתן על־ידי הרשות המקומית להפעלת עסק בתחומים המוגדרים בחוק. בישראל, כל עסק המשתייך לענפים מסוימים (כגון מזון, בריאות, דלק, תעשייה, בילוי ועוד) חייב לקבל רישיון עסק לפני פתיחת"
12650,articles,publish,http://jus-tice.co.il/1495176/4/,%d7%aa%d7%99%d7%a7-1495176-4-%d7%99%d7%95%d7%9c%d7%99-2025-%d7%a9%d7%90%d7%9c%d7%aa-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%90%d7%96%d7%95%d7%a8%d7%99,תיק 1495176/4 יולי 2025 | שאלת סמכות בית הדין האזורי לדון בעניין מזונות הילדים,282,2025-07-24,2025-07-24,,,"ב&#8221;ה תיק ‏1495176/4 בבית הדין הרבני הגדולירושלים לפני כבוד הדיינים: הרב דוד יוסף – נשיא, הרב מימון נהרי, הרב מאיר פרימן המערער:         פלוני נגד המשיבה:        פלונית             ( הנדון:סמכות ב"
12626,articles,publish,http://jus-tice.co.il/online-rent-agreement/,%d7%97%d7%95%d7%96%d7%94-%d7%a9%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%a2%d7%93%d7%9b%d7%a0%d7%99-2025,חוזה שכירות אונליין (עדכני 2025),282,2025-07-10,2025-07-10,,,
12622,articles,publish,http://jus-tice.co.il/australia-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c,עורך דין באוסטרליה | עו&#8221;ד ישראלי אוסטרליה,282,2025-07-09,2025-07-09,,,"אוסטרליה היא מדינה מפותחת בעלת כלכלה חזקה ויציבה, המאופיינת בשלטון חוק איתן ובשיעור גבוה של עורכי דין ביחס לגודל האוכלוסייה. נכון לשנת 2023, אוכלוסיית אוסטרליה מונה כ־26 מיליון תושבים, והתוצר המקומי ה"
12616,articles,publish,http://jus-tice.co.il/israel-tax-authority/,%d7%a8%d7%a9%d7%95%d7%aa-%d7%94%d7%9e%d7%a1%d7%99%d7%9d-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%95%d7%9c-%d7%a8%d7%a9%d7%95%d7%99%d7%95%d7%aa-%d7%94%d7%9e%d7%a1,רשות המסים בישראל | ייצוג מול רשויות המס,282,2025-07-07,2025-07-07,,,"רשות המסים בישראל היא הרשות הממשלתית האחראית על גביית המסים במדינה. הרשות הוקמה ב-1 בספטמבר 2004 בעקבות החלטת ממשלה לאחד את אגפי גביית המס שהיו נפרדים קודם לכן, אגף מס הכנסה ומיסוי מקרקעין, אגף המכס ו"
12611,articles,publish,http://jus-tice.co.il/1509592-1/,%d7%9c%d7%90-%d7%91%d7%a0%d7%a7%d7%9c-%d7%99%d7%91%d7%95%d7%98%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-1509592-1-%d7%91%d7%99%d7%94%d7%93,לא בנקל יבוטל הסכם גירושין &#8211; 1509592-1 &#8211; ביה&#8221;ד הגדול‎,282,2025-07-07,2025-07-07,,,"ב&#8221;ה תיק ‏1509592/1 בבית הדין הרבני הגדול ירושלים לפני כבוד הדיינים: הרב קלמן מאיר בר, הרב אברהם שינדלר, הרב יצחק אושינסקי המערער:       פלוני נגד המשיבה:       פלונית הנדון:לא בנקל יבוטל הסכם גי"
12609,articles,publish,http://jus-tice.co.il/israel-real-estate-price-forecast/,%d7%9e%d7%97%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%93%d7%9b%d7%a0%d7%99%d7%99%d7%9d-2025-%d7%95%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%a8,מחירים עדכניים (2025) ותחזית לשוק הנדל&#8221;ן | רכישת נדל&#8221;ן בישראל בלווי עורך דין,282,2025-07-06,2025-07-06,,,"סקירת סוגי הנכסים בישראל דירות (Apartments): הסוג הנפוץ ביותר, בעיקר בערים. דירות בבנייני קומות מגיעות במגוון גדלים (2-6 חדרים לרוב) ובבנייה רוויה. מחירי הדירות משתנים מאוד לפי מיקום: בתל אביב מחירי ד"
12605,articles,publish,http://jus-tice.co.il/cyprus-prices/,%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%95%d7%a2%d7%9c%d7%99%d7%95%d7%aa-%d7%a0%d7%9c%d7%95%d7%95%d7%aa-%d7%a8,מחירון 2025 נכסים בקפריסין ועליות נלוות | רכישה בלווי משפטי לישראלים,282,2025-07-06,2025-07-06,,,"קפריסין, השכנה הים־תיכונית של ישראל, מציעה שוק נדל&#8221;ן תוסס עם פוטנציאל צמיחה מרשים בעשור הקרוב. בשנים האחרונות נרשמו עליות מחירים שנתיות של 5%–8% בממוצע, מעל לממוצע האירופי. גם בשנת 2024 המגמה נמ"
12600,articles,publish,http://jus-tice.co.il/greece-price-list/,%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%97%d7%99%d7%a8%d7%99-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-2025-%d7%9c%d7%a4%d7%99-%d7%90%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a2,יוון &#8211; מחירי רכישה 2025 לפי אזורים | מדריך עדכני לרכישת נדל&#8221;ן ביוון לישראלים בלווי עורך דין,282,2025-07-06,2025-07-06,,,"מחירון 2025 רכישת נכס ביוון לפי ערים אתונה (Athens &#8211; Αθήνα) אתונה היא עיר הבירה של יוון והמרכז הכלכלי והתיירותי הראשי של המדינה. שוק הנדל&#8221;ן באתונה מגוון, עם רובע עירוני צפוף ופרברים מרווחי"
