"row_id","source_system","post_id","post_type","wp_status","current_url","current_slug","current_title","title","proposed_title","proposed_english_slug","proposed_new_url","canonical_url","content_body_file","content_body_exists","content_body_available","word_count","h1","h2_list","meta_title","meta_description","rank_math_title","rank_math_description","author","reviewer","published_date","modified_date","date_published","date_modified","categories","tags","practice_area","primary_cluster","secondary_cluster","pillar_page","supporting_page","cluster_role","primary_keyword","secondary_keywords","search_intent","gsc_clicks_3m","gsc_impressions_3m","gsc_ctr_3m","gsc_position_3m","gsc_clicks_12m","gsc_impressions_12m","gsc_ctr_12m","gsc_position_12m","top_queries","traffic_risk","cannibalization_group","cannibalization_notes","recommended_action","action_reason","redirect_required","redirect_type","redirect_target","redirect_priority","internal_links_needed","internal_links_from","internal_links_to","official_sources_needed","schema_needed","eeat_missing","legal_compliance_notes","content_gap_notes","business_opportunity","lead_gen_opportunity","lawyer_profile_opportunity","city_page_opportunity","import_ready","owner_review_required","data_gaps","last_reviewed_by","last_reviewed_date","agent_notes"
"195","wp-rest+gsc-api+old-inventory","6554","articles","publish","https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%90%D7%92%D7%A8-%D7%A0%D7%AA%D7%95%D7%A0%D7%99-%D7%96%D7%99%D7%94%D7%95%D7%99-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","%d7%a0%d7%99%d7%94%d7%95%d7%9c-%d7%9e%d7%90%d7%92%d7%a8-%d7%a0%d7%aa%d7%95%d7%a0%d7%99-%d7%96%d7%99%d7%94%d7%95%d7%99-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%95%d7%90%d7%9e%d7%a6%d7%a2%d7%99-%d7%96%d7%99","????? ???? ????? ????? ????? ?????? ????? | ????? ?????? ?????? ???? ??????","????? ???? ????? ????? ????? ?????? ????? | ????? ?????? ?????? ???? ??????","","","","https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%90%D7%92%D7%A8-%D7%A0%D7%AA%D7%95%D7%A0%D7%99-%D7%96%D7%99%D7%94%D7%95%D7%99-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2022-01-09","2022-01-09","2022-01-09","2022-01-09","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","33","1335","2.47%","18.0","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"198","wp-rest+gsc-api+old-inventory","6711","articles","publish","https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F","%d7%94%d7%95%d7%95%d7%a2%d7%93%d7%94-%d7%94%d7%91%d7%99%d7%9f-%d7%9e%d7%a9%d7%a8%d7%93%d7%99%d7%aa-%d7%9c%d7%91%d7%97%d7%99%d7%a0%d7%aa-%d7%94%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%91%d7%a0%d7%a4%d7%92","?????? ????-?????? ?????? ?????? ?????? ?????? ??? ????? ?????? ?  ??? ??????","?????? ????-?????? ?????? ?????? ?????? ?????? ??? ????? ?????? ?  ??? ??????","","","","https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2022-02-20","2022-02-20","2022-02-20","2022-02-20","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","5","2460","0.20%","34.8","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"199","wp-rest+gsc-api+old-inventory","12406","articles","publish","https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D","%d7%a1%d7%a7%d7%99%d7%a8%d7%aa-2025-%d7%a1%d7%93%d7%a8-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%97%d7%95%d7%a7-%d7%94%d7%9e%d7%a2%d7%a6%d7%a8%d7%99%d7%9d","????? 2025 ??? ??? ????? ? ??? ???????","????? 2025 ??? ??? ????? ? ??? ???????","","","","https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2025-04-07","2025-04-07","2025-04-07","2025-04-07","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","30","8836","0.34%","23.1","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"200","wp-rest+gsc-api+old-inventory","6019","articles","publish","https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%94%D7%A2%D7%93%D7%99%D7%A4%D7%95%D7%99%D7%95%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C","%d7%a1%d7%93%d7%a8-%d7%94%d7%a2%d7%93%d7%99%d7%a4%d7%95%d7%99%d7%95%d7%aa-%d7%a9%d7%9c-%d7%9e%d7%a9%d7%98%d7%a8%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c","??? ????????? ?? ????? ?????","??? ????????? ?? ????? ?????","","","","https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%94%D7%A2%D7%93%D7%99%D7%A4%D7%95%D7%99%D7%95%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2021-08-16","2021-08-16","2021-08-16","2021-08-16","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","3","914","0.33%","40.5","","LOW","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","NORMAL","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"206","wp-rest+gsc-api+old-inventory","9534","articles","publish","https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94","%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9c%d7%a4%d7%99-%d7%9e%d7%93%d7%99%d7%a0%d7%94","????? ???? ??? ????? ??? ?????","????? ???? ??? ????? ??? ?????","","","","https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2023-05-24","2023-05-24","2023-05-24","2023-05-24","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","17","6461","0.26%","49.4","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"220","wp-rest+gsc-api+old-inventory","5683","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94","48-%d7%97%d7%95%d7%93%d7%a9%d7%99-%d7%9e%d7%90%d7%a1%d7%a8-%d7%92%d7%96%d7%93-%d7%a2%d7%95%d7%a0%d7%a9-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%90%d7%99%d7%a0%d7%95","48 ????? ????: ??&#8221;? ???? ????? ????? ?????? ????? ???? ?????? (???&#8221;? 43418-01-21)","48 ????? ????: ??&#8221;? ???? ????? ????? ?????? ????? ???? ?????? (???&#8221;? 43418-01-21)","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2021-07-28","2021-07-28","2021-07-28","2021-07-28","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","73","3921","1.86%","51.0","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"221","wp-rest+gsc-api+old-inventory","7145","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A8%D7%A6%D7%97-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%AA%D7%A4%D7%97-4710-11-18","%d7%a2%d7%95%d7%a0%d7%a9-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a8%d7%a6%d7%97-%d7%90%d7%99%d7%a9%d7%94-%d7%91%d7%a0%d7%aa%d7%a0%d7%99%d7%94-%d7%aa%d7%a4%d7%97-4710-11-18","???? ????? ???? ???? ???? ?????? (??&#8221;? 4710-11-18)","???? ????? ???? ???? ???? ?????? (??&#8221;? 4710-11-18)","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A8%D7%A6%D7%97-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%AA%D7%A4%D7%97-4710-11-18","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2022-05-19","2022-05-19","2022-05-19","2022-05-19","","","???? ??? ????? ???? ??? 2022","criminal-law","","","","","","","","0","24","0.00%","12.2","4","839","0.48%","33.8","","LOW","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","NORMAL","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"223","wp-rest+gsc-api+old-inventory","3218","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F","%d7%a2%d7%95%d7%a0%d7%a9-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%a2%d7%9c-%d7%94%d7%a4%d7%a6%d7%aa-%d7%aa%d7%9b%d7%a0%d7%99%d7%9d-%d7%9e%d7%99%d7%a0%d7%99%d7%99%d7%9d-%d7%91%d7%98%d7%9c%d7%92%d7%a8%d7%9d","???? ????? ?? ???? ????? ?????? ?????? (??? ???) ?&#8221;? 19991-07-20","???? ????? ?? ???? ????? ?????? ?????? (??? ???) ?&#8221;? 19991-07-20","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2021-04-26","2021-04-26","2021-04-26","2021-04-26","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","22","3862","0.57%","26.7","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"224","wp-rest+gsc-api+old-inventory","3347","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%91%D7%AA-%D7%96%D7%95%D7%92-%D7%95%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%90%D7%99%D7%95%D7%9E%D7%99%D7%9D","%d7%a2%d7%95%d7%a0%d7%a9-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%aa%d7%a7%d7%99%d7%a4%d7%aa-%d7%91%d7%aa-%d7%96%d7%95%d7%92-%d7%95%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%99%d7%95%d7%9e%d7%99%d7%9d","???? ????? ????? ?? ??? ??????? ??????","???? ????? ????? ?? ??? ??????? ??????","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%91%D7%AA-%D7%96%D7%95%D7%92-%D7%95%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%90%D7%99%D7%95%D7%9E%D7%99%D7%9D","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2021-05-13","2021-05-13","2021-05-13","2021-05-13","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","16","3910","0.41%","47.2","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"225","wp-rest+gsc-api+old-inventory","9550","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A4%D7%95%D7%9C","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%90%d7%99%d7%a0%d7%98%d7%a8%d7%a4%d7%95%d7%9c","???? ??? ????? ????????","???? ??? ????? ????????","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A4%D7%95%D7%9C","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2023-05-27","2023-05-27","2023-05-27","2023-05-27","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","3","2818","0.11%","16.0","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"232","wp-rest+gsc-api+old-inventory","7743","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94-%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%AA-%D7%99%D7%A2%D7%99%D7%9C%D7%94-%D7%9E%D7%96%D7%A8%D7%97-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%a4%d7%94-%d7%94%d7%92%d7%a0%d7%94-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%aa-%d7%99%d7%a2%d7%99%d7%9c","???? ??? ????? ?????? | ???? ?????? ????? ???? ??????","???? ??? ????? ?????? | ???? ?????? ????? ???? ??????","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94-%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%AA-%D7%99%D7%A2%D7%99%D7%9C%D7%94-%D7%9E%D7%96%D7%A8%D7%97-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2022-09-15","2022-09-15","2022-09-15","2022-09-15","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","14","4545","0.31%","22.3","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"233","wp-rest+gsc-api+old-inventory","8199","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%91%D7%AA%D7%90-%D7%95%D7%94%D7%9E%D7%A8%D7%9B%D7%96","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91-%d7%a2%d7%95%d7%93-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9e%d7%95%d7%9e%d7%9c","???? ??? ????? ??? ???? | ??&#8221;? ????? ????? ??&#8221;? ??????","???? ??? ????? ??? ???? | ??&#8221;? ????? ????? ??&#8221;? ??????","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%91%D7%AA%D7%90-%D7%95%D7%94%D7%9E%D7%A8%D7%9B%D7%96","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2022-12-10","2022-12-10","2022-12-10","2022-12-10","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","0","6729","0.00%","70.9","","MEDIUM","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","HIGH","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
"235","wp-rest+gsc-api+old-inventory","8263","articles","publish","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%99%D7%95%D7%A6%D7%90-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%99%d7%95%d7%a6%d7%90-%d7%a4%d7%a8%d7%a7%d7%9c%d7%99%d7%98%d7%95%d7%aa-%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%a2%d7%95","???? ??? ????? ???? ???????? | ?????? ??&#8221;? ????? ??????","???? ??? ????? ???? ???????? | ?????? ??&#8221;? ????? ??????","","","","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%99%D7%95%D7%A6%D7%90-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","YES","YES","UNKNOWN","","","","","NEEDS_WP_REST_PULL","NEEDS_WP_REST_PULL","282","NEEDS_ASSIGNMENT","2022-12-13","2022-12-13","2022-12-13","2022-12-13","","","???? ?????","criminal-law","","","","","","","","0","0","0%","NOT_IN_GSC_3M","3","951","0.32%","39.9","","LOW","","","NEEDS_OWNER_REVIEW","","UNKNOWN_NEEDS_APPROVAL","","","NORMAL","NEEDS_MAPPING","","","","Article,BreadcrumbList","author,reviewer,last-updated","Needs disclaimer","","","","","","READY_FOR_REVIEW","YES","NO_GSC_3M;NEEDS_BACKLINK_TOOL","agent-2026-05-13","2026-05-13",""
