"source_url","target_url","redirect_type","reason","traffic_risk","gsc_clicks_12m","gsc_impressions_12m","backlink_check_needed","owner_approved","implementation_status"
"https://jus-tice.co.il/%D7%94%D7%9B%D7%A0%D7%94-%D7%9C%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","9","5783","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%94-81100-52001%D7%90-%D7%94%D7%99%D7%95%D7%A2%D7%A5-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%9E%D7%9E%D7%A9%D7%9C%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","25","2064","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%94%D7%A0%D7%97%D7%99%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-13","","301","NEEDS_OWNER_REVIEW","MEDIUM","39","15277","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A2%D7%93-%D7%AA%D7%95%D7%9D-%D7%94%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%AA%D7%95%D7%9A-%D7%94%D7%9E%D7%A9%D7%A4%D7%97%D7%94","","301","NEEDS_OWNER_REVIEW","LOW","6","1854","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%99%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-25-%D7%9E%D7%93%D7%99%D7%A0%D7%99%D7%95%D7%AA-%D7%A4%D7%AA%D7%99%D7%97%D7%94-%D7%91%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%95%D7%94%D7%A2%D7%9E%D7%93%D7%94-%D7%9C%D7%93%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F-%D7%97%D7%A9%D7%93-%D7%9C%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%90%D7%9E%D7%A8%D7%94-%D7%90%D7%95-%D7%A2%D7%93%D7%95%D7%AA-%D7%9B%D7%95%D7%96%D7%91%D7%AA","","301","NEEDS_OWNER_REVIEW","MEDIUM","46","4648","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A1%D7%93%D7%A8-%D7%9E%D7%95%D7%AA%D7%A0%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","2","5725","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A6%D7%94%D7%A8%D7%AA-%D7%A0%D7%A4%D7%92%D7%A2-%D7%A2%D7%91%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99-%D7%A1%D7%A2%D7%99%D7%A3-18%D7%9C%D7%97%D7%95%D7%A7-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94-%D7%94%D7%AA%D7%A9%D7%A1%D7%90-2001","","301","NEEDS_OWNER_REVIEW","LOW","7","488","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%94%D7%A8%D7%A9%D7%A2%D7%AA-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%91%D7%AA%D7%95-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%99%D7%9C%D7%93%D7%99%D7%95","","301","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","HIGH","146","4313","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%9E%D7%97%D7%9E%D7%AA-%D7%94%D7%AA%D7%A7%D7%99%D7%99%D7%9E%D7%95%D7%AA%D7%94-%D7%A9%D7%9C-%D7%94%D7%92%D7%A0%D7%AA-%D7%96%D7%95%D7%98%D7%99-%D7%93%D7%91%D7%A8%D7%99%D7%9D-%D7%AA%D7%A4-4122-08-21","","301","NEEDS_OWNER_REVIEW","LOW","15","854","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A7%D7%98%D7%99%D7%9F-73759-12-20","","301","NEEDS_OWNER_REVIEW","MEDIUM","25","1036","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%A7%D7%A9%D7%99%D7%A8%D7%AA-%D7%A7%D7%A9%D7%A8-%D7%9C%D7%91%D7%99%D7%A6%D7%95%D7%A2-%D7%A2%D7%95%D7%95%D7%9F-%D7%AA%D7%A4-14763-04-15-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0%D7%99-%D7%90%D7%91%D7%A8%D7%94%D7%9D-%D7%9E%D7%90%D7%99%D7%A8-%D7%98%D7%A8%D7%99%D7%92%D7%A8","","301","NEEDS_OWNER_REVIEW","LOW","5","977","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%AA%D7%A7%D7%99%D7%A4%D7%94-%D7%98%D7%A2%D7%A0%D7%AA-%D7%94%D7%92%D7%A0%D7%94-%D7%A2%D7%A6%D7%9E%D7%99%D7%AA-%D7%AA%D7%A4-5455-11-20","","301","NEEDS_OWNER_REVIEW","LOW","8","1339","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%96%D7%9B%D7%95%D7%AA-%D7%A0%D7%A4%D7%92%D7%A2-%D7%A2%D7%91%D7%99%D7%A8%D7%94-%D7%9C%D7%A2%D7%A8%D7%A2%D7%A8-%D7%A2%D7%9C-%D7%A1%D7%92%D7%99%D7%A8%D7%AA-%D7%94%D7%AA%D7%99%D7%A7-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%95-%D7%A9%D7%9C-%D7%97%D7%A9%D7%95%D7%93-%D7%91%D7%92%D7%A5-47421","","301","NEEDS_OWNER_REVIEW","MEDIUM","16","2415","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F","","301","NEEDS_OWNER_REVIEW","LOW","4","1978","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F","","301","NEEDS_OWNER_REVIEW","MEDIUM","44","9863","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%91%D7%9C%D7%AA-%D7%9E%D7%99%D7%93%D7%A2-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99-%D7%9C%D7%97%D7%95%D7%A7-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94","","301","NEEDS_OWNER_REVIEW","LOW","4","532","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D","","301","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","HIGH","127","13480","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%A0%D7%95%D7%A2%D7%A8-%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%95%D7%94%D7%A9%D7%92%D7%97%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","16","2075","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A8%D7%90%D7%A9%D7%95%D7%A0%D7%99-%D7%9C%D7%A2%D7%A6%D7%95%D7%A8-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D","","301","NEEDS_OWNER_REVIEW","LOW","0","67","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%91%D7%A7%D7%A9%D7%AA-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%93%D7%A7%D7%99%D7%A8%D7%94-%D7%9E%D7%A1%D7%95%D7%9B%D7%A0%D7%95%D7%AA-%D7%92%D7%91%D7%95%D7%94%D7%94","","301","NEEDS_OWNER_REVIEW","LOW","2","12","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20","","301","NEEDS_OWNER_REVIEW","MEDIUM","42","6688","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%A7%D7%A8%D7%A4%D7%9C","","301","NEEDS_OWNER_REVIEW","LOW","14","518","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","","301","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","HIGH","232","37574","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%97%D7%A7%D7%A8-%D7%9E%D7%99%D7%9E%D7%95%D7%A9-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%97%D7%9E%D7%95%D7%A8%D7%95%D7%AA-%D7%91%D7%AA%D7%99%D7%A7%D7%99-%D7%94%D7%A1%D7%99%D7%95%D7%A2-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99","","301","NEEDS_OWNER_REVIEW","LOW","0","156","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A0%D7%A9%D7%A7-%D7%95%D7%AA%D7%97%D7%9E%D7%95%D7%A9%D7%AA-%D7%94%D7%AA%D7%9B%D7%AA%D7%91%D7%95%D7%AA-%D7%91%D7%9E%D7%A1%D7%A0%D7%92%D7%A8-%D7%9E%D7%91%D7%9C%D7%99-%D7%A9%D7%A0%D7%AA%D7%A4%D7%A1-%D7%A0%D7%A9%D7%A7","","301","NEEDS_OWNER_REVIEW","LOW","4","257","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%91%D7%A0%D7%95%D7%A1%D7%A2%D7%AA-%D7%AA%D7%95%D7%9A-%D7%9B%D7%93%D7%99-%D7%A0%D7%A1%D7%99%D7%A2%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","22","1499","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%97%D7%95%D7%96%D7%A8-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9E%D7%9F-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91-%D7%AA%D7%A4%D7%97-502-07","","301","NEEDS_OWNER_REVIEW","MEDIUM","78","2533","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%90%D7%92%D7%A8-%D7%A0%D7%AA%D7%95%D7%A0%D7%99-%D7%96%D7%99%D7%94%D7%95%D7%99-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","","301","NEEDS_OWNER_REVIEW","MEDIUM","33","1335","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F","","301","NEEDS_OWNER_REVIEW","MEDIUM","5","2460","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D","","301","NEEDS_OWNER_REVIEW","MEDIUM","30","8836","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%94%D7%A2%D7%93%D7%99%D7%A4%D7%95%D7%99%D7%95%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C","","301","NEEDS_OWNER_REVIEW","LOW","3","914","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","17","6461","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94","","301","NEEDS_OWNER_REVIEW","MEDIUM","73","3921","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A8%D7%A6%D7%97-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%AA%D7%A4%D7%97-4710-11-18","","301","NEEDS_OWNER_REVIEW","LOW","4","839","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F","","301","NEEDS_OWNER_REVIEW","MEDIUM","22","3862","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%91%D7%AA-%D7%96%D7%95%D7%92-%D7%95%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%90%D7%99%D7%95%D7%9E%D7%99%D7%9D","","301","NEEDS_OWNER_REVIEW","MEDIUM","16","3910","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
"https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A4%D7%95%D7%9C","","301","NEEDS_OWNER_REVIEW","MEDIUM","3","2818","YES_NEEDS_BACKLINK_TOOL","NO_PENDING","DRAFT_ONLY_DO_NOT_IMPLEMENT"
