row_id,lane,source_id,cluster,priority,current_url,secondary_url,target_url_or_hub,role_or_topic,decision_status,readiness_status,traffic_risk,gsc_clicks,gsc_impressions,content_draft_status,draft_word_count,source_legal_status,internal_link_status,url_action_status,next_step,blocked_actions,notes
CTD-011,CRIMINAL_SUPPORT_MAP,criminal-support-006,criminal-law,P0,https://jus-tice.co.il/sex-crime-lawyer/,,https://jus-tice.co.il/criminal-defense-attorney/,representation in sex-offense cases,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,HIGH,34,27904,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",High-risk high-value subpractice; requires careful ethical language
CTD-012,CRIMINAL_SUPPORT_MAP,criminal-support-007,criminal-law,P0,https://jus-tice.co.il/drug-related-crime/,,https://jus-tice.co.il/criminal-defense-attorney/,representation in drug offenses,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,3,24014,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Clear criminal-defense subtopic
CTD-013,CRIMINAL_SUPPORT_MAP,criminal-support-008,criminal-law,P0,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,,https://jus-tice.co.il/criminal-defense-attorney/,criminal lawyer representation cost,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,HIGH,224,23313,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",High commercial cost intent; title has recommended-price risk
CTD-014,CRIMINAL_SUPPORT_MAP,criminal-support-009,criminal-law,P0,https://jus-tice.co.il/tax-investigation-guide/,,https://jus-tice.co.il/criminal-defense-attorney/,tax investigation and tax offenses,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,HIGH,115,22811,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Criminal/tax intersection; likely commercial
CTD-015,CRIMINAL_SUPPORT_MAP,criminal-support-010,criminal-law,P0,https://jus-tice.co.il/traffic-lawyer/,,https://jus-tice.co.il/criminal-defense-attorney/,criminal traffic case representation,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,0,20330,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Duplicate-target conflict; hold until traffic/criminal boundary approved
CTD-016,CRIMINAL_SUPPORT_MAP,criminal-support-011,criminal-law,P0,https://jus-tice.co.il/articles/%D7%9E%D7%97%D7%99%D7%A7%D7%AA-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%97%D7%96%D7%A8%D7%94-%D7%9E%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%91%D7%99%D7%98%D7%95%D7%9C,,https://jus-tice.co.il/criminal-defense-attorney/,indictment cancellation,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,11,18431,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Strong litigation intent
CTD-017,CRIMINAL_SUPPORT_MAP,criminal-support-012,criminal-law,P0,https://jus-tice.co.il/famous-criminal-defense-lawyer/,,https://jus-tice.co.il/criminal-defense-attorney/,choosing a criminal defense lawyer,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,HIGH,90,16268,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Trust-claim risk; preserve traffic but rewrite claims
CTD-018,CRIMINAL_SUPPORT_MAP,criminal-support-013,criminal-law,P0,https://jus-tice.co.il/lawyer-near-me-criminal-law/,,https://jus-tice.co.il/criminal-defense-attorney/,local criminal lawyer,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,13,12986,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Local/service intent; avoid rating claims
CTD-019,CRIMINAL_SUPPORT_MAP,criminal-support-014,criminal-law,P0,https://jus-tice.co.il/what-is-money-laundering/,,https://jus-tice.co.il/criminal-defense-attorney/,money-laundering offenses,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,11,12548,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",White-collar criminal intent
CTD-020,CRIMINAL_SUPPORT_MAP,criminal-support-015,criminal-law,P0,https://jus-tice.co.il/sexual-offenses/,,https://jus-tice.co.il/criminal-defense-attorney/,sex-offense legal representation,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,11,11557,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Sensitive support page; wording must be careful
CTD-021,CRIMINAL_SUPPORT_MAP,criminal-support-016,criminal-law,P0,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,,https://jus-tice.co.il/criminal-defense-attorney/,economic crimes and white collar defense,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,20,11283,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Strong commercial criminal subpractice
CTD-022,CRIMINAL_SUPPORT_MAP,criminal-support-017,criminal-law,P0,https://jus-tice.co.il/leading-criminal-law-firm/,,https://jus-tice.co.il/criminal-defense-attorney/,criminal law firm,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,16,10533,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Trust-claim risk; remove leading unless substantiated
CTD-023,CRIMINAL_SUPPORT_MAP,criminal-support-018,criminal-law,P0,https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99,,https://jus-tice.co.il/criminal-defense-attorney/,arrest lawyer,NOT_CHANGED,SUPPORT_TO_CRIMINAL_HUB_REVIEW,MEDIUM,22,10165,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,Protect existing ranking value; decide rewrite/link role before upload batch,"No redirect, no canonical/noindex, no slug migration, no blind merge",Urgent commercial intent
CTD-024,TRAFFIC_SUPPORT_MAP,traffic-support-001,traffic-law,P0,https://jus-tice.co.il/traffic-lawyer/,,https://jus-tice.co.il/traffic-lawyer/,traffic lawyer,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,MEDIUM,0,20330,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Main commercial hub; high impressions but weak click capture
CTD-025,TRAFFIC_SUPPORT_MAP,traffic-support-002,traffic-law,P0,https://jus-tice.co.il/driving-under-the-influence/,,https://jus-tice.co.il/traffic-lawyer/,drunk-driving traffic lawyer,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,MEDIUM,0,14990,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Direct DUI money intent; live 200
CTD-026,TRAFFIC_SUPPORT_MAP,traffic-support-003,traffic-law,P0,https://jus-tice.co.il/dui-refusal-blood-breath-urine-test/,,https://jus-tice.co.il/traffic-lawyer/,refusal to alcohol or drug test,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,MEDIUM,1,6426,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Direct DUI procedure intent; live 200
CTD-027,TRAFFIC_SUPPORT_MAP,traffic-support-004,traffic-law,P0,https://jus-tice.co.il/driving-under-the-influence-of-drugs/,,https://jus-tice.co.il/traffic-lawyer/,drugged-driving representation,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,MEDIUM,2,7731,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Traffic/criminal boundary; also coordinate with criminal hub
CTD-028,TRAFFIC_SUPPORT_MAP,traffic-support-005,traffic-law,P0,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,,BOUNDARY_TRAFFIC_PERSONAL_INJURY,fatal accident traffic representation,NOT_CHANGED,BOUNDARY_HOLD_REVIEW,MEDIUM,0,8445,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DO_NOT_MERGE_BOUNDARY_PAGE,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Personal injury and criminal traffic boundary; do not merge blindly
CTD-029,TRAFFIC_SUPPORT_MAP,traffic-support-006,traffic-law,P0,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,,BOUNDARY_TRAFFIC_MEDICAL_FITNESS,license medical fitness review,NOT_CHANGED,BOUNDARY_HOLD_REVIEW,HIGH,79,32854,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DO_NOT_MERGE_BOUNDARY_PAGE,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Very high demand but medical-fitness boundary
CTD-030,TRAFFIC_SUPPORT_MAP,traffic-support-007,traffic-law,P0,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,,HTML_EXPLAINER_THEN_TRAFFIC_HUB,traffic offense penalties and points,NOT_CHANGED,SUPPORT_LINK_REVIEW,MEDIUM,11,8096,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",PDF demand; needs HTML conversion or surrounding explainer before promotion
CTD-031,TRAFFIC_SUPPORT_MAP,traffic-support-008,traffic-law,P1,https://jus-tice.co.il/driver-with-36-valid-points-or-more-will-be-disqualified-from-holding-a-drivers-license/,,https://jus-tice.co.il/traffic-lawyer/,license points and disqualification,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,LOW,0,269,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Lower GSC demand but important competitor topic
CTD-032,TRAFFIC_SUPPORT_MAP,traffic-support-009,traffic-law,P1,https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%AA%D7%A2%D7%91%D7%95%D7%A8%D7%94-%D7%A2%D7%99%D7%9F-%D7%94%D7%A0%D7%A5-%D7%A7%D7%91%D7%99%D7%9C%D7%95%D7%AA-%D7%95%D7%97%D7%95%D7%A7%D7%99%D7%95%D7%AA-%D7%A8%D7%90%D7%99%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%A0%D7%A4%D7%A7%D7%95-%D7%9E%D7%94%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA,,https://jus-tice.co.il/traffic-lawyer/,traffic camera evidence,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,MEDIUM,17,988,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Evidence/enforcement support after review
CTD-033,TRAFFIC_SUPPORT_MAP,traffic-support-010,traffic-law,P1,https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%94%D7%92-%D7%9E%D7%A9%D7%90%D7%99%D7%AA-%D7%A9%D7%94%D7%95%D7%90%D7%A9%D7%9D-%D7%91%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%AA%D7%99%D7%A7-56-03-20,,https://jus-tice.co.il/traffic-lawyer/,professional-driver traffic defense,NOT_CHANGED,SUPPORT_TO_TRAFFIC_HUB_REVIEW,MEDIUM,1,358,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Case-specific support; rewrite carefully
CTD-034,TRAFFIC_SUPPORT_MAP,traffic-support-011,traffic-law,P1-BLOCKER,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%AA%D7%A2%D7%91%D7%95%D7%A8%D7%94,,REVIEW_BEFORE_ROUTE_RECOVERY_OR_REDIRECT,traffic-law category archive,NOT_CHANGED,SUPPORT_LINK_REVIEW,LOW,0,1116,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; INTERNAL_LINK_ONLY_AFTER_OWNER_APPROVAL,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Live Googlebot fetch returned 404; needs old-route/GSC review
