link_id,source,target,relationship_type,priority,anchor_intent,placement_guidance,approval_status,execution_status,reason
FD-LINK-011,https://jus-tice.co.il/child-custody/,https://jus-tice.co.il/divorce-lawyer/,SUPPORT_TO_PILLAR,P1,divorce lawyer,Add one contextual link to divorce pillar,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Custody guide should connect to wider divorce process
FD-LINK-012,https://jus-tice.co.il/divorce-lawyer/,https://jus-tice.co.il/divorce-property-division/,PILLAR_TO_SUPPORT,P1,property division in divorce,Add from property/assets section after duplicate review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Property division is a core support page
FD-LINK-013,https://jus-tice.co.il/divorce-property-division/,https://jus-tice.co.il/divorce-lawyer/,SUPPORT_TO_PILLAR,P1,divorce lawyer,Add one contextual link to divorce pillar,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Property guide should support not replace pillar
FD-LINK-014,https://jus-tice.co.il/divorce-lawyer/,https://jus-tice.co.il/family-dispute-resolution/,PILLAR_TO_SUPPORT,P1,family dispute resolution,Add from opening proceedings/pre-lawsuit section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Dispute-resolution support page covers process intent
FD-LINK-015,https://jus-tice.co.il/family-dispute-resolution/,https://jus-tice.co.il/divorce-lawyer/,SUPPORT_TO_PILLAR,P1,divorce lawyer,Add one contextual link to divorce pillar,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Dispute-resolution page needs clear hub relation
FD-LINK-016,https://jus-tice.co.il/divorce-lawyer/,https://jus-tice.co.il/divorce-costs-2025/,PILLAR_TO_SUPPORT_REVIEW,P1,divorce costs,Link from cost section only after price/freshness review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Cost page is date-sensitive and can cannibalize pillar
FD-LINK-017,https://jus-tice.co.il/divorce-costs-2025/,https://jus-tice.co.il/divorce-lawyer/,SUPPORT_TO_PILLAR_REVIEW,P1,divorce lawyer,Add after cost page is refreshed and role approved,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Cost page should support hiring intent
FD-LINK-018,https://jus-tice.co.il/divorce-lawyer/,https://jus-tice.co.il/divorce-consultation-guide/,PILLAR_TO_SUPPORT,P1,divorce consultation,Add from first consultation/preparation section after review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Useful pre-consultation support page
FD-LINK-019,https://jus-tice.co.il/divorce-consultation-guide/,https://jus-tice.co.il/divorce-lawyer/,SUPPORT_TO_PILLAR,P1,divorce lawyer,Add one contextual link to pillar,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Consultation guide should support the pillar
FD-LINK-020,https://jus-tice.co.il/what-to-do-now-if-you-are-considering-a-divorce/,https://jus-tice.co.il/divorce-lawyer/,EARLY_STAGE_SUPPORT_TO_PILLAR,P2,divorce lawyer,Use if page is kept as early-stage support,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,May become a section-first support item
FD-LINK-021,https://jus-tice.co.il/divorce-everything-you-need-to-know/,https://jus-tice.co.il/divorce-lawyer/,MERGE_REVIEW_TO_PILLAR,P2,divorce lawyer,HOLD until broad guide duplicate review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Potential broad duplicate of divorce pillar
FD-LINK-022,https://jus-tice.co.il/divorce-mediation/,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,DOCUMENT_GATE,P1,divorce agreement example DOCX,Do not promote or replace until document strategy,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,DOCX has visible mediation/agreement impressions
FD-LINK-023,https://jus-tice.co.il/divorce-mediation/,https://jus-tice.co.il/divorce-mediation-cons-pros/,SUPPORT_CROSSLINK_REVIEW,P2,mediation pros and cons,Use only if thin legacy page is expanded,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Thin page may merge into mediation guide
FD-LINK-024,https://jus-tice.co.il/divorce-mediation-cons-pros/,https://jus-tice.co.il/divorce-mediation/,SUPPORT_TO_PARENT,P1,divorce mediation,Add only if kept as support; otherwise merge later,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Legacy mediation page should not compete with clean page
FD-LINK-025,https://jus-tice.co.il/divorce-mediation-basics/,https://jus-tice.co.il/divorce-mediation/,SUPPORT_TO_PARENT,P1,divorce mediation,Add if kept after comparison,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Basics page likely support or merge candidate
FD-LINK-026,https://jus-tice.co.il/family-mediation-updated-trends/,https://jus-tice.co.il/divorce-mediation/,CONTEXT_SUPPORT_TO_PARENT,P2,divorce mediation,Use only as editorial/context support after quality review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Trend article may not be service guide
FD-LINK-027,https://jus-tice.co.il/divorce-mediation/,https://jus-tice.co.il/consensual-divorce/,SUPPORT_CROSSLINK,P1,consensual divorce,Add from agreement outcome section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Mediation and consensual divorce are sibling intents
FD-LINK-028,https://jus-tice.co.il/consensual-divorce/,https://jus-tice.co.il/divorce-mediation/,SUPPORT_CROSSLINK,P1,divorce mediation,Add from low-conflict options section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Sibling support page connection
FD-LINK-029,https://jus-tice.co.il/family-dispute-resolution/,https://jus-tice.co.il/divorce-mediation/,SUPPORT_CROSSLINK,P1,divorce mediation,Add from process/settlement options section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Dispute resolution and mediation are adjacent process intents
FD-LINK-030,https://jus-tice.co.il/divorce-with-consent/,https://jus-tice.co.il/consensual-divorce/,DUPLICATE_REVIEW_TO_PARENT,P1,consensual divorce,Use if kept; otherwise merge/redirect later after approval,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Potential duplicate of consensual-divorce support page
FD-LINK-031,https://jus-tice.co.il/mutual-divorce-agreement-2025/,https://jus-tice.co.il/consensual-divorce/,SUPPORT_TO_PARENT,P1,consensual divorce,Add after date/freshness review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Agreement support page can feed consensual-divorce
FD-LINK-032,https://jus-tice.co.il/what-is-a-divorce-settlement-agreement/,https://jus-tice.co.il/consensual-divorce/,THIN_SUPPORT_TO_PARENT,P1,consensual divorce,Use if expanded; otherwise merge later,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Thin overlap with agreement intent
FD-LINK-033,https://jus-tice.co.il/free-divorce-agreement-template/,https://jus-tice.co.il/consensual-divorce/,TEMPLATE_TO_PARENT,P1,divorce agreement,Use only with legal-template disclaimer and strategy,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Template page must not provide unsafe legal template claims
FD-LINK-034,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,https://jus-tice.co.il/divorce-costs-2025/,COST_SUPPORT_TO_PARENT,P2,divorce agreement costs,Use only if refreshed and kept separate,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Thin cost page likely support/merge candidate
FD-LINK-035,https://jus-tice.co.il/rabbinical-agreement-approval/,https://jus-tice.co.il/consensual-divorce/,DEEP_SUPPORT_TO_PARENT,P1,agreement approval,Add after source/legal review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Potential authoritative support for agreement approval
FD-LINK-036,https://jus-tice.co.il/rabbinical-agreement-approval/,https://jus-tice.co.il/divorce-lawyer/,DEEP_SUPPORT_TO_PILLAR,P2,divorce lawyer,Add if page remains deep support,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Connects rabbinical approval back to main divorce path
FD-LINK-037,https://jus-tice.co.il/divorce-agreement-validity-dispute/,https://jus-tice.co.il/consensual-divorce/,CASE_SUPPORT_TO_PARENT,P2,agreement validity,Use as case/support link only,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Should not become generic agreement pillar
FD-LINK-038,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,https://jus-tice.co.il/consensual-divorce/,SUPPORT_TO_PARENT,P2,cancel divorce agreement,Add after source/legal review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Agreement cancellation support page
FD-LINK-039,https://jus-tice.co.il/child-support/,REFERENCE:CHILD-SUPPORT-CALCULATOR-GSC-001,GUIDE_TO_PROTECTED_TOOL,P1,child support calculator,HOLD until calculator/tool strategy approved,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Calculator URL owns visible child-support calculation demand
FD-LINK-040,REFERENCE:CHILD-SUPPORT-CALCULATOR-GSC-001,https://jus-tice.co.il/child-support/,PROTECTED_TOOL_TO_GUIDE,P1,child support guide,Add only after tool strategy/source review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Protected URL can support clean guide later
FD-LINK-041,https://jus-tice.co.il/child-support/,https://jus-tice.co.il/psakdin/%D7%91%D7%A2%D7%9D-919-15-%D7%94%D7%9C%D7%9B%D7%AA-%D7%94%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%97%D7%93%D7%A9%D7%94/,GUIDE_TO_CASE_SUPPORT,P2,919/15 case law,Use as source/context only after case-archive policy,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Case law should not become broad support guide
FD-LINK-042,https://jus-tice.co.il/psakdin/%D7%91%D7%A2%D7%9D-919-15-%D7%94%D7%9C%D7%9B%D7%AA-%D7%94%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%97%D7%93%D7%A9%D7%94/,https://jus-tice.co.il/child-support/,CASE_SUPPORT_TO_GUIDE,P2,child support guide,Add only after case archive policy,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Large case asset should support not replace guide
FD-LINK-043,https://jus-tice.co.il/child-support-divorced-parents61641-09-19/,https://jus-tice.co.il/child-support/,CASE_SUPPORT_TO_GUIDE,P2,child support guide,Use as context link after source review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Case/support page should link to clean guide if kept
FD-LINK-044,https://jus-tice.co.il/child-support/,https://jus-tice.co.il/child-custody/,SUPPORT_CROSSLINK,P1,child custody,Add from parenting/time-sharing section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Child support and custody are tightly connected
FD-LINK-045,https://jus-tice.co.il/child-custody/,https://jus-tice.co.il/child-support/,SUPPORT_CROSSLINK,P1,child support,Add from support/payment section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Child custody and support are sibling intents
FD-LINK-046,https://jus-tice.co.il/child-custody/,https://jus-tice.co.il/what-is-child-custody/,GUIDE_TO_PROTECTED_ARTICLE,P1,what is child custody,Link only after comparison/merge plan,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,What-is custody article owns visible broad custody demand
FD-LINK-047,https://jus-tice.co.il/what-is-child-custody/,https://jus-tice.co.il/child-custody/,PROTECTED_ARTICLE_TO_GUIDE,P1,child custody guide,Add only after primary custody guide approved,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Protect current GSC-visible article while building clean guide
FD-LINK-048,https://jus-tice.co.il/child-custody/,https://jus-tice.co.il/wp-content/uploads/2021/07/ChildCustody.pdf,DOCUMENT_GATE,P1,child custody PDF,HOLD until document strategy approved,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,PDF has visible custody query impressions
FD-LINK-049,REFERENCE:SOLE-MOTHER-CUSTODY-CASE-GSC-001,https://jus-tice.co.il/child-custody/,CASE_SUPPORT_TO_GUIDE,P1,child custody guide,Add only after legal/source comparison,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Old case-law URL has high position and must be protected
FD-LINK-050,https://jus-tice.co.il/child-custody-modification/,https://jus-tice.co.il/child-custody/,SUPPORT_TO_PARENT,P1,child custody,Add if kept after terminology review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Custody modification support page
FD-LINK-051,https://jus-tice.co.il/custody-rights-for-fathers/,https://jus-tice.co.il/child-custody/,SUPPORT_TO_PARENT,P2,child custody,Add only with careful non-misleading framing,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Father custody support needs careful wording
FD-LINK-052,https://jus-tice.co.il/joint-custody-shared-parenting/,https://jus-tice.co.il/child-custody/,SUPPORT_TO_PARENT,P2,child custody,Use if expanded beyond section-first content,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Shared parenting may be support page or section
FD-LINK-053,https://jus-tice.co.il/tender-years-mother-custody-child-age-under-6/,https://jus-tice.co.il/child-custody/,LEGAL_CONCEPT_TO_PARENT,P2,child custody,Add only after legal review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Sensitive legal concept and terminology
FD-LINK-054,https://jus-tice.co.il/divorce-property-division/,https://jus-tice.co.il/division-of-a-couples-apartment-and-its-implications-for-charging-the-ketubah/,GUIDE_TO_CASE_SUPPORT,P2,apartment and ketubah division,Use only as case/context support,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Large article not automatically a pillar
FD-LINK-055,https://jus-tice.co.il/division-of-a-couples-apartment-and-its-implications-for-charging-the-ketubah/,https://jus-tice.co.il/divorce-property-division/,CASE_SUPPORT_TO_GUIDE,P2,property division in divorce,Add after duplicate review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Case/context page should link to guide if kept
FD-LINK-056,https://jus-tice.co.il/family-judgment-31661-07-16/,https://jus-tice.co.il/divorce-property-division/,CASE_SUPPORT_TO_GUIDE,P2,property division in divorce,Use as case-support link only,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Narrow judgement page should not be pillar
FD-LINK-057,https://jus-tice.co.il/unequal-pension-split-verdict-against-husband/,https://jus-tice.co.il/divorce-property-division/,CASE_SUPPORT_TO_GUIDE,P2,pension division,Use as pension context support,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Do not over-generalize from one verdict
FD-LINK-058,https://jus-tice.co.il/property-jurisdiction-divorce-claim-section-4a/,https://jus-tice.co.il/divorce-property-division/,SUPPORT_TO_GUIDE,P2,property jurisdiction in divorce,Add if jurisdiction section exists,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Legal framing needed
FD-LINK-059,https://jus-tice.co.il/divorce-resource-balancing-case21019-01-21/,https://jus-tice.co.il/divorce-property-division/,CASE_SUPPORT_TO_GUIDE,P2,resource balancing,Use as case-support link only,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Support not pillar
FD-LINK-060,https://jus-tice.co.il/spouse-property-registration-guide/,https://jus-tice.co.il/divorce-property-division/,BOUNDARY_SUPPORT_TO_GUIDE,P2,spouse property registration,Use only if family/real-estate boundary is clear,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Real-estate/family boundary page
FD-LINK-061,https://jus-tice.co.il/divorce-property-division/,https://jus-tice.co.il/consensual-divorce/,SUPPORT_CROSSLINK,P2,divorce agreement,Add from agreement/property settlement section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Property division and agreements are related support intents
FD-LINK-062,https://jus-tice.co.il/family-dispute-resolution/,https://jus-tice.co.il/request-for-family-dispute-settlements/,GUIDE_TO_PROTECTED_PAGE,P1,family dispute settlement request,Link only after comparison/merge plan,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Direct old page matches dispute-resolution intent
FD-LINK-063,https://jus-tice.co.il/request-for-family-dispute-settlements/,https://jus-tice.co.il/family-dispute-resolution/,PROTECTED_PAGE_TO_GUIDE,P1,family dispute resolution,Add only after final guide role approved,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Protect existing intent page while building clean support
FD-LINK-064,https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/,https://jus-tice.co.il/family-dispute-resolution/,CONTEXT_SUPPORT_TO_GUIDE,P2,family dispute resolution,Use as policy/editorial context only,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Large analysis should not become service guide
FD-LINK-065,https://jus-tice.co.il/form-6-request-urgent-relief-dispute-settlement/,https://jus-tice.co.il/family-dispute-resolution/,FORM_SUPPORT_TO_GUIDE,P1,urgent relief in family dispute,Add only after procedural source review,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Form/procedure advice needs legal/source review
FD-LINK-066,https://jus-tice.co.il/family-dispute-resolution/,https://jus-tice.co.il/consensual-divorce/,SUPPORT_CROSSLINK,P1,consensual divorce,Add from settlement/low-conflict path section,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Dispute-resolution users may need consensual path
FD-LINK-067,https://jus-tice.co.il/family-dispute-resolution/,https://jus-tice.co.il/child-custody/,SUPPORT_CROSSLINK,P2,child custody,Add if child-related dispute section exists,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Family disputes often involve custody issues
FD-LINK-068,https://jus-tice.co.il/family-dispute-resolution/,https://jus-tice.co.il/child-support/,SUPPORT_CROSSLINK,P2,child support,Add if child-related dispute section exists,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,Family disputes often involve support issues
FD-LINK-069,https://jus-tice.co.il/family-law/,https://jus-tice.co.il/divorce-lawyer/,HUB_TO_PILLAR_REVIEW,P1,divorce lawyer,Use only after family hub role is approved,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,Family hub must not duplicate divorce pillar
FD-LINK-070,https://jus-tice.co.il/family-law/,https://jus-tice.co.il/child-support/,HUB_TO_SUPPORT_REVIEW,P2,child support,Use only after hub template/content review,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,Family hub may route to support pages after approval
FD-LINK-071,https://jus-tice.co.il/family-law/,https://jus-tice.co.il/child-custody/,HUB_TO_SUPPORT_REVIEW,P2,child custody,Use only after hub template/content review,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,Family hub may route to support pages after approval
FD-LINK-072,https://jus-tice.co.il/experienced-family-law-attorney/,https://jus-tice.co.il/family-law/,BROAD_HUB_REVIEW,P3,family law,Do not use as ranking or verified-lawyer signal,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,Broad commercial family-law article can compete with hub
FD-LINK-073,https://jus-tice.co.il/the-recommended-family-lawyers/,FAMILY_RANKING_POLICY,TRUST_SIGNAL_NO_LINK,P0,recommended family lawyers,Do not use as trust signal until policy/real data,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,Recommendation language is compliance-sensitive
FD-LINK-074,https://jus-tice.co.il/most-recommended-family-lawyer/,FAMILY_RANKING_POLICY,TRUST_SIGNAL_NO_LINK,P0,most recommended family lawyer,Do not use as trust signal until policy/real data,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,Recommendation language overlaps family and inheritance intent
FD-LINK-075,https://jus-tice.co.il/top-experts-family-law/,FAMILY_RANKING_POLICY,TRUST_SIGNAL_NO_LINK,P0,top family law experts,Do not use as trust signal until policy/real data,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,Unsupported top/expert labels are blocked
FD-LINK-076,https://jus-tice.co.il/petah-tikva-divorce-lawyer/,CITY_PRACTICE_STRATEGY,CITY_NO_LINK_YET,P3,Petah Tikva divorce lawyer,Do not place in core cluster until city strategy,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,City-practice pages need separate matrix
FD-LINK-077,https://jus-tice.co.il/trusted-divorce-attorney-guide/,https://jus-tice.co.il/divorce-lawyer/,TRUST_LANGUAGE_REVIEW,P2,choosing a divorce attorney,Use only after unverified trust language is rewritten,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,Trusted language needs compliance review
FD-LINK-078,https://jus-tice.co.il/women-lawyer-vs-men-divorce-lawyer/,https://jus-tice.co.il/divorce-lawyer/,SELECTION_SUPPORT_REVIEW,P2,choosing a divorce lawyer,Use only as neutral selection guidance,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,Avoid gendered or misleading claims
FD-LINK-079,https://jus-tice.co.il/how-to-become-a-family-lawyer/,LAWYER_EDUCATION_BOUNDARY,BOUNDARY_NO_LINK,P3,family lawyer career,Do not link from crisis user funnel,VERIFIED_BOUNDARY,NOT_EXECUTED,Lawyer education is not user legal-help intent
FD-LINK-080,https://jus-tice.co.il/online-family-law-services/,LEGALTECH_PRODUCT_BOUNDARY,BOUNDARY_NO_LINK,P3,online family law services,Do not link as product promise until product ready,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,Unavailable product claims must be blocked
FD-LINK-081,https://jus-tice.co.il/new-trends-ai-family-law/,LEGALTECH_EDITORIAL_BOUNDARY,BOUNDARY_NO_LINK,P3,AI family law,Do not place in core help funnel until reviewed,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,Editorial/LegalTech trend content not legal-help support
FD-LINK-082,REFERENCE:MAYA-ROTENBERG-PROFILE-001,FAMILY_DIVORCE_APPROVED_ARTICLE_SET,LAWYER_PROFILE_TO_CLUSTER_HOLD,P1,Maya Rotenberg family law articles,Connect only verified profile facts to approved family/divorce articles after mini-site review,OWNER_COMPLIANCE_APPROVAL_REQUIRED,NOT_EXECUTED,No fake reviews ratings badges or top-ranked claims
