id,url,slug,title,status
12871,http://jus-tice.co.il/petah-tikva-divorce-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a4%d7%aa%d7%97-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%95%d7%94%d7%9e%d7%a8%d7%9b,"עורך דין גירושין מומלץ פתח תקווה והמרכז | 2025 נתונים והנחיות גירושין",publish
12857,http://jus-tice.co.il/posta/,%d7%a4%d7%95%d7%a1%d7%98%d7%94-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%9d,"פוסטה פלילים",publish
12851,http://jus-tice.co.il/7776-09-24/,%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a9%d7%95%d7%a8%d7%aa-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%91%d7%a9%d7%9c-%d7%a7%d7%a9%d7%99%d7%99%d7%9d-%d7%91%d7%96%d7%99,"זיכוי לנאשם בשורת עבירות בשל קשיים בזיהוי (ת&#8221;פ 7776-09-24 חסדאי)",publish
12841,http://jus-tice.co.il/ai-for-law-firms/,%d7%94%d7%98%d7%9e%d7%a2%d7%aa-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%91%d7%9e%d7%a9%d7%a8%d7%93%d7%99-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f,"הטמעת בינה מלאכותית AI במשרדי עורכי דין",publish
12681,http://jus-tice.co.il/1520884-1/,%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%95-%d7%a0%d7%a7%d7%91%d7%a2-%d7%97%d7%99%d7%95%d7%91-%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa,"אישור הסכם גירושין בו נקבע חיוב מזונות שיוויוני &#8211; 1520884-1 &#8211; ביה&#8221;ד באר שבע",publish
12678,http://jus-tice.co.il/1331339-3/,%d7%94%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%a2%d7%9e%d7%95%d7%93-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%a2%d7%9c-%d7%9e%d7%a7%d7%95%d7%9d-%d7%9e%d7%92%d7%95%d7%a8%d7%99-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d,"החובה לעמוד בהסכם על מקום מגורי הילדים ולשאת בתוצאות הפרתו_ שיבתו לתוקף של פטור ממזונות שניתן בגין ההפרה &#8211; 1331339-3 &#8211; ביה&#8221;ד הגדול",publish
12675,http://jus-tice.co.il/1331339-1/,%d7%90%d7%9b%d7%99%d7%a4%d7%aa-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9b%d7%a9%d7%99%d7%a9-%d7%97%d7%a9%d7%a9-%d7%a9%d7%90%d7%9b%d7%99%d7%a4%d7%aa%d7%95-%d7%a2%d7%9c%d7%95%d7%9c%d7%94-%d7%9c%d7%94%d7%91%d7%99,"אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת הילדים – איזונים והכרעה &#8211; 1331339-1 &#8211; ביה&#8221;ד הגדול",publish
12670,http://jus-tice.co.il/209051/11/,%d7%a4%d7%a1%d7%93-%d7%a8%d7%91%d7%a0%d7%99-2025-%d7%91%d7%a7%d7%a9%d7%aa-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%9c%d7%94%d7%a7%d7%93%d7%9e%d7%aa-%d7%9e%d7%95%d7%a2%d7%93-%d7%a4%d7%99%d7%a8%d7%95,"פס&#8221;ד רבני (2025) בקשת האישה להקדמת מועד פירוק שיתוף דירה טרם התאריך שנקבע בהסכם",publish
12663,http://jus-tice.co.il/investment-loss-compensation/,%d7%a4%d7%99%d7%a6%d7%95%d7%99-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%a2%d7%a7%d7%91%d7%95%d7%aa-%d7%94%d7%a4%d7%a1%d7%93-%d7%91%d7%a9%d7%95%d7%a7-%d7%94%d7%94%d7%95%d7%9f-%d7%a4%d7%95%d7%a8,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו | סוגי הונאות (2025)",publish
12655,http://jus-tice.co.il/real-estate-lawyer-cost-2025/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%9b%d7%99%d7%a8%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%9e%d7%97%d7%99%d7%a8-2025-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95,"עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין",publish
12652,http://jus-tice.co.il/business-license/,%d7%99%d7%95%d7%a2%d7%a5-%d7%a8%d7%99%d7%a9%d7%95%d7%99-%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%97%d7%94-%d7%a8%d7%99%d7%a9%d7%95%d7%99,"יועץ רישוי עסקים | עורך דין מומחה רישוי עסק | מדריך ומחירון (2025)",publish
12650,http://jus-tice.co.il/1495176/4/,%d7%aa%d7%99%d7%a7-1495176-4-%d7%99%d7%95%d7%9c%d7%99-2025-%d7%a9%d7%90%d7%9c%d7%aa-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%90%d7%96%d7%95%d7%a8%d7%99,"תיק 1495176/4 יולי 2025 | שאלת סמכות בית הדין האזורי לדון בעניין מזונות הילדים",publish
12626,http://jus-tice.co.il/online-rent-agreement/,%d7%97%d7%95%d7%96%d7%94-%d7%a9%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%a2%d7%93%d7%9b%d7%a0%d7%99-2025,"חוזה שכירות אונליין (עדכני 2025)",publish
12622,http://jus-tice.co.il/australia-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%9c,"עורך דין באוסטרליה | עו&#8221;ד ישראלי אוסטרליה",publish
12616,http://jus-tice.co.il/israel-tax-authority/,%d7%a8%d7%a9%d7%95%d7%aa-%d7%94%d7%9e%d7%a1%d7%99%d7%9d-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%95%d7%9c-%d7%a8%d7%a9%d7%95%d7%99%d7%95%d7%aa-%d7%94%d7%9e%d7%a1,"רשות המסים בישראל | ייצוג מול רשויות המס",publish
12611,http://jus-tice.co.il/1509592-1/,%d7%9c%d7%90-%d7%91%d7%a0%d7%a7%d7%9c-%d7%99%d7%91%d7%95%d7%98%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-1509592-1-%d7%91%d7%99%d7%94%d7%93,"לא בנקל יבוטל הסכם גירושין &#8211; 1509592-1 &#8211; ביה&#8221;ד הגדול‎",publish
12609,http://jus-tice.co.il/israel-real-estate-price-forecast/,%d7%9e%d7%97%d7%99%d7%a8%d7%99%d7%9d-%d7%a2%d7%93%d7%9b%d7%a0%d7%99%d7%99%d7%9d-2025-%d7%95%d7%aa%d7%97%d7%96%d7%99%d7%aa-%d7%9c%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%a8,"מחירים עדכניים (2025) ותחזית לשוק הנדל&#8221;ן | רכישת נדל&#8221;ן בישראל בלווי עורך דין",publish
12605,http://jus-tice.co.il/cyprus-prices/,%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%95%d7%a2%d7%9c%d7%99%d7%95%d7%aa-%d7%a0%d7%9c%d7%95%d7%95%d7%aa-%d7%a8,"מחירון 2025 נכסים בקפריסין ועליות נלוות | רכישה בלווי משפטי לישראלים",publish
12600,http://jus-tice.co.il/greece-price-list/,%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%97%d7%99%d7%a8%d7%99-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-2025-%d7%9c%d7%a4%d7%99-%d7%90%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a2,"יוון &#8211; מחירי רכישה 2025 לפי אזורים | מדריך עדכני לרכישת נדל&#8221;ן ביוון לישראלים בלווי עורך דין",publish
12596,http://jus-tice.co.il/family-judgment-31661-07-16/,%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a8%d7%9b%d7%95%d7%a9%d7%99%d7%aa-%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%92%d7%93-%d7%91%d7%9f-%d7%96%d7%95%d7%92%d7%94,"פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי במקלטי מס, נאמנויות ותאגידים זרים | תמ״ש 31661-07-16",publish
12588,http://jus-tice.co.il/divorce-costs-2025/,%d7%a2%d7%9c%d7%95%d7%99%d7%95%d7%aa-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-2025-%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%94,"עלויות גירושין 2025 | מחירון מעודכן השוואה ובחירה בין עורכי דין לענייני גירושין",publish
12583,http://jus-tice.co.il/portugal-relocation/,%d7%a8%d7%99%d7%9c%d7%95%d7%a7%d7%99%d7%99%d7%a9%d7%9f-%d7%9c%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-2025-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%9e%d7%a2,"רילוקיישן לפורטוגל 2025: המדריך המקיף למעבר לפורטוגל",publish
12571,http://jus-tice.co.il/bdi-coface/,bdi-coface,"BDI Coface",publish
12558,http://jus-tice.co.il/dun-bradstreet/,%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-dun-bradstreet-db-%d7%95%d7%93%d7%99%d7%a8%d7%95%d7%92-duns-100,"סוכנות הדירוג Dun &#038; Bradstreet (D&#038;B) ודירוג Dun’s 100",publish
12552,http://jus-tice.co.il/the-legal-500/,the-legal-500,"The Legal 500",publish
12546,http://jus-tice.co.il/chambers-and-partners/,%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%93%d7%99%d7%a8%d7%95%d7%92-chambers-and-partners,"Chambers and Partners",publish
12539,http://jus-tice.co.il/iflr1000/,%d7%93%d7%99%d7%a8%d7%95%d7%92-iflr1000-international-financial-law-review-iflr,"IFLR1000",publish
12535,http://jus-tice.co.il/1360470/5/,%d7%a2%d7%a7%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%94%d7%9c%d7%9b%d7%aa%d7%99%d7%99%d7%9d-%d7%95%d7%99%d7%99%d7%a9%d7%95%d7%9d-%d7%a7%d7%91%d7%99%d7%a2%d7%aa%d7%9d-%d7%a9%d7%9c-%d7%94%d7%a1%d7%93%d7%a8,"עקרונות הלכתיים ויישום קביעתם של הסדרי השהות בגירושין על פי טובת הילד | חיובי המזונות היקפם וחלוקתם",publish
12525,http://jus-tice.co.il/ai-lawyer-ranking/,%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%a9%d7%a0%d7%aa-2025,"דירוג עורכי דין בינה מלאכותית AI | שנת 2025",publish
12495,http://jus-tice.co.il/fbi-cyber-division/,%d7%99%d7%97%d7%99%d7%93%d7%aa-%d7%94-cyber-division-%d7%a9%d7%9c-%d7%94-fbi,"יחידת ה-Cyber Division של ה-FBI | עו&#8221;ד סייבר",publish
12491,http://jus-tice.co.il/us-securities-and-exchange-commission/,%d7%a8%d7%a9%d7%95%d7%aa-%d7%a0%d7%99%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a2%d7%a8%d7%9a-%d7%a9%d7%9c-%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa-sec-%d7%a2%d7%95%d7%93,"(SEC) רשות ניירות הערך של ארצות הברית  | עו&#8221;ד ישראלי",publish
12481,http://jus-tice.co.il/federal-bureau-of-investigation/,fbi-%d7%9c%d7%a9%d7%9b%d7%aa-%d7%94%d7%97%d7%a7%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%a4%d7%93%d7%a8%d7%9c%d7%99%d7%aa-%d7%90%d7%a8%d7%94%d7%91-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%99,"FBI לשכת החקירות הפדרלית ארה&#8221;ב |  עורך דין פלילי F.B.I",publish
12464,http://jus-tice.co.il/lahav-433/,%d7%9c%d7%94%d7%91-433-%d7%9e%d7%91%d7%a0%d7%94-%d7%94%d7%99%d7%97%d7%99%d7%93%d7%94-%d7%9b%d7%aa%d7%95%d7%91%d7%aa-%d7%95%d7%98%d7%9c%d7%a4%d7%95%d7%9f-%d7%9e%d7%a9%d7%98%d7%a8%d7%aa-%d7%99%d7%a9,"להב 433: מבנה היחידה כתובות וטלפונים | משטרת ישראל להב 433",publish
12446,http://jus-tice.co.il/drug-offenses-criminal-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a1%d7%9e%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9c%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a1%d7%9e,"עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים",publish
12436,http://jus-tice.co.il/tax-investigation-guide/,%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9c%d7%a7%d7%a8%d7%90%d7%aa-%d7%97%d7%a7%d7%99%d7%a8%d7%94-%d7%91%d7%9e%d7%a1-%d7%94%d7%9b%d7%a0%d7%a1%d7%94-%d7%9b%d7%9c-%d7%9e%d7%94-%d7%a9%d7%a6%d7%a8,"מדריך 2025 לקראת חקירה במס הכנסה &#8211; כל מה שצריך לדעת |  חקירות מס הכנסה ועבירות מס",publish
12433,http://jus-tice.co.il/porto-portugal-real-estate/,%d7%a4%d7%95%d7%a8%d7%98%d7%95-%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a2%d7%91%d7%95%d7%a8-%d7%99%d7%a9%d7%a8,"פורטו, פורטוגל &#8211; השקעות נדל&#8221;ן עבור ישראלים",publish
12428,http://jus-tice.co.il/famous-criminal-defense-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9e%d7%a4%d7%95%d7%a8%d7%a1%d7%9d-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%a4%d7%9c%d7%99%d7%9c,"עורך דין פלילי מפורסם | עורכי הדין הפליליים המובילים בישראל ובעולם (2025)",publish
12425,http://jus-tice.co.il/economic-crimes-white-collar-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%9b%d7%9c%d7%9b%d7%9c%d7%99%d7%95%d7%aa-%d7%95%d7%a6%d7%95%d7%95%d7%90%d7%a8%d7%95%d7%9f-%d7%9c%d7%91%d7%9f-%d7%9e,"עורך דין עבירות כלכליות וצווארון לבן | מהן עבירות כלכליות וצווארון לבן?",publish
12412,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%95%d7%a8%d7%a7%d7%a1-%d7%9e%d7%94-%d7%96%d7%94-%d7%a4%d7%95%d7%a8%d7%a7%d7%a1-forex,"עורך דין פורקס | מה זה פורקס?  FOREX",publish
12406,http://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D/,%d7%a1%d7%a7%d7%99%d7%a8%d7%aa-2025-%d7%a1%d7%93%d7%a8-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%97%d7%95%d7%a7-%d7%94%d7%9e%d7%a2%d7%a6%d7%a8%d7%99%d7%9d,"סקירת 2025 סדר דין פלילי &#8211; חוק המעצרים",publish
12401,http://jus-tice.co.il/international-inheritance-wills-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%99%d7%a0%d7%9c%d7%90%d7%95%d7%9e%d7%99-%d7%99%d7%a8%d7%95%d7%a9%d7%95%d7%aa-%d7%a6%d7%95%d7%95%d7%90%d7%95%d7%aa-%d7%95%d7%a2%d7%99%d7%96%d7%91,"עורך דין בינלאומי ירושות צוואות ועיזבונות | מדריך ליורשים ישראלים בחו&#8221;ל",publish
12394,http://jus-tice.co.il/45983-03-22/,%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%90%d7%91%d7%99%d7%99%d7%9d-%d7%91%d7%a8%d7%a7%d7%90%d7%99-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a9%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%95-%d7%9e%d7%97%d7%9c%d7%95,"השופט אביים ברקאי: פסק דין שעניינו מחלוקת בהגדרת משק לצורך חלוקות עתידיות כ&#8221;נחלה מלאה&#8221; אל מול &#8220;נחלה חסרה&#8221; (ת&#8221;א 45983-03-22)",publish
12389,http://jus-tice.co.il/10284-05-21/,%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%a0%d7%99%d7%a8-%d7%9e%d7%99%d7%a9%d7%95%d7%a8%d7%99-%d7%9c%d7%91-%d7%98%d7%95%d7%91-%d7%92%d7%96%d7%a8-%d7%93%d7%99%d7%9f-%d7%91%d7%a2%d7%a0%d7%99%d7%99%d7%9f,"השופט ניר מישורי לב טוב: גזר דין בעניין עבירות לשון הרע (ת&#8221;פ 10284-05-21)",publish
