row_id,source_system,post_id,post_type,wp_status,current_url,current_slug,current_title,proposed_title,proposed_english_slug,proposed_new_url,canonical_url,content_body_file,content_body_exists,word_count,h1,meta_title,meta_description,rank_math_title,rank_math_description,author,reviewer,published_date,modified_date,categories,tags,practice_area,primary_cluster,secondary_cluster,pillar_page,supporting_page,cluster_role,primary_keyword,secondary_keywords,search_intent,gsc_clicks_3m,gsc_impressions_3m,gsc_ctr_3m,gsc_position_3m,gsc_clicks_12m,gsc_impressions_12m,gsc_ctr_12m,gsc_position_12m,top_queries,traffic_risk,cannibalization_group,cannibalization_notes,recommended_action,action_reason,redirect_required,redirect_type,redirect_target,redirect_priority,internal_links_needed,official_sources_needed,schema_needed,eeat_missing,legal_compliance_notes,content_gap_notes,business_opportunity,lead_gen_opportunity,lawyer_profile_opportunity,city_page_opportunity,import_ready,owner_review_required,data_gaps,backlink_check_needed,last_reviewed_by,last_reviewed_date,agent_notes
407,wp-rest-api+gsc-api+old-inventory,7197,articles,publish,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1268522/4-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%A4%D7%AA%D7%97-%D7%AA%D7%A7%D7%95%D7%95%D7%94,%d7%a4%d7%a1%d7%93-%d7%97%d7%9c%d7%95%d7%a7%d7%aa-%d7%90%d7%95%d7%a4%d7%a6%d7%99%d7%95%d7%aa-%d7%95%d7%9e%d7%a0%d7%99%d7%95%d7%aa-1268522-4-%d7%91%d7%99%d7%94%d7%93-%d7%a4%d7%aa%d7%97,פס&#8221;ד &#8211; חלוקת &#8216;אופציות&#8217; ומניות &#8211; 1268522-4 &#8211; ביה&#8221;ד פתח תקווה,,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1268522/4-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%A4%D7%AA%D7%97-%D7%AA%D7%A7%D7%95%D7%95%D7%94,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-05-20,2022-05-20,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,10,2211,0.45%,33.7,UNKNOWN,MEDIUM,,,NEEDS_CLUSTER_CLASSIFICATION,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
408,wp-rest-api+gsc-api+old-inventory,6648,articles,publish,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1301763/3-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%92%D7%93%D7%95%D7%9C-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D,%d7%95%d7%99%d7%aa%d7%95%d7%a8-%d7%a2%d7%9c-%d7%94%d7%9b%d7%aa%d7%95%d7%91%d7%94-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%94%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%91%d7%95%d7%98%d7%9c-%d7%9e,ויתור על הכתובה בהסכם הגירושין מבוטל מששבו בני הזוג לשלום בית,,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1301763/3-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%92%D7%93%D7%95%D7%9C-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-02-09,2022-02-09,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,8,1093,0.73%,37.8,UNKNOWN,LOW,,,NEEDS_CLUSTER_CLASSIFICATION,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,NORMAL,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
409,wp-rest-api+gsc-api+old-inventory,7334,articles,publish,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-916847/5-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%90%D7%A9%D7%93%D7%95%D7%93,%d7%97%d7%9c%d7%95%d7%a7%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a9%d7%99%d7%aa%d7%95%d7%a4%d7%99%d7%aa-%d7%91%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%94%d7%a1%d7%aa%d7%9e%d7%9a-%d7%a2%d7%9c,חלוקת דירה שיתופית בגירושין- בהסתמך על מחיר שמאות או במחיר התמחרות שוק,,family-law-needs-slug-review,https://jus-tice.co.il/family-law-needs-slug-review/,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-916847/5-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%90%D7%A9%D7%93%D7%95%D7%93,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-06-06,2022-06-06,,,NEEDS_WP_REST_PULL,family-law,UNKNOWN,NEEDS_MAPPING_family-law,,,UNKNOWN,UNKNOWN,UNKNOWN,2,87,2.30%,31.5,20,3992,0.50%,40.6,????? ???????? (0c/34i/p18.3) | ????? ???? ???????? (0c/11i/p49.9) | ????? ??? ???????? (0c/7i/p73.3) | ???? ??? ??????? (0c/4i/p83.0) | ????? ????? ??????? (0c/3i/p95.0),MEDIUM,מכירת בית בגירושין | חלוקת דירה בגירושין | עורך דין התמחרות,3 competing queries,NEEDS_MERGE_REVIEW,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,Lead gen via family-law,lawyer-contact-form,YES,YES,READY_FOR_REVIEW,YES,NEEDS_CATEGORIES;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
410,wp-rest-api+gsc-api+old-inventory,6473,articles,publish,https://jus-tice.co.il/%D7%AA%D7%9E%D7%A9-14076-10-16-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%A0-%D7%A4%D7%9C%D7%95%D7%A0%D7%99,%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%97%d7%92%d7%99%d7%aa-%d7%9e%d7%98%d7%9c%d7%99%d7%9f-%d7%a4%d7%a1%d7%93-%d7%91%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa-%d7%99,השופטת חגית מטלין: פס&#8221;ד בבקשה למזונות ילדים של אם כנגד אב,,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%9E%D7%A9-14076-10-16-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%A0-%D7%A4%D7%9C%D7%95%D7%A0%D7%99,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2021-10-03,2021-10-03,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,30,1025,2.93%,14.3,UNKNOWN,MEDIUM,,,NEEDS_CLUSTER_CLASSIFICATION,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
411,wp-rest-api+gsc-api+old-inventory,8066,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A0%D7%90%D7%99-%D7%94%D7%94%D7%A1%D7%92%D7%A8%D7%94-%D7%95%D7%A1%D7%99%D7%99%D7%92%D7%99%D7%94,%d7%aa%d7%a0%d7%90%d7%99-%d7%94%d7%94%d7%a1%d7%92%d7%a8%d7%94-%d7%95%d7%a1%d7%99%d7%99%d7%92%d7%99%d7%94,תנאי ההסגרה וסייגיה,,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%A0%D7%90%D7%99-%D7%94%D7%94%D7%A1%D7%92%D7%A8%D7%94-%D7%95%D7%A1%D7%99%D7%99%D7%92%D7%99%D7%94,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-11-16,2022-11-16,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,6,1479,0.41%,47.4,UNKNOWN,LOW,,,NEEDS_CLUSTER_CLASSIFICATION,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,NORMAL,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
412,wp-rest-api+gsc-api+old-inventory,1615,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A2%D7%95%D7%93%D7%AA-%D7%9E%D7%97%D7%9C%D7%94-%D7%9C%D7%A2%D7%95%D7%91%D7%93-%D7%94%D7%A9%D7%95%D7%94%D7%94-%D7%91%D7%91%D7%99%D7%93%D7%95%D7%93-%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94,%d7%aa%d7%a2%d7%95%d7%93%d7%aa-%d7%9e%d7%97%d7%9c%d7%94-%d7%9c%d7%a2%d7%95%d7%91%d7%93-%d7%94%d7%a9%d7%95%d7%94%d7%94-%d7%91%d7%91%d7%99%d7%93%d7%95%d7%93-%d7%a0%d7%92%d7%99%d7%a3-%d7%94%d7%a7%d7%95,תעודת מחלה גורפת לעובד השוהה בבידוד נגיף הקורונה החדש,,employment-law-needs-slug-review,https://jus-tice.co.il/employment-law-needs-slug-review/,https://jus-tice.co.il/%D7%AA%D7%A2%D7%95%D7%93%D7%AA-%D7%9E%D7%97%D7%9C%D7%94-%D7%9C%D7%A2%D7%95%D7%91%D7%93-%D7%94%D7%A9%D7%95%D7%94%D7%94-%D7%91%D7%91%D7%99%D7%93%D7%95%D7%93-%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2020-02-29,2021-03-04,,,NEEDS_WP_REST_PULL,employment-law,UNKNOWN,NEEDS_MAPPING_employment-law,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,0,1904,0.00%,50.2,UNKNOWN,LOW,,,NEEDS_CONTENT_REVIEW,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,NORMAL,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,Lead gen via employment-law,lawyer-contact-form,YES,YES,READY_FOR_REVIEW,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
413,wp-rest-api+gsc-api+old-inventory,10008,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A2%D7%95%D7%93%D7%AA-%D7%A8%D7%95%D7%A4%D7%90-%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%A0%D7%99,%d7%aa%d7%a2%d7%95%d7%93%d7%aa-%d7%a8%d7%95%d7%a4%d7%90-%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%a0%d7%95%d7%98%d7%a8%d7%99%d7%95%d7%a0%d7%99,תעודת רופא | אישור נוטריוני,,medical-malpractice-needs-slug-review,https://jus-tice.co.il/medical-malpractice-needs-slug-review/,https://jus-tice.co.il/%D7%AA%D7%A2%D7%95%D7%93%D7%AA-%D7%A8%D7%95%D7%A4%D7%90-%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%A0%D7%99,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2023-09-19,2023-09-19,,,NEEDS_WP_REST_PULL,medical-malpractice,UNKNOWN,NEEDS_MAPPING_medical-malpractice,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,3,663,0.45%,18.3,UNKNOWN,LOW,,,NEEDS_CONTENT_REVIEW,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,NORMAL,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,Lead gen via medical-malpractice,lawyer-contact-form,YES,YES,READY_FOR_REVIEW,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
414,wp-rest-api+gsc-api+old-inventory,7487,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A4%D7%97%D7%A226551-01-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A3%D7%A2%D7%A6%D7%99%D7%A8,%d7%94%d7%9b%d7%a8%d7%a2%d7%aa-%d7%93%d7%99%d7%9f-%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a9%d7%95%d7%a8%d7%94-%d7%a9%d7%9c-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%9e%d7%99%d7%9f-%d7%95%d7%9e%d7%a2%d7%a9,פלילי: הרשעת נאשם בשורה של עבירות מין ומעשים מגונים שביצע במספר קטינים (תפח&#8221;ע 26551-01-21),,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%A4%D7%97%D7%A226551-01-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A3%D7%A2%D7%A6%D7%99%D7%A8,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-06-16,2022-06-16,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,53,2085,2.54%,45.1,UNKNOWN,MEDIUM,,,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
415,wp-rest-api+gsc-api+old-inventory,11982,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%9D-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94%D7%A1%D7%99%D7%99%D7%91%D7%A8,%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%9d-%d7%a9%d7%9c-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%94%d7%a1%d7%99%d7%99%d7%91%d7%a8,תפקידם של עורכי דין בתחום הסייבר,,cyber-privacy-needs-slug-review,https://jus-tice.co.il/cyber-privacy-needs-slug-review/,https://jus-tice.co.il/%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%9D-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94%D7%A1%D7%99%D7%99%D7%91%D7%A8,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2025-02-15,2025-02-15,,,NEEDS_WP_REST_PULL,cyber-privacy,UNKNOWN,NEEDS_MAPPING_cyber-privacy,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,0,112,0.00%,20.7,UNKNOWN,LOW,,,NEEDS_CONTENT_REVIEW,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,NORMAL,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,Lead gen via cyber-privacy,lawyer-contact-form,YES,YES,READY_FOR_REVIEW,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
416,wp-rest-api+gsc-api+old-inventory,8073,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A469728-06-20%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%A1%D7%95%D7%9C%D7%95%D7%9E%D7%95%D7%9F,%d7%94%d7%9b%d7%a8%d7%a2%d7%aa-%d7%93%d7%99%d7%9f-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a7%d7%91%d7%9c%d7%aa-%d7%a9%d7%95%d7%97%d7%93-%d7%9e%d7%99,"הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה והפרת אמונים בידי עובד ציבור (ת&#8221;פ 69728-06-20)",,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%A469728-06-20%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%A1%D7%95%D7%9C%D7%95%D7%9E%D7%95%D7%9F,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-11-17,2022-11-17,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,52,3245,1.60%,31.6,UNKNOWN,MEDIUM,,,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
417,wp-rest-api+gsc-api+old-inventory,7677,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99,%d7%92%d7%96%d7%93-%d7%a4%d7%a1%d7%99%d7%9b%d7%95%d7%9c%d7%95%d7%92-%d7%99%d7%95%d7%91%d7%9c-%d7%9b%d7%a8%d7%9e%d7%99-3-%d7%a9%d7%a0%d7%95%d7%aa-%d7%9e%d7%90%d7%a1%d7%a8-%d7%a2%d7%95%d7%a0%d7%a9,גז&#8221;ד פסיכולוג יובל כרמי 3 שנות מאסר עונש בגין עבירות של יחסי מין ומעשה מגונה בין מטפל למטופל (ת&#8221;פ 7140-09-21),,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2022-08-31,2022-08-31,,,NEEDS_WP_REST_PULL,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,33,1704,1.94%,15.0,UNKNOWN,MEDIUM,,,NEEDS_CLUSTER_CLASSIFICATION,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,,lawyer-contact-form,YES,YES,NO,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
418,wp-rest-api+gsc-api+old-inventory,6048,articles,publish,https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956,%d7%aa%d7%a7%d7%a0%d7%95%d7%aa-%d7%94%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%94%d7%9c%d7%90%d7%95%d7%9e%d7%99-%d7%a7%d7%91%d7%99%d7%a2%d7%aa-%d7%93%d7%a8%d7%92%d7%aa-%d7%a0%d7%9b%d7%95%d7%aa-%d7%9c%d7%a0,"תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשט&#8221;ז-1956",,employment-law-needs-slug-review,https://jus-tice.co.il/employment-law-needs-slug-review/,https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,YES,UNKNOWN,UNKNOWN,,UNKNOWN,NEEDS_WP_REST_PULL,NEEDS_WP_REST_PULL,282,NEEDS_ASSIGNMENT,2021-08-17,2021-08-17,,,NEEDS_WP_REST_PULL,employment-law,UNKNOWN,NEEDS_MAPPING_employment-law,,,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0%,NOT_IN_GSC_3M,37,11091,0.33%,18.9,UNKNOWN,MEDIUM,,,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,,UNKNOWN_NEEDS_APPROVAL,301_IF_APPROVED,UNKNOWN,HIGH,NEEDS_MAPPING,NEEDS_REVIEW,"Article,BreadcrumbList","author,reviewer,last-updated",Add: אין באמור ייעוץ משפטי,,Lead gen via employment-law,lawyer-contact-form,YES,YES,READY_FOR_REVIEW,YES,NEEDS_CATEGORIES;NEEDS_GSC_3M;NEEDS_BACKLINK_TOOL,YES_NEEDS_BACKLINK_TOOL,agent-2026-05-13,2026-05-13,
