"row_id","post_id","post_type","status","current_url","current_slug","proposed_english_slug","proposed_new_url","title","title_source","h1","seo_title","meta_description","content_body_available","content_body_file","word_count","date_published","date_modified","author","categories","tags","practice_area","city","related_lawyer","related_lawyer_profile_url","primary_cluster","secondary_cluster","classification_basis","pillar_page","supporting_page","search_intent","primary_keyword","secondary_keywords","gsc_clicks_export","gsc_impressions_export","gsc_ctr_export","gsc_position_export","top_queries","traffic_risk","content_quality_score","duplicate_title_risk","duplicate_topic_risk","cannibalization_group","recommended_action","redirect_required","redirect_target","redirect_type","canonical_action","internal_links_needed","official_sources_needed","category_action","menu_action","sitemap_action","homepage_action","owner_approval_required","import_ready","data_gaps","data_sources","notes","reviewed_by","reviewed_at"
"75","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99","?????-?????-??????-??????-???-????-?????","child-custody","https://jus-tice.co.il/child-custody/","????? ????? ?????? ?????? ??? ???? ?????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","family-law","UNKNOWN","HEURISTIC_SCORE_3","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","18","2341","0.77%","30.9","???? ???? ??? ??? ??? ???? (0c/51i/p16.4) | ??? ???? ???? (0c/8i/p10.4) | ???? ??????? ?????? ?????? (0c/1i/p88.0) | ???? ???? ???? ???? ??? (0c/1i/p89.0) | ?????? ?????? ????? ??? (0c/1i/p99.0)","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","YES","?????? ?????? ????? ???","NEEDS_MERGE_REVIEW","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"76","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%99%D7%97%D7%A1-%D7%9C%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%90%D7%A4%D7%95%D7%98%D7%A8%D7%95%D7%A4%D7%95%D7%A1-%D7%A8%D7%9E%D7%A9-49897-12-21","?????-????-?????-??????-?????????-???-49897-12-21","family-law-needs-slug-review","https://jus-tice.co.il/family-law-needs-slug-review/","????? ???? ????? ?????? ????????? ??? 49897 12 21","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","family-law","UNKNOWN","HEURISTIC_SCORE_1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","10","821","1.22%","57.4","UNKNOWN","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CONTENT_REVIEW","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"77","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%A9%D7%91%D7%99%D7%AA%D7%AA-%D7%94%D7%A0%D7%9E%D7%9C%D7%99%D7%9D-%D7%A1%D7%A7%D7%9B-55221-01-22","?????-?????-?????-??????-???-55221-01-22","employment-law-needs-slug-review","https://jus-tice.co.il/employment-law-needs-slug-review/","????? ????? ????? ?????? ??? 55221 01 22","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","employment-law","UNKNOWN","HEURISTIC_SCORE_1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","2","190","1.05%","27.2","??? ???? ????? (0c/1i/p61.0)","LOW","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CONTENT_REVIEW","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"78","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%94%D7%97%D7%96%D7%A8%D7%AA-%D7%A6%D7%99%D7%95%D7%93-%D7%A9%D7%94%D7%95%D7%97%D7%A8%D7%9D","?????-??????-????-??????-????-??????","UNKNOWN_NEEDS_SLUG_REVIEW","UNKNOWN_NEEDS_REVIEW","????? ?????? ???? ?????? ???? ??????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NO_MATCH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","2","340","0.59%","30.5","UNKNOWN","LOW","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"79","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%AA%D7%99%D7%A7-%D7%97%D7%93%D7%9C%D7%95%D7%AA-%D7%A4%D7%99%D7%A8%D7%A2%D7%95%D7%9F-%D7%A9%D7%9C-%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%95%D7%93%D7%99%D7%95-c","?????-????-?????-??????-??-????-??????-c","legal-database-rulings-needs-slug-review","https://jus-tice.co.il/legal-database-rulings-needs-slug-review/","????? ???? ????? ?????? ?? ???? ?????? c","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","legal-database-rulings","UNKNOWN","HEURISTIC_SCORE_1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","9","1015","0.89%","31.6","?????? (0c/59i/p5.5) | ??????? ????? (0c/25i/p10.8) | ??????? ????? ???? (0c/6i/p8.0) | ????? ??????? ????? (0c/3i/p9.7)","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CONTENT_REVIEW","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"80","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%97%D7%9E%D7%A8%D7%AA-%D7%A2%D7%95%D7%A0%D7%A9-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A0%D7%A9%D7%A7-%D7%9E%D7%9B%D7%99%D7%A8%D7%AA-%D7%9B%D7%9C%D7%99-%D7%A0%D7%A9%D7%A7-%D7%A9%D7%95%D7%A0%D7%99%D7%9D","?????-????-??????-????-?????-???-???-?????","UNKNOWN_NEEDS_SLUG_REVIEW","UNKNOWN_NEEDS_REVIEW","????? ???? ?????? ???? ????? ??? ??? ?????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NO_MATCH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","11","370","2.97%","23.5","UNKNOWN","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"81","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%91%D7%91%D7%A8-%D7%A9%D7%AA%D7%99%D7%99%D7%AA-%D7%90%D7%9C%D7%9B%D7%95%D7%94%D7%95%D7%9C-%D7%9E%D7%92%D7%95%D7%A4%D7%95-%D7%A9%D7%9C-%D7%90%D7%93%D7%9D-%D7%90%D7%97%D7%A8","?????-?????-???-?????-???????-?????-??-???-???","UNKNOWN_NEEDS_SLUG_REVIEW","UNKNOWN_NEEDS_REVIEW","????? ????? ??? ????? ??????? ????? ?? ??? ???","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NO_MATCH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","20","1891","1.06%","42.0","UNKNOWN","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"82","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%98%D7%A8%D7%99%D7%A7%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%95%D7%9B%D7%9C%D7%9B%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F","???????-?????????-?????-????????","family-law-needs-slug-review","https://jus-tice.co.il/family-law-needs-slug-review/","??????? ????????? ????? ????????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","family-law","UNKNOWN","HEURISTIC_SCORE_1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","16","709","2.26%","47.5","UNKNOWN","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CONTENT_REVIEW","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"83","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%9B%D7%A0%D7%94-%D7%9C%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94","????-??????-??????","police-investigation","https://jus-tice.co.il/police-investigation/","???? ?????? ??????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","criminal-law","UNKNOWN","HEURISTIC_SCORE_2","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","9","5783","0.16%","50.7","UNKNOWN","HIGH","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"84","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","????-?????-???-????-????-???-??????-??????-???-?????","pretrial-detention","https://jus-tice.co.il/pretrial-detention/","???? ????? ??? ???? ???? ??? ?????? ?????? ??? ?????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","criminal-law","UNKNOWN","HEURISTIC_SCORE_2","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","22","10165","0.22%","40.1","UNKNOWN","HIGH","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"85","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","?????-?????-???-????-????-???-??????-??????-???-?????","pretrial-detention","https://jus-tice.co.il/pretrial-detention/","????? ????? ??? ???? ???? ??? ?????? ?????? ??? ?????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","criminal-law","UNKNOWN","HEURISTIC_SCORE_2","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","0","1","0.00%","1.0","UNKNOWN","LOW","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CONTENT_REVIEW","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"86","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA","??????-????-???????","UNKNOWN_NEEDS_SLUG_REVIEW","UNKNOWN_NEEDS_REVIEW","?????? ???? ???????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NO_MATCH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","0","68","0.00%","56.0","UNKNOWN","LOW","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"87","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C","??????-????-??????-?????-?-airbnb-????","employment-law-needs-slug-review","https://jus-tice.co.il/employment-law-needs-slug-review/","?????? ???? ?????? ????? ? airbnb ????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","employment-law","UNKNOWN","HEURISTIC_SCORE_1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","44","20961","0.21%","48.4","UNKNOWN","HIGH","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"88","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%94-81100-52001%D7%90-%D7%94%D7%99%D7%95%D7%A2%D7%A5-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%9E%D7%9E%D7%A9%D7%9C%D7%94","?????-81100-52001?-?????-??????-??????","UNKNOWN_NEEDS_SLUG_REVIEW","UNKNOWN_NEEDS_REVIEW","????? 81100 52001? ????? ?????? ??????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NO_MATCH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","25","2064","1.21%","21.0","UNKNOWN","MEDIUM","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
"89","UNKNOWN","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%9C%D7%9E%D7%91%D7%A7%D7%A9%D7%99%D7%9D-%D7%9C%D7%94%D7%AA%D7%9E%D7%A0%D7%95%D7%AA-%D7%9C%D7%9E%D7%A9%D7%A8%D7%94-%D7%A9%D7%99%D7%A4%D7%95%D7%98%D7%99%D7%AA","??????-???????-???????-?????-???????","UNKNOWN_NEEDS_SLUG_REVIEW","UNKNOWN_NEEDS_REVIEW","?????? ??????? ??????? ????? ???????","INFERRED_FROM_URL","UNKNOWN","UNKNOWN","UNKNOWN","NO_NOT_IN_ACCESSIBLE_CSV","UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NO_MATCH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","98","3944","2.48%","18.3","UNKNOWN","HIGH","UNKNOWN_NEEDS_BODY_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","UNKNOWN_NEEDS_APPROVAL","UNKNOWN","301_IF_APPROVED","UNKNOWN","YES_NEEDS_MAP","YES_FOR_YMYL_TOPICS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","YES","NO","post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing","GSC_PERFORMANCE_PAGES","Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.","GPT project organizer","2026-05-13 09:48:22"
