query,clicks,impressions,ctr,position
תביעה על מכירת רכב לא תקין,23,634,0.03627760252365931,9.100946372239747
תביעות פלילי,23,1459,0.015764222069910898,5.128169979437971
תצהיר דוגמא וורד,23,500,0.046,7.326
פסק דין זדורוב,22,106,0.20754716981132076,3.5660377358490565
שמעון עמר פונטיאק,22,219,0.1004566210045662,4.926940639269406
תוצרת כחול לבן טלגרם,22,3960,0.005555555555555556,9.043181818181818
תצהיר להורדה,22,571,0.03852889667250438,7.0700525394045535
פירמה עורכי דין,21,457,0.045951859956236324,1.8271334792122538
דרכון יווני,20,814,0.02457002457002457,6.6093366093366095
זדורוב פסק דין,20,177,0.11299435028248588,2.9774011299435026
עדות שקר בחקירה,20,150,0.13333333333333333,2.52
עורך דין לענייני משפחה חינם,19,1583,0.012002526847757423,8.883133291219204
שכר טרחה עורך דין פלילי,19,348,0.05459770114942529,1.9137931034482758
איך נהיים שופטים,18,177,0.1016949152542373,4
בקשה לתעודת מידע פלילי,18,2594,0.006939090208172706,7.085582112567463
טופס תצהיר לבית המשפט,18,538,0.03345724907063197,6.347583643122676
לשכת עורכי הדין איתור עורך דין,18,2820,0.006382978723404255,10.714893617021277
עוולת הרשלנות,18,1198,0.015025041736227046,4.887312186978297
תביעה אזרחית נגררת לפלילים דוגמא,18,456,0.039473684210526314,7.567982456140351
אלעד פרסקי,17,1491,0.011401743796109993,6.892018779342723
גניבה מחנות,17,346,0.049132947976878616,1.3034682080924855
דיוויד צ'סנוף,17,53,0.32075471698113206,1.3018867924528301
הסכם גירושין דוגמא,17,3500,0.004857142857142857,16.45942857142857
טופס 6 בקשה לסעד דחוף,17,423,0.04018912529550828,6.66903073286052
ייעוץ עורך דין בחינם בטלפון,17,1175,0.01446808510638298,9.074893617021276
להב 433 הגשת תלונה,17,455,0.03736263736263736,8.652747252747254
עורך דין פלילי מפורסם,17,3499,0.004858531008859674,8.0600171477565
מלטה אזרחות,16,65,0.24615384615384617,2.092307692307692
עורך דין אתיופי,16,610,0.02622950819672131,5.314754098360655
פסקי דין פליליים,15,829,0.018094089264173704,11.125452352231605
הסכם גירושין בהסכמה להורדה,14,420,0.03333333333333333,8.754761904761905
השופט עדי הדר,14,424,0.0330188679245283,5.790094339622642
כחול לבן טלגרם,14,3130,0.0044728434504792336,14.952715654952076
פסק דין רומן זדורוב,14,398,0.035175879396984924,2.6356783919597992
תביעה לאיזון משאבים דוגמא,14,1054,0.013282732447817837,7.206831119544592
אירית קלמן ברום,13,345,0.03768115942028986,4.518840579710145
משמורת בלעדית לאם,13,1211,0.010734929810074319,6.910817506193228
סוגי רופאים מומחים,13,217,0.059907834101382486,3.248847926267281
עדי הדר שופט,13,798,0.016290726817042606,6.864661654135339
עורכי דין לפי התמחות,13,1300,0.01,7.241538461538462
פרקליטות המדינה פלילי,13,960,0.013541666666666667,6.853125
קניית בית בתאילנד,13,340,0.03823529411764706,5.141176470588236
רשימת מומחים מטעם בית המשפט,13,621,0.020933977455716585,8.727858293075684
שימוש לרעה בהליכי משפט,13,933,0.013933547695605574,6.92497320471597
שכר עורכי דין 2025,13,462,0.02813852813852814,7.632034632034632
תחנת משטרה גליל מערבי טלפון,13,728,0.017857142857142856,5.137362637362638
אזרחות יוונית,12,770,0.015584415584415584,7.996103896103896
הגירה למלטה,12,104,0.11538461538461539,3.3173076923076925
הצעת חוק דיני ממונות,12,529,0.022684310018903593,6.117202268431002
טופס הסכם גירושין להורדה,12,558,0.021505376344086023,19.28673835125448
כוח עליון הגדרה,12,243,0.04938271604938271,4.148148148148149
"מה זה מרב""ד",12,298,0.040268456375838924,4.714765100671141
מה זה מרבד,12,1068,0.011235955056179775,3.9840823970037453
מועמדות לשיפוט,12,357,0.03361344537815126,3.7450980392156863
מחלקת תביעות פליליות,12,101,0.1188118811881188,4.623762376237623
"מרב""ד מה זה",12,424,0.02830188679245283,4.599056603773585
סיגלית אופק,12,333,0.036036036036036036,5.336336336336337
עורך דין לעסקים קטנים,12,2210,0.005429864253393665,2.6755656108597288
עורך דין ששי גז מחיר,12,149,0.08053691275167785,5.6375838926174495
קורסים לעורכי דין,12,118,0.1016949152542373,18.220338983050848
ששי גז מחיר,12,650,0.018461538461538463,6.504615384615384
תצהיר גילוי מסמכים בבית הדין לעבודה דוגמא,12,69,0.17391304347826086,3.710144927536232
דרכון יווני זכאות,11,200,0.055,6.08
הסכם גירושין להורדה,11,570,0.01929824561403509,17.34561403508772
כמה עולה לקנות בית בתאילנד,11,364,0.03021978021978022,6.093406593406593
סיגלית אופק שופטת,11,309,0.03559870550161812,5.352750809061488
עורך דין בפורטוגל,11,377,0.029177718832891247,18.748010610079575
עורך דין דיני עבודה ייעוץ חינם,11,2963,0.003712453594330071,16.42861964225447
עורך דין צבאי מחיר,11,2173,0.0050621260929590425,4.751955821445007
פסק דין פלילי,11,490,0.022448979591836733,10.895918367346939
קורס ai לעורכי דין,11,838,0.013126491646778043,18.97255369928401
תצהיר לאימות העובדות דוגמא,11,420,0.02619047619047619,8.607142857142858
גירושים מכוערים,10,142,0.07042253521126761,4.683098591549296
הסכם גירושין pdf,10,2575,0.003883495145631068,9.796893203883496
זוגיות פרק ב ללא מגורים משותפים,10,235,0.0425531914893617,8.195744680851064
חוק החוזים תרופות,10,13983,0.0007151541157119359,8.455767717943218
להב 433 טלפון,10,606,0.0165016501650165,7.297029702970297
ניהול משרד עורכי דין,10,146,0.0684931506849315,2.397260273972603
עורך דין בדובאי,10,331,0.030211480362537766,5.564954682779456
עורך דין פלילי,10,15245,0.0006559527714004591,46.84657264676943
עורכי דין מומלצים,10,3403,0.0029385836027034967,10.786658830443725
פירמת עורכי דין,10,380,0.02631578947368421,4.605263157894736
קניית דירה על שם אחד מבני הזוג,10,121,0.08264462809917356,6.578512396694215
תביעה לניכור הורי דוגמא,10,367,0.027247956403269755,8.029972752043598
תצהיר עורך דין המעיד על מקום המגורים,10,63,0.15873015873015872,5.126984126984127
תקנון אתר לדוגמא,10,389,0.02570694087403599,7.02827763496144
אורית בן דור ליבל,9,288,0.03125,8.96875
הגשת מועמדות לשפיטה,9,490,0.018367346938775512,4.146938775510204
הסכם גירושין בהסכמה,9,6967,0.001291804219893785,15.69613894072054
השופטת ענת הלר כריש,9,100,0.09,4.84
ורד ריקנטי רוסהר,9,317,0.028391167192429023,5.3974763406940065
חיפוש עורכי דין,9,2036,0.0044204322200392925,10.924361493123772
"מרב""ד",9,4522,0.0019902697921273774,8.95577178239717
נדלן בתאילנד,9,361,0.024930747922437674,9.700831024930748
סעיף כוח עליון,9,184,0.04891304347826087,2.9293478260869565
רמי בז'ה שופט,9,102,0.08823529411764706,5.2745098039215685
רצח מדרגה ראשונה,9,1407,0.006396588486140725,7.243781094527363
שופט שלום,9,110,0.08181818181818182,3.9363636363636365
בקשה לתעודת יושר,8,976,0.00819672131147541,5.431352459016393
גילוי מסמכים בבית הדין לעבודה,8,114,0.07017543859649122,4.552631578947368
הסכם גירושין ללא ילדים להורדה,8,141,0.05673758865248227,8.588652482269502
השופט רמי בז'ה,8,107,0.07476635514018691,5.990654205607477
חגית מטלין,8,356,0.02247191011235955,5.617977528089888
חוזה שכירות אונליין,8,160,0.05,6.4125
טופס תצהיר,8,450,0.017777777777777778,7.4688888888888885
יובל כרמי כתב אישום,8,134,0.05970149253731343,6.664179104477612
כמה עולה בית בתאילנד,8,769,0.010403120936280884,8.477243172951885
כתיבה משפטית נכונה,8,54,0.14814814814814814,3.2962962962962963
מציאת עורך דין,8,513,0.015594541910331383,8.17933723196881
משרד המשפטים בעלי תפקידים,8,323,0.02476780185758514,6.931888544891641
סעיף כוח עליון בחוזה שכירות,8,48,0.16666666666666666,1.7916666666666665
עורך דין אוקראינה,8,284,0.028169014084507043,1.313380281690141
פרקליטות פלילי,8,517,0.015473887814313346,7.2437137330754355
רשות ניירות ערך טלפון,8,346,0.023121387283236993,8.872832369942197
תביעת רשלנות רפואית דוגמא,8,1851,0.004321988114532685,10.69313884386818
תצהיר לדוגמא,8,280,0.02857142857142857,7.167857142857143
jus tice,7,16,0.4375,1.5625
איתור עורך דין,7,2135,0.003278688524590164,7.399063231850117
בקשה לקבלת אישור העסקה משטרת ישראל,7,131,0.05343511450381679,8.381679389312978
דוגמא להסכם גירושין,7,1321,0.005299015897047691,16.863739591218774
דיני סייבר,7,493,0.014198782961460446,3.7789046653144016
הסכם גירושים לדוגמא,7,400,0.0175,11.175
הסכם גירושין,7,8587,0.0008151857458949575,24.045883311983232
הסכם גירושין ללא ילדים וללא רכוש להורדה,7,372,0.01881720430107527,9.956989247311828
השופט ארז שני ניכור הורי,7,66,0.10606060606060606,3.6515151515151514
התנגדות למינוי מנהל עזבון,7,514,0.013618677042801557,12.27431906614786
חברת עורכי דין מה זה,7,117,0.05982905982905983,3.888888888888889
חוזה שכירות 2025,7,25,0.28,6.16
חיפוש עורך דין,7,1569,0.004461440407903123,8.29827915869981
כחול לבן בטלגרם,7,1006,0.006958250497017893,10.447316103379721
להב 433,7,1616,0.004331683168316832,12.227722772277227
מאיה רוטנברג,7,1131,0.00618921308576481,8.809902740937224
מחשבון ביטוח לאומי עצמאי,7,673,0.010401188707280832,25.316493313521544
מחשבון מזונות,7,867,0.008073817762399077,20.24567474048443
מרבד מה זה,7,188,0.03723404255319149,4.159574468085106
"עו""ס לסדרי דין",7,388,0.01804123711340206,6.342783505154639
עוס סדרי דין,7,221,0.03167420814479638,5.076923076923077
עורך דין בחינם,7,605,0.011570247933884297,9.9900826446281
עורך דין מקרקעין ייעוץ חינם,7,947,0.007391763463569166,11.126715945089757
קורס בינה מלאכותית לעורכי דין,7,262,0.026717557251908396,11.583969465648854
רן ארנון,7,491,0.014256619144602852,6.991853360488799
שופט בכיר,7,181,0.03867403314917127,4.806629834254144
תצהיר עורך דין דוגמא,7,681,0.010279001468428781,7.723935389133627
אישור משטרה העדר עבירות מיניות מקוון,6,637,0.009419152276295133,9.524332810047095
אפרת ונקרט,6,102,0.058823529411764705,12.598039215686274
ביטול צו קיום צוואה,6,3141,0.0019102196752626551,26.387137854186566
דרכון מלטה,6,17,0.35294117647058826,2
הגירה לפורטוגל 2025,6,75,0.08,4.1866666666666665
הילה מלר שלו,6,221,0.027149321266968326,9.733031674208144
הסכם גירושין להורדה בחינם,6,156,0.038461538461538464,36.67307692307692
הסכם ממון דוגמא חינם,6,402,0.014925373134328358,7.355721393034826
השופט אביים ברקאי,6,87,0.06896551724137931,6.045977011494253
ויזת זהב הונגריה,6,123,0.04878048780487805,8.463414634146343
זיכוי זדורוב,6,144,0.041666666666666664,7.722222222222222
טופס העדר רישום פלילי,6,887,0.006764374295377677,12.202931228861331
טופס רישום פלילי,6,563,0.010657193605683837,8.898756660746002
טלגרם כחול לבן,6,676,0.008875739644970414,13.109467455621301
יפעת שקדי שץ,6,215,0.027906976744186046,8.539534883720929
כלב רוצח,6,185,0.032432432432432434,1
כלכלת פורטוגל,6,91,0.06593406593406594,7.395604395604396
מימון תביעות משפטיות,6,138,0.043478260869565216,13
עורך דין תאילנד,6,570,0.010526315789473684,16.47719298245614
עורכי דין פליליים מפורסמים,6,1082,0.005545286506469501,7.367837338262477
פורטוגל אוכלוסיה מוסלמית,6,712,0.008426966292134831,7.375
פיצ'חדזה איסק,6,86,0.06976744186046512,5.662790697674419
רשות ניירות ערך מחלקת תאגידים,6,61,0.09836065573770492,3.918032786885246
שושנה ברגר,6,102,0.058823529411764705,8.441176470588236
jus-tice.co.il,5,40,0.125,1
איך הופכים לשופט,5,19,0.2631578947368421,3.6842105263157894
אילן ציוני,5,95,0.05263157894736842,10.4
אלון אינפלד,5,278,0.017985611510791366,7.025179856115108
בקשה לאישור הסכם גירושין דוגמא,5,846,0.00591016548463357,16.810874704491724
בקשה להפקדת ערובה דוגמא,5,102,0.049019607843137254,7.7745098039215685
ג'ון מורגן,5,75,0.06666666666666667,5.36
דוגמא לתצהיר,5,1020,0.004901960784313725,12.698039215686274
הסכם גירושים להורדה,5,367,0.013623978201634877,13.147138964577657
הסכם ממון דוגמא,5,837,0.005973715651135006,29.71326164874552
הצהרת אבהות,5,580,0.008620689655172414,14.11551724137931
הצהרת בעלי מניות ראשונים,5,556,0.008992805755395683,8.215827338129497
הרשות לניירות ערך טלפון,5,111,0.04504504504504504,9.693693693693694
השופט אלעד פרסקי,5,350,0.014285714285714285,6.974285714285714
השמת עורכי דין בכירים,5,116,0.04310344827586207,10.741379310344827
התליית רישיון רופא,5,373,0.013404825737265416,6.839142091152815
חוק החוזים תרופות pdf,5,157,0.03184713375796178,6.796178343949045
"חוק העונשין תשל""ז-1977",5,2777,0.0018005041411595247,9.387468491177529
חזקת הגיל הרך בית דין רבני,5,579,0.008635578583765112,10.664939550949914
טופס הסכם גירושין,5,403,0.01240694789081886,13.570719602977668
יורופול,5,1348,0.00370919881305638,7.017804154302671
יחזקאל אליהו,5,144,0.034722222222222224,16
כיס עמוק,5,44,0.11363636363636363,1.4090909090909092
כמה תחנות משטרה יש בישראל,5,124,0.04032258064516129,7.459677419354839
מאגר עורכי דין,5,1303,0.003837298541826554,12.437452033768228
מהו צדק,5,228,0.021929824561403508,7.464912280701754
מוחמד אמון,5,47,0.10638297872340426,7.531914893617022
משטרה מגרש הרוסים טלפון,5,523,0.009560229445506692,8.98470363288719
משפט זדורוב פסק דין,5,29,0.1724137931034483,1.9655172413793105
עדות שקר במשפט אזרחי,5,82,0.06097560975609756,11.21951219512195
"עו""ד איתן בייקר",5,42,0.11904761904761904,6.5476190476190474
עורך דין איתן בייקר,5,105,0.047619047619047616,5.59047619047619
עורך דין חינם,5,222,0.02252252252252252,9.644144144144144
עורך דין מומלץ,5,3984,0.0012550200803212851,15.711847389558233
עורך דין עסקי,5,3070,0.0016286644951140066,6.219543973941368
עורך דין פלילי תותח,5,1932,0.002587991718426501,23.187370600414077
עפרה גיא,5,47,0.10638297872340426,19.19148936170213
פסק דין יובל כרמי,5,18,0.2777777777777778,5.444444444444445
קופה בשירות עצמי גניבה,5,39,0.1282051282051282,12.820512820512821
רילוקיישן למלטה,5,190,0.02631578947368421,6.152631578947369
רכישת דירה בתאילנד,5,466,0.01072961373390558,5.309012875536481
רן ארנון שופט,5,79,0.06329113924050633,4.531645569620253
רעות קסלר,5,43,0.11627906976744186,3.86046511627907
רשימת עורכי דין,5,673,0.007429420505200594,16.083209509658246
שינוי משמורת ילדים,5,478,0.010460251046025104,15.615062761506277
תביעה אזרחית נגררת להרשעה בפלילים,5,316,0.015822784810126583,11.287974683544304
תביעה נגררת להרשעה בפלילים,5,130,0.038461538461538464,11.276923076923078
תעודת יושר מהמשטרה אונליין,5,651,0.007680491551459293,12.858678955453149
תעודת רישום פלילי,5,503,0.009940357852882704,13.932405566600398
תצהיר אי הגשת תביעה לדוגמא,5,87,0.05747126436781609,13.919540229885058
תצהיר עורך דין,5,887,0.005636978579481398,17.798196166854567
אינדקס עורכי דין,4,190,0.021052631578947368,14.657894736842104
איתן בייקר,4,144,0.027777777777777776,7.409722222222222
"אתר מרב""ד",4,389,0.010282776349614395,9.370179948586118
ביקורות על מאיה רוטנברג,4,129,0.031007751937984496,9.279069767441861
בקשה ליישוב סכסוך דוגמא,4,1176,0.003401360544217687,3.943027210884354
גניבה בסופר מצלמות,4,49,0.08163265306122448,14.89795918367347
דוגמה לתצהיר,4,163,0.024539877300613498,9.49079754601227
דוד יצחק שופט,4,18,0.2222222222222222,16.38888888888889
הודעה מוקדמת להתפטרות דוגמא,4,259,0.015444015444015444,12.019305019305019
הילה גורביץ,4,467,0.008565310492505354,5.758029978586724
המלצות על עורכי דין,4,671,0.005961251862891207,7.242921013412817
הסכם גירושין לדוגמא,4,1461,0.0027378507871321013,22.23066392881588
השקעות נדלן בתאילנד,4,114,0.03508771929824561,8.236842105263158
חוק דיני ממונות,4,443,0.009029345372460496,7.62979683972912
חוק הגנת הצרכן משקפיים,4,64,0.0625,5.34375
חיפוש עורך דין לפי מספר רישיון,4,667,0.005997001499250375,9.292353823088456
טופס גירושין בהסכמה להורדה,4,994,0.004024144869215292,6.665995975855131
טופס העדר עבירות מיניות משטרה להורדה,4,166,0.024096385542168676,9.337349397590362
יובל כרמי פסיכולוג,4,184,0.021739130434782608,14.353260869565217
ימ ר מרכז טלפון,4,157,0.025477707006369428,4.662420382165605
יקי גולד,4,28,0.14285714285714285,3.25
יש לך את הזכות לשמור על שתיקה,4,220,0.01818181818181818,5.990909090909091
כח עליון הגדרה,4,141,0.028368794326241134,3.524822695035461
כמה עולה עורך דין צבאי,4,462,0.008658008658008658,3.844155844155844
לימודי משפטים בארצות הברית,4,185,0.021621621621621623,15.367567567567567
לקנות בית בתאילנד,4,134,0.029850746268656716,5.022388059701493
מחלקת תביעות פליליות פרקליטות המדינה,4,166,0.024096385542168676,5.385542168674699
משטרה טלפון,4,2690,0.001486988847583643,12.272490706319703
משטרת אריאל טלפון,4,891,0.004489337822671156,9.819304152637486
משטרת מודיעין עילית טלפון,4,124,0.03225806451612903,6.451612903225806
מתי הסכם ממון לא תופס,4,1060,0.0037735849056603774,14.539622641509434
ניצול לרעה של הליכי משפט,4,41,0.0975609756097561,5.390243902439025
ניתוח סוגיה משפטית,4,33,0.12121212121212122,5.575757575757576
סוגי עורכי דין,4,859,0.004656577415599534,8.51455180442375
סחר בבני אדם,4,198,0.020202020202020204,21.742424242424242
סיוע משפטי חינם גירושין,4,114,0.03508771929824561,11.25438596491228
עו ד פלילי מפורסם,4,1430,0.002797202797202797,5.498601398601399
עוֹרֵך דִין,4,10,0.4,71.5
עוד פלילי מפורסם,4,1082,0.0036968576709796672,6.1589648798521255
עורך דין בקפריסין,4,818,0.004889975550122249,6.845965770171149
עורך דין הגירה לאירופה,4,249,0.01606425702811245,8.8714859437751
עורך דין סייבר,4,2462,0.0016246953696181965,21.478472786352558
עורכי דין פליליים מובילים,4,2774,0.0014419610670511895,7.949891852919971
עמי קובו,4,584,0.00684931506849315,9.200342465753424
פולי משפט,4,183,0.02185792349726776,3.628415300546448
פליקס גורודצקי,4,210,0.01904761904761905,9.123809523809523
פסק דין אונס,4,19,0.21052631578947367,37.31578947368421
פסק דין הצהרתי במקרקעין,4,954,0.0041928721174004195,16.363731656184484
צדק ערך,4,163,0.024539877300613498,6.368098159509202
רשימת מומחים רפואיים מטעם בית המשפט,4,13,0.3076923076923077,4.384615384615385
רשלנות פלילית,4,1059,0.003777148253068933,8.55240793201133
תביעה נגררת,4,465,0.008602150537634409,10.929032258064517
תביעות משטרה,4,446,0.008968609865470852,9.20627802690583
תסקיר עובדת סוציאלית אפוטרופוס,4,79,0.05063291139240506,8.759493670886076
תעודת מוסד,4,299,0.013377926421404682,9.608695652173912
תעודת מוסד טופס 2,4,261,0.01532567049808429,8.022988505747126
תעודת מידע תעבורתי,4,380,0.010526315789473684,7.689473684210526
תצהיר עורך דין על מקום מגורים,4,135,0.02962962962962963,9.148148148148149
marvad,3,1299,0.0023094688221709007,9.051578137028484
אורלי מור אל,3,115,0.02608695652173913,10.217391304347826
אזרחות ארגנטינאית,3,156,0.019230769230769232,10.679487179487179
אחוז הבגידות בישראל,3,51,0.058823529411764705,9.490196078431373
איך להתמודד עם עובד בעייתי,3,38,0.07894736842105263,5.842105263157895
אימוץ ילדים מאוקראינה,3,436,0.006880733944954129,3.1077981651376145
אישור משטרה העדר עבירות אלימות,3,504,0.005952380952380952,9.30952380952381
איתור עורך דין לפי שם,3,173,0.017341040462427744,8.404624277456648
אלון גביזון,3,179,0.01675977653631285,10.782122905027933
אמיר ברמלי,3,309,0.009708737864077669,20.964401294498384
ארז שני שופט,3,88,0.03409090909090909,16.102272727272727
אריאל ממן שופט,3,383,0.007832898172323759,9.224543080939947
אריק דופונט מורטי,3,34,0.08823529411764706,6.323529411764706
באיזה גיל ילד יכול להחליט איפה לגור,3,151,0.019867549668874173,12.80794701986755
בגץ הבוגדת,3,106,0.02830188679245283,7.188679245283019
בקשה לגילוי מסמכים דוגמא,3,93,0.03225806451612903,11.440860215053764
בקשה להעתקת חומרי חקירה,3,416,0.007211538461538462,7.103365384615385
בקשה למידע פלילי,3,397,0.007556675062972292,7.057934508816121
בקשה לסעד דחוף לפי תקנה 12,3,310,0.00967741935483871,8.464516129032258
דוגמא לתצהיר עורך דין,3,116,0.02586206896551724,7.370689655172414
האם אפשר לרשום דירה על שני אנשים,3,40,0.075,7.225
הבוגדת,3,564,0.005319148936170213,7.099290780141844
הגשת מועמדות לשיפוט,3,340,0.008823529411764706,3.9382352941176473
הזמנת תעודת יושר,3,1195,0.002510460251046025,13.07949790794979
הלבנת הון,3,5833,0.0005143151037202125,23.485342019543975
הלבנת הון מה זה,3,390,0.007692307692307693,10.405128205128205
הסכם גירושין פשוט,3,176,0.017045454545454544,9.465909090909092
הסכם מזונות דוגמא,3,572,0.005244755244755245,29.582167832167833
הסכמה,3,1384,0.002167630057803468,9.352601156069364
השופט אריאל ממן,3,185,0.016216216216216217,12.58918918918919
השופט יחזקאל אליהו,3,104,0.028846153846153848,11.951923076923077
השופטת סיגלית אופק,3,92,0.03260869565217391,6.489130434782608
השופטת רונית גורביץ,3,37,0.08108108108108109,7.027027027027027
השופטת רותם קודלר עיאש,3,27,0.1111111111111111,10.074074074074074
השקעות משפטיות,3,22,0.13636363636363635,30.90909090909091
ויזת זהב תאילנד,3,66,0.045454545454545456,8.56060606060606
חוות דעת על עורכי דין,3,306,0.00980392156862745,10.343137254901961
חוק זכויות יוצרים 2007,3,465,0.0064516129032258064,9.275268817204301
חזרה מכתב אישום,3,4478,0.0006699419383653417,8.391469405984815
טופס אישור משטרה העדר עבירות מיניות,3,311,0.00964630225080386,9.430868167202572
ייעוץ חינם עם עורך דין,3,113,0.02654867256637168,8.530973451327434
ימר ירושלים טלפון,3,293,0.010238907849829351,8.542662116040955
יעל ייטב,3,260,0.011538461538461539,7.4
ישראליות כחול לבן טלגרם,3,390,0.007692307692307693,16.148717948717948
כמה מרוויח עורך דין,3,906,0.0033112582781456954,11.922737306843267
כרמל בן צור,3,184,0.016304347826086956,9.625
להב 433 תנאי קבלה,3,427,0.00702576112412178,10.60655737704918
לשכות רישום מקרקעין לפי ערים,3,190,0.015789473684210527,8.373684210526315
מגבלות רפואיות לרישיון נהיגה,3,1753,0.0017113519680547634,20.11751283513976
מחוז מרכז משטרה כתובת,3,197,0.015228426395939087,6.715736040609137
מחלקת תביעות משטרה,3,240,0.0125,9.320833333333333
מחשבון דמי ביטוח לאומי,3,62,0.04838709677419355,20.79032258064516
מיכל ברגר בלום,3,90,0.03333333333333333,12.277777777777779
מכתב פיטורים להורדה,3,29,0.10344827586206896,15.655172413793103
מליקובסקי,3,219,0.0136986301369863,6.794520547945205
מרב״ד,3,947,0.0031678986272439284,9.78247096092925
משטרת בני ברק טלפון,3,697,0.00430416068866571,9.209469153515064
משטרת ישראל,3,845,0.0035502958579881655,35.35502958579882
משטרת פרדס חנה טלפון,3,138,0.021739130434782608,10.53623188405797
משמורת אב,3,278,0.01079136690647482,7.9640287769784175
משמורת אם,3,302,0.009933774834437087,5.47682119205298
משרד המשפטים מייל,3,202,0.01485148514851485,7.217821782178218
נוטריון אונליין,3,516,0.005813953488372093,18.732558139534884
נוטריון מה זה,3,2683,0.0011181513231457323,11.840477077897875
סיוע משפטי פלילי,3,72,0.041666666666666664,10.819444444444445
"עו""ד פלילי",3,6027,0.0004977600796416127,47.43072838891654
עוזר משפטי ai,3,34,0.08823529411764706,12.029411764705882
עורך דין איטלקי,3,458,0.006550218340611353,11.941048034934498
עורך דין באוקראינה,3,233,0.012875536480686695,1.6566523605150214
עורך דין בספרד,3,324,0.009259259259259259,10.191358024691358
עורך דין בתאילנד,3,139,0.02158273381294964,7.805755395683454
עורך דין לעסקים,3,3040,0.000986842105263158,7.402302631578947
עורך דין מקרקעין מחיר,3,1083,0.002770083102493075,12.584487534626039
עורך דין פלילי ידוע,3,324,0.009259259259259259,4.339506172839506
עורך דין פלילי ייעוץ חינם,3,1046,0.0028680688336520078,21.01434034416826
עורכי דין בחינם,3,379,0.0079155672823219,9.20580474934037
עורכת דין פלילית מפורסמת,3,1319,0.002274450341167551,3.854435178165277
ערעור על סגירת תיק מחוסר ראיות,3,496,0.006048387096774193,10.4375
פורטוגל בעד ישראל,3,45,0.06666666666666667,3.933333333333333
פורטל עורכי דין,3,1093,0.0027447392497712718,18.53156450137237
צילום חומר חקירה פלילי,3,41,0.07317073170731707,10.195121951219512
קירקלנד,3,582,0.005154639175257732,8.63917525773196
קניית נכס בתאילנד,3,62,0.04838709677419355,4.693548387096774
רוברט שפירו,3,485,0.006185567010309278,7.441237113402062
רותם קודלר עיאש,3,215,0.013953488372093023,9.674418604651162
רכישת בית בקפריסין,3,117,0.02564102564102564,13.042735042735043
רמי מור,3,182,0.016483516483516484,12.615384615384615
שגיא בנתאי,3,11,0.2727272727272727,20
שמעון פונטיאק,3,50,0.06,8.04
שפה משפטית,3,117,0.02564102564102564,8.598290598290598
תביעה לאכיפת הסכם גירושין דוגמא,3,332,0.009036144578313253,20.228915662650603
תחנת לב הבירה טלפון,3,259,0.011583011583011582,7.891891891891892
תחנת משטרה אריאל,3,583,0.005145797598627788,10.960548885077188
תחנת משטרה לב תל אביב טלפון,3,657,0.0045662100456621,8.844748858447488
