row_id,post_id,post_type,status,current_url,current_slug,proposed_english_slug,proposed_new_url,title,title_source,h1,seo_title,meta_description,content_body_available,content_body_file,word_count,date_published,date_modified,author,categories,tags,practice_area,city,related_lawyer,related_lawyer_profile_url,primary_cluster,secondary_cluster,classification_basis,pillar_page,supporting_page,search_intent,primary_keyword,secondary_keywords,gsc_clicks_export,gsc_impressions_export,gsc_ctr_export,gsc_position_export,top_queries,traffic_risk,content_quality_score,duplicate_title_risk,duplicate_topic_risk,cannibalization_group,recommended_action,redirect_required,redirect_target,redirect_type,canonical_action,internal_links_needed,official_sources_needed,category_action,menu_action,sitemap_action,homepage_action,owner_approval_required,import_ready,data_gaps,data_sources,notes,reviewed_by,reviewed_at
361,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F,שוק-הנדלן-בקפריסין,real-estate-needs-slug-review,https://jus-tice.co.il/real-estate-needs-slug-review/,שוק הנדלן בקפריסין,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,real-estate,UNKNOWN,HEURISTIC_SCORE_2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,12,11903,0.10%,52.2,UNKNOWN,HIGH,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
362,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%A7%D7%98%D7%99%D7%9F-%D7%9B%D7%A9%D7%94%D7%90%D7%9E%D7%90-%D7%9E%D7%A1%D7%A8%D7%91%D7%AA-%D7%9C%D7%94%D7%A4%D7%92%D7%99%D7%A9-%D7%90%D7%95%D7%AA%D7%95-%D7%A2%D7%9D-%D7%90%D7%91%D7%99%D7%95-%D7%91%D7%A0%D7%99%D7%92%D7%95%D7%93-%D7%9C%D7%94%D7%97%D7%9C%D7%98%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99,שלילת-מזונות-קטין-כשהאמא-מסרבת-להפגיש-אותו-עם-אביו-בניגוד-להחלטות-בית-הדין-הרבני,child-support,https://jus-tice.co.il/child-support/,שלילת מזונות קטין כשהאמא מסרבת להפגיש אותו עם אביו בניגוד להחלטות בית הדין הרבני,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,family-law,UNKNOWN,HEURISTIC_SCORE_1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,82,1.22%,8.9,UNKNOWN,LOW,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CONTENT_REVIEW,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
363,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-16763-09-21%D7%9E%D7%95%D7%98%D7%99%D7%A2%D7%99-%D7%A0-%D7%A1%D7%A4%D7%A6%D7%99%D7%A7-%D7%A8%D7%99%D7%91%D7%A7-%D7%95%D7%90%D7%97,תא-16763-09-21מוטיעי-נ-ספציק-ריבק-ואח,legal-database-rulings-needs-slug-review,https://jus-tice.co.il/legal-database-rulings-needs-slug-review/,תא 16763 09 21מוטיעי נ ספציק ריבק ואח,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,legal-database-rulings,UNKNOWN,HEURISTIC_SCORE_1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,205,1.46%,38.4,פסקי דין לשון הרע (0c/21i/p57.7) | הוצאת דיבה ולשון הרע פסקי דין (0c/9i/p52.2) | לשון הרע בכתבי טענות (0c/1i/p38.0) | לשון הרע פסיקה (0c/1i/p46.0),LOW,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,YES,פסקי דין לשון הרע | לשון הרע פסיקה,NEEDS_MERGE_REVIEW,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
364,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-19141-07-18-%D7%94%D7%9C%D7%95%D7%99-%D7%A0-%D7%A4%D7%98-%D7%91%D7%99%D7%99-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%91%D7%A2%D7%9E-%D7%95%D7%90%D7%97,תא-19141-07-18-הלוי-נ-פט-ביי-ישראל-בעמ-ואח,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא 19141 07 18 הלוי נ פט ביי ישראל בעמ ואח,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,14,1797,0.78%,47.1,UNKNOWN,MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
365,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-28120-03-18-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-googel-llc-%D7%95%D7%90%D7%97,תא-28120-03-18-פלוני-נ-googel-llc-ואח,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא 28120 03 18 פלוני נ googel llc ואח,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6,2809,0.21%,45.6,"הסרת פסקי דין מגוגל (0c/23i/p63.9) | עורך דין מומלץ לצו עשה נגד פייסבוק ישראל (0c/11i/p61.3) | עורך דין מומלץ לתביעות נגד פייסבוק (0c/6i/p81.7) | לשון הרע בגוגל (0c/5i/p63.0) | חברה לקידום אתרים בגוגל,-,,53 (0c/3i/p83.0)",MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
366,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-42164-01-19-%D7%A7%D7%95%D7%A8%D7%9E%D7%9F-%D7%95%D7%90%D7%97-%D7%A0-%D7%98%D7%91%D7%9C,תא-42164-01-19-קורמן-ואח-נ-טבל,legal-database-rulings-needs-slug-review,https://jus-tice.co.il/legal-database-rulings-needs-slug-review/,תא 42164 01 19 קורמן ואח נ טבל,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,legal-database-rulings,UNKNOWN,HEURISTIC_SCORE_1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6,1512,0.40%,45.4,אביים ברקאי (0c/3i/p56.0) | לשון הרע פסיקה (0c/3i/p55.3) | פסקי דין לשון הרע (0c/1i/p75.0),MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,YES,פסקי דין לשון הרע | אביים ברקאי | לשון הרע פסיקה,NEEDS_MERGE_REVIEW,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
367,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-48125-05-18-%D7%92%D7%91%D7%90%D7%99-%D7%95%D7%90%D7%97-%D7%A0-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%97%D7%92%D7%92-%D7%99%D7%99%D7%96%D7%95%D7%9D-%D7%A0%D7%93%D7%9C%D7%9F,תא-48125-05-18-גבאי-ואח-נ-קבוצת-חגג-ייזום-נדלן,real-estate-needs-slug-review,https://jus-tice.co.il/real-estate-needs-slug-review/,תא 48125 05 18 גבאי ואח נ קבוצת חגג ייזום נדלן,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,real-estate,UNKNOWN,HEURISTIC_SCORE_2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,13,795,1.64%,32.4,קבוצת גבאי חוות דעת (0c/13i/p30.2) | ביקורות על קבוצת גבאי (0c/1i/p60.0) | בנייני הצעירים (0c/1i/p53.0) | קבוצת גבאי תביעות (0c/1i/p20.0),MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CONTENT_REVIEW,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
368,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-48441-01-15-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0%D7%92%D7%93-%D7%9E%D7%92%D7%93%D7%9C-%D7%97%D7%91%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%97,תא-48441-01-15-פלוני-נגד-מגדל-חברה-לביטוח,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא 48441 01 15 פלוני נגד מגדל חברה לביטוח,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,16,1038,1.54%,53.5,חברת הביטוח שלחה חוקר פרטי (0c/3i/p79.3) | חקירות ביטוח (0c/1i/p55.0),MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
369,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-55450-03-20-%D7%9E%D7%A0%D7%98%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%95%D7%95%D7%A1%D7%98%D7%9E%D7%A0%D7%98%D7%A1-%D7%91%D7%A2%D7%9E-%D7%95%D7%90%D7%97-%D7%A0-%D7%A1%D7%A8%D7%92%D7%A0%D7%99,תא-55450-03-20-מנטין-אינווסטמנטס-בעמ-ואח-נ-סרגני,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא 55450 03 20 מנטין אינווסטמנטס בעמ ואח נ סרגני,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,52,3897,1.33%,44.5,UNKNOWN,HIGH,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
370,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-63470-05-19-%D7%96%D7%95%D7%94%D7%A8-%D7%95%D7%90%D7%97-%D7%A0-facebook-inc-%D7%95%D7%90%D7%97-23-%D7%9C%D7%90%D7%95%D7%92%D7%95%D7%A1%D7%98-2021,תא-63470-05-19-זוהר-ואח-נ-facebook-inc-ואח-23-לאוגוסט-2021,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא 63470 05 19 זוהר ואח נ facebook inc ואח 23 לאוגוסט 2021,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,13,1989,0.65%,32.5,UNKNOWN,MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
371,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-63521-05-19-%D7%A4%D7%99%D7%A7%D7%9C-%D7%A0-%D7%90%D7%A2-%D7%90%D7%9C%D7%99%D7%9E%D7%9C%D7%9A-%D7%97%D7%91%D7%A8%D7%94-%D7%9C%D7%91%D7%A0%D7%99%D7%9F-%D7%95%D7%9C%D7%A4%D7%99%D7%AA%D7%95%D7%97-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA-%D7%91%D7%A2%D7%9E,תא-63521-05-19-פיקל-נ-אע-אלימלך-חברה-לבנין-ולפיתוח-רחובות-בעמ,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא 63521 05 19 פיקל נ אע אלימלך חברה לבנין ולפיתוח רחובות בעמ,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,24,1456,1.65%,35.9,UNKNOWN,MEDIUM,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
372,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%90-79092-12-20-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,תא-79092-12-20-רשלנות-רפואית,medical-malpractice-lawyer,https://jus-tice.co.il/medical-malpractice-lawyer/,תא 79092 12 20 רשלנות רפואית,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,medical-malpractice,UNKNOWN,HEURISTIC_SCORE_2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,288,0.00%,60.6,UNKNOWN,LOW,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CONTENT_REVIEW,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
373,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%9013429-05-21-%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%95%D7%90%D7%97-%D7%A0-%D7%90%D7%95%D7%9C%D7%9E%D7%A8%D7%98,תא13429-05-21-נתניהו-ואח-נ-אולמרט,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא13429 05 21 נתניהו ואח נ אולמרט,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6,393,1.53%,24.9,UNKNOWN,LOW,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
374,UNKNOWN,UNKNOWN,UNKNOWN,https://jus-tice.co.il/%D7%AA%D7%9015566-11-18%D7%93%D7%95%D7%99%D7%98%D7%A9-%D7%A0-%D7%90%D7%95%D7%A0%D7%99%D7%91%D7%A8%D7%A1%D7%99%D7%98%D7%AA-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91,תא15566-11-18דויטש-נ-אוניברסיטת-תל-אביב,UNKNOWN_NEEDS_SLUG_REVIEW,UNKNOWN_NEEDS_REVIEW,תא15566 11 18דויטש נ אוניברסיטת תל אביב,INFERRED_FROM_URL,UNKNOWN,UNKNOWN,UNKNOWN,NO_NOT_IN_ACCESSIBLE_CSV,UNKNOWN_NEEDS_RAR_EXTRACTION_OR_WP_REST_EXPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_MATCH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4,207,1.93%,15.1,UNKNOWN,LOW,UNKNOWN_NEEDS_BODY_REVIEW,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN_NEEDS_APPROVAL,UNKNOWN,301_IF_APPROVED,UNKNOWN,YES_NEEDS_MAP,YES_FOR_YMYL_TOPICS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,post_id_missing;categories_missing;practice_area_missing;tags_missing;content_body_file_missing;gsc_query_mapping_missing;real_title_missing,GSC_PERFORMANCE_PAGES,Starter row generated from accessible uploads. Not import-ready. Verify with full WP export/content body and GSC API before action.,GPT project organizer,2026-05-13 09:48:22
