package_key,package_label,source,query,post_type,url,path,status_code,title,h1,canonical,match_reason,cannibalization_risk,recommendation
rental_agreement,Rental agreement review / draft,wp_rest_search,lease agreement,articles,https://jus-tice.co.il/property-purchase-guide-manhattan-2025/,/property-purchase-guide-manhattan-2025/,200,"מדריך רכישת נדל""ן במנהטן 2025",,,"REST search hit for ""lease agreement"". Excerpt: קניית נדל""ן במנהטן עשויה להישמע כמו חלום מזהיר: העיר שמסמלת את כוחו של הכלכלי העולמי, בעלת גורדי שחקים על רקע נופי הנהר, ומרכז שוק תוסס ומגוון. אלא שבפועל, המסע",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,lease agreement,articles,https://jus-tice.co.il/real-estate-market-greece-cyprus/,/real-estate-market-greece-cyprus/,200,"להשקיע ביוון או בקפריסין? השוואת שוק הנדל""ן קפריסין מול יוון",,,"REST search hit for ""lease agreement"". Excerpt: שוק הנדל""ן באזור הים התיכון מושך אליו משקיעים זרים רבים, לרבות ישראלים, שמעוניינים לגוון את תיק ההשקעות שלהם ולהגיע להזדמנויות ייחודיות. שתיים מהמדינות הנחשבות ",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,lease agreement,articles,https://jus-tice.co.il/real-estate-registration-procedure-in-israel/,/real-estate-registration-procedure-in-israel/,200,real estate registration procedure in israel,,,"REST search hit for ""lease agreement"". Excerpt: The page contains the main professional guidelines and procedures according to which the Authority's bureaus operate Type of legal information Following the dec",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,rental contract,articles,https://jus-tice.co.il/global-tax-consulting-services/,/global-tax-consulting-services/,200,מיסוי בינלאומי | יועץ מס בינלאומי | ייעוץ וליווי עסקאות בינלאומיות,,,"REST search hit for ""rental contract"". Excerpt: ייעוץ מס בינלאומי הוא תחום מקצועי המסייע ליחידים ולחברות לנווט בנבכי חוקי המיסוי של מדינות שונות, על מנת לציית לחוקי המס בכל מדינה, למנוע חיובי מס כפולים ולנצל ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,rental contract,articles,https://jus-tice.co.il/real-estate-registration-procedure-in-israel/,/real-estate-registration-procedure-in-israel/,200,real estate registration procedure in israel,,,"REST search hit for ""rental contract"". Excerpt: The page contains the main professional guidelines and procedures according to which the Authority's bureaus operate Type of legal information Following the dec",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,rental contract,articles,https://jus-tice.co.il/ruling-alimony-new-919-15/,/ruling-alimony-new-919-15/,200,בע״ם 919/15 | הלכת המזונות החדשה,,,"REST search hit for ""rental contract"". Excerpt: בבית המשפט העליון בע״ם 919/15 בע״ם 1709/15 לפני: כבוד המשנה לנשיאה סי ג׳ובראן כבוד השופטת א' חיות כבוד השופט י' דנציגר כבוד השופט ע׳ פוגלמן כבוד השופט נ׳ סולברג",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,rental contract,page,https://jus-tice.co.il/contract-law-israel/,/contract-law-israel/,200,"דיני חוזים בישראל | מה תקף, ביטול, הפרה | Jus-Tice",,,"REST search hit for ""rental contract"". Excerpt: חוק החוזים (חלק כללי), תשל""ג-1973 הוא בסיס דיני החוזים בישראל. חוזה — כל הסכם מחייב בין שני צדדים. אבל לא כל ""חוזה"" תקף. מדריך זה מסביר מה צריך להיות, מתי ניתן ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,articles,https://jus-tice.co.il/property-purchase-lawyer-israel-guide-complete-france/,/property-purchase-lawyer-israel-guide-complete-france/,200,"עורך דין דובר צרפתית לרכישת נדל""ן בישראל &#8211; המדריך המשפטי המלא למשקיעים מצרפת | Acheter un bien immobilier en Israël : Guide juridique complet",,,"REST search hit for ""tenant"". Excerpt: רכישת נכס בישראל על ידי אזרחים צרפתים ותושבי חוץ הפכה לפופולרית יותר מאי פעם. ישראל מציעה הזדמנויות השקעה רבות, בין אם מדובר בדירות מגורים בערים מרכזיות כמו תל ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,articles,https://jus-tice.co.il/property-purchase-guide-manhattan-2025/,/property-purchase-guide-manhattan-2025/,200,"מדריך רכישת נדל""ן במנהטן 2025",,,"REST search hit for ""tenant"". Excerpt: קניית נדל""ן במנהטן עשויה להישמע כמו חלום מזהיר: העיר שמסמלת את כוחו של הכלכלי העולמי, בעלת גורדי שחקים על רקע נופי הנהר, ומרכז שוק תוסס ומגוון. אלא שבפועל, המסע",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,articles,https://jus-tice.co.il/real-estate-registration-procedure-in-israel/,/real-estate-registration-procedure-in-israel/,200,real estate registration procedure in israel,,,"REST search hit for ""tenant"". Excerpt: The page contains the main professional guidelines and procedures according to which the Authority's bureaus operate Type of legal information Following the dec",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,articles,https://jus-tice.co.il/punitive-damage/,/punitive-damage/,200,פיצויים עונשיים | מהו פיצוי עונשי?,,,"REST search hit for ""tenant"". Excerpt: מה זה פיצוי עונשי? דוקטרינת הפיצוי העונשי (punitive damage) או הפיצוי לדוגמה (1(exemplary damage, כפי שהיא מוכרת כיום, נולדה לפני למעלה ממאתיים שנה באנגליה במסג",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,articles,https://jus-tice.co.il/medical-malpractice-lawsuits-law-account/,/medical-malpractice-lawsuits-law-account/,200,תביעות רשלנות רפואית: הדרכים להקטנת ההוצאה הציבורית | דין וחשבון,,,"REST search hit for ""tenant"". Excerpt: הממשלה החליטה על הקמת ועדה בין משרדית, בהשתתפות משרדי הבריאות, המשפטים והאוצר, שתבחן את הדרכים להקטנת ההוצאה הציבורית בגין תביעות רשלנות רפואית. ההחלטה1 דנה בשנ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,page,https://jus-tice.co.il/landlord-obligations-israel/,/landlord-obligations-israel/,200,"חובות משכיר בישראל | תחזוקה, ביטוח, זכויות | Jus-Tice",,,"REST search hit for ""tenant"". Excerpt: משכיר דירה בישראל מחויב בחוקים שלעיתים אינו מודע להם. חוק השכירות והשאילה (תשל""א-1971) וחוק ההגנה על הדייר קובעים חובות ברורות. אי-מילוי — תביעה של השוכר ופיצוי",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,page,https://jus-tice.co.il/tenant-eviction-defense/,/tenant-eviction-defense/,200,"הגנת שוכר מפני פינוי | זכויות, ועוד | Jus-Tice",,,"REST search hit for ""tenant"". Excerpt: שוכר שקיבל מכתב פינוי — לא חייב לצאת מיד. יש לו זכויות, ויש לו זמן. שוכר שפועל נכון יכול להשיג: עיכוב פינוי, תשלום מוניטין (בדייר ותיק), או פיצוי אחר. הזכויות ש",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,page,https://jus-tice.co.il/eviction-notice-israel/,/eviction-notice-israel/,200,"פינוי שוכר | הליך, מכתב, זכויות שוכר | Jus-Tice",,,"REST search hit for ""tenant"". Excerpt: פינוי שוכר בישראל הוא הליך משפטי מוסדר — לא ניתן פשוט ""להוציא"" שוכר. בעל דירה שרוצה לסיים שכירות חייב לעמוד בתהליך החוק. שוכר שמסרב לצאת — ניתן לפנותו רק בפסק ד",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,page,https://jus-tice.co.il/rental-agreement-guide/,/rental-agreement-guide/,200,"חוזה שכירות | מה חייב להיות, סעיפים מסוכנים | Jus-Tice",,,"REST search hit for ""tenant"". Excerpt: חוזה שכירות טוב מגן על שני הצדדים — שוכר ומשכיר. אולם, חוזי שכירות רבים כוללים סעיפים בעייתיים שעלולים לפגוע בזכויות השוכר. לפני חתימה — כדאי לדעת מה לבדוק. עלו",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,tenant,page,https://jus-tice.co.il/small-claims-court-israel/,/small-claims-court-israel/,200,"בית משפט לתביעות קטנות | כמה, איך ומתי | Jus-Tice",,,"REST search hit for ""tenant"". Excerpt: בית משפט לתביעות קטנות הוא ערכאה שנועדה לאזרח הרגיל — ללא עורך דין, ללא נוסחאות משפטיות מורכבות, ובאגרה מינימלית. כ-120,000 תביעות קטנות מוגשות בישראל בשנה. מדר",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,articles,https://jus-tice.co.il/guide-israeli-apartment-2025/,/guide-israeli-apartment-2025/,200,מדריך 2025: איפה הכי משתלם למשקיע הישראלי לקנות דירה בעולם?,,,"REST search hit for ""landlord"". Excerpt: ישראלים רבים מחפשים כיום אלטרנטיבות להשקעה בנדל""ן מעבר לים, במטרה להשיג תשואה גבוהה יותר מהמקובל בישראל. מחירי הדירות בארץ האמירו והתשואה השנתית נטו משכר דירה ה",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,articles,https://jus-tice.co.il/real-estate-registration-procedure-in-israel/,/real-estate-registration-procedure-in-israel/,200,real estate registration procedure in israel,,,"REST search hit for ""landlord"". Excerpt: The page contains the main professional guidelines and procedures according to which the Authority's bureaus operate Type of legal information Following the dec",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,articles,https://jus-tice.co.il/real-estate-united-kingdom/,/real-estate-united-kingdom/,200,"השקעות נדל""ן באנגליה &#8211; מדריך למשקיע | קניית דירה לונדון",,,"REST search hit for ""landlord"". Excerpt: בעלות על בתים באנגליה יותר ממחצית (52.8%) מהמשפחות באנגליה הן בעלות בית משלהן לפי הסטטיסטיקה העדכנית ביותר ; 28.2% מחזיקים בנכסים על הסף ו-24.6% מחזיקים במשכנתא",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,articles,https://jus-tice.co.il/punitive-damage/,/punitive-damage/,200,פיצויים עונשיים | מהו פיצוי עונשי?,,,"REST search hit for ""landlord"". Excerpt: מה זה פיצוי עונשי? דוקטרינת הפיצוי העונשי (punitive damage) או הפיצוי לדוגמה (1(exemplary damage, כפי שהיא מוכרת כיום, נולדה לפני למעלה ממאתיים שנה באנגליה במסג",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,page,https://jus-tice.co.il/landlord-obligations-israel/,/landlord-obligations-israel/,200,"חובות משכיר בישראל | תחזוקה, ביטוח, זכויות | Jus-Tice",,,"REST search hit for ""landlord"". Excerpt: משכיר דירה בישראל מחויב בחוקים שלעיתים אינו מודע להם. חוק השכירות והשאילה (תשל""א-1971) וחוק ההגנה על הדייר קובעים חובות ברורות. אי-מילוי — תביעה של השוכר ופיצוי",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,page,https://jus-tice.co.il/eviction-notice-israel/,/eviction-notice-israel/,200,"פינוי שוכר | הליך, מכתב, זכויות שוכר | Jus-Tice",,,"REST search hit for ""landlord"". Excerpt: פינוי שוכר בישראל הוא הליך משפטי מוסדר — לא ניתן פשוט ""להוציא"" שוכר. בעל דירה שרוצה לסיים שכירות חייב לעמוד בתהליך החוק. שוכר שמסרב לצאת — ניתן לפנותו רק בפסק ד",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,landlord,page,https://jus-tice.co.il/rental-agreement-guide/,/rental-agreement-guide/,200,"חוזה שכירות | מה חייב להיות, סעיפים מסוכנים | Jus-Tice",,,"REST search hit for ""landlord"". Excerpt: חוזה שכירות טוב מגן על שני הצדדים — שוכר ומשכיר. אולם, חוזי שכירות רבים כוללים סעיפים בעייתיים שעלולים לפגוע בזכויות השוכר. לפני חתימה — כדאי לדעת מה לבדוק. עלו",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,articles,https://jus-tice.co.il/tax-crimes/,/tax-crimes/,200,"עבירות מס בישראל | סוגים, עונשים והגנות משפטיות",,,"REST search hit for ""הסכם שכירות"". Excerpt: עבירות מס בישראל | סוגים, עונשים והגנות משפטיות מבוא: עבירות מס במשפט הישראלי עבירות מס הן עבירות כלכליות שמטופלות בחומרה רבה על ידי רשות המיסים ורשויות האכיפה ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,articles,https://jus-tice.co.il/rabbinical-agreement-approval/,/rabbinical-agreement-approval/,200,מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים,,,"REST search hit for ""הסכם שכירות"". Excerpt: ב""ה מדריך 2026 אישור הסכם גירושין בבית דין רבני מאת: הרב יצחק אושינסקי &#8211; אב""ד, בית הדין הרבני ירושלים. בתי הדין עוסקים בעניין הסכמי גירושין דבר יום ביומו;",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,articles,https://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/,/can-you-be-common-law-married-to-a-married-person/,200,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור,,,"REST search hit for ""הסכם שכירות"". Excerpt: בשנת 2022 חיו בישראל כ־104,000 זוגות ידועים בציבור &#8211; כ־5.4% מכלל הזוגות במדינה, לעומת פחות מ־1% בסוף שנות השמונים. מגמה זו במגמת עלייה מתמדת, אם כי שיעורה",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,articles,https://jus-tice.co.il/the-recommended-family-lawyers/,/the-recommended-family-lawyers/,200,מומלצי דיני משפחה וגירושין: המלצות עורכי דין לענייני משפחה בישראל (2025),,,"REST search hit for ""הסכם שכירות"". Excerpt: דיני המשפחה בישראל כוללים מגוון רחב של נושאים אישיים – מגירושין וסכסוכים בתוך המשפחה, דרך משמורת ילדים ומזונות, ועד צוואות וירושות. תחום זה נוגע כמעט בכל משפחה ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,articles,https://jus-tice.co.il/rabbinical-courts-reconciliation-agreement-divorce-ketubah/,/rabbinical-courts-reconciliation-agreement-divorce-ketubah/,200,תפוגת חיובים בהסכם שלום בית וגירושין – המלצה לכתובה מוקטנת בבתי הדין הרבניים,,,"REST search hit for ""הסכם שכירות"". Excerpt: ב""ה תיק 1361959/16 בבית הדין הרבני האזורי באר שבע לפני כבוד הדיין: הרב אברהם הרוש המבקשת: פלונית נגד המשיבה: פלוני הנדון: תפוגת חיובים השייכים לשלום בית בהסכם ש",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,page,https://jus-tice.co.il/landlord-obligations-israel/,/landlord-obligations-israel/,200,"חובות משכיר בישראל | תחזוקה, ביטוח, זכויות | Jus-Tice",,,"REST search hit for ""הסכם שכירות"". Excerpt: משכיר דירה בישראל מחויב בחוקים שלעיתים אינו מודע להם. חוק השכירות והשאילה (תשל""א-1971) וחוק ההגנה על הדייר קובעים חובות ברורות. אי-מילוי — תביעה של השוכר ופיצוי",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,page,https://jus-tice.co.il/tenant-eviction-defense/,/tenant-eviction-defense/,200,"הגנת שוכר מפני פינוי | זכויות, ועוד | Jus-Tice",,,"REST search hit for ""הסכם שכירות"". Excerpt: שוכר שקיבל מכתב פינוי — לא חייב לצאת מיד. יש לו זכויות, ויש לו זמן. שוכר שפועל נכון יכול להשיג: עיכוב פינוי, תשלום מוניטין (בדייר ותיק), או פיצוי אחר. הזכויות ש",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,page,https://jus-tice.co.il/eviction-notice-israel/,/eviction-notice-israel/,200,"פינוי שוכר | הליך, מכתב, זכויות שוכר | Jus-Tice",,,"REST search hit for ""הסכם שכירות"". Excerpt: פינוי שוכר בישראל הוא הליך משפטי מוסדר — לא ניתן פשוט ""להוציא"" שוכר. בעל דירה שרוצה לסיים שכירות חייב לעמוד בתהליך החוק. שוכר שמסרב לצאת — ניתן לפנותו רק בפסק ד",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,page,https://jus-tice.co.il/contract-law-israel/,/contract-law-israel/,200,"דיני חוזים בישראל | מה תקף, ביטול, הפרה | Jus-Tice",,,"REST search hit for ""הסכם שכירות"". Excerpt: חוק החוזים (חלק כללי), תשל""ג-1973 הוא בסיס דיני החוזים בישראל. חוזה — כל הסכם מחייב בין שני צדדים. אבל לא כל ""חוזה"" תקף. מדריך זה מסביר מה צריך להיות, מתי ניתן ",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
rental_agreement,Rental agreement review / draft,wp_rest_search,הסכם שכירות,page,https://jus-tice.co.il/tenant-rights-israel/,/tenant-rights-israel/,200,זכויות שוכר בישראל | מדריך מקיף 2025 | Jus-Tice,,,"REST search hit for ""הסכם שכירות"". Excerpt: שוכר דירה בישראל יש לו זכויות מוגנות בחוק — גם אם אינן כתובות בחוזה. חוק השכירות והשאילה (תשל""א-1971) ותיקוניו מגנים על שוכר גם מפני שינויים חד-צדדיים של בעל די",MEDIUM_REVIEW_TITLE_OR_PATH_MATCH,Review as associated/synonymous content before any public package page or CTA.
rental_agreement,Rental agreement review / draft,wp_rest_search,חוזה שכירות,articles,https://jus-tice.co.il/rabbinical-agreement-approval/,/rabbinical-agreement-approval/,200,מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים,,,"REST search hit for ""חוזה שכירות"". Excerpt: ב""ה מדריך 2026 אישור הסכם גירושין בבית דין רבני מאת: הרב יצחק אושינסקי &#8211; אב""ד, בית הדין הרבני ירושלים. בתי הדין עוסקים בעניין הסכמי גירושין דבר יום ביומו;",LOW_SEARCH_CONTEXT_ONLY,"Keep in CSV evidence, but prioritize exact and title/path matches first."
