cluster_id,query,page,page_display,route_family,clicks,impressions,ctr,position,current_or_cache_signal,public_action_approved
cost_consultation_price,עורך דין גירושין מחיר,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,110,0.00%,71.6,existing_page_or_legacy_signal,no
documents_and_procedure,טופס הסכם גירושין להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,107,0.00%,46.5,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,טופס הסכם גירושין להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,107,0.00%,46.5,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,עלות עורך דין גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,106,0.00%,74.5,existing_page_or_legacy_signal,no
cost_consultation_price,עלות עורך דין גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,106,0.00%,74.5,existing_page_or_legacy_signal,no
documents_and_procedure,בקשה לאישור הסכם גירושין דוגמא,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,105,0.00%,26.3,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,בקשה לאישור הסכם גירושין דוגמא,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,105,0.00%,26.3,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,נוסח הסכם גירושין,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,103,0.00%,55.9,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושין pdf,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,101,0.00%,62.3,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושין בהסכמה דוגמא,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,101,0.00%,63.1,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,עורך דין תותח לגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,97,0.00%,72,existing_page_or_legacy_signal,no
settlement_mediation_agreement,הסכם גירושין doc,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,88,0.00%,15.5,protect_attachment_or_legacy_asset,no
documents_and_procedure,הסכם גירושין להורדה בחינם,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,88,0.00%,50.7,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושין להורדה בחינם,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,88,0.00%,50.7,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,כמה עולה הסכם גירושין אצל עורך דין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,85,0.00%,70.4,protect_cost_route,no
settlement_mediation_agreement,כמה עולה הסכם גירושין אצל עורך דין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,85,0.00%,70.4,protect_cost_route,no
cost_consultation_price,כמה עולה הסכם גירושין אצל עורך דין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,85,0.00%,70.4,protect_cost_route,no
settlement_mediation_agreement,הסכם גישור גירושין לדוגמא,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,82,0.00%,79.2,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,מחיר עורך דין גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,75,0.00%,80.3,existing_page_or_legacy_signal,no
cost_consultation_price,מחיר עורך דין גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,75,0.00%,80.3,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין הסכם גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,65,0.00%,80,existing_page_or_legacy_signal,no
settlement_mediation_agreement,עורך דין הסכם גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,65,0.00%,80,existing_page_or_legacy_signal,no
settlement_mediation_agreement,פיצוי בגין הפרת הסכם גירושין,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,/cancel-a-divorce-settlement-agreement/,other_existing_page,0,65,0.00%,49.2,existing_page_or_legacy_signal,no
urgent_local_help,פיצוי בגין הפרת הסכם גירושין,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,/cancel-a-divorce-settlement-agreement/,other_existing_page,0,65,0.00%,49.2,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין מומלץ לגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,59,0.00%,66.4,existing_page_or_legacy_signal,no
documents_and_procedure,הסכם גירושין להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,57,0.00%,51.6,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושין להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,57,0.00%,51.6,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,עורך דין מומחה לגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,55,0.00%,75.7,existing_page_or_legacy_signal,no
broad_divorce_lawyer,שכר טרחה עורך דין גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,54,0.00%,73.1,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין טוב לגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,51,0.00%,64.1,existing_page_or_legacy_signal,no
settlement_mediation_agreement,עלות גירושין בהסכמה,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,50,0.00%,72.2,protect_cost_route,no
cost_consultation_price,עלות גירושין בהסכמה,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,50,0.00%,72.2,protect_cost_route,no
broad_divorce_lawyer,"עלות עו""ד גירושין",https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,50,0.00%,83.1,protect_cost_route,no
cost_consultation_price,"עלות עו""ד גירושין",https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,50,0.00%,83.1,protect_cost_route,no
