target,liveSectionOrder,worksheetDecision,finalDecision,draftTargetSection,liveHeading,liveWords,operatorAction,uploadStatus,sourceFile
"/child-custody/","20","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","Best interests of the child","איך ההורים מתקשרים.","103","Add that parent communication, safety concerns, alienation concerns and professional recommendations if appointed can affect the review; avoid decisive legal conclusions.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","21","PARTIAL_OVERLAP_REVIEW","COVERED_NO_ACTION","Risk situations and urgent remedies","האם יש סיכון, אלימות או ניכור.","97","The clean draft already covers risk, violence and urgent action in a dedicated section.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","22","PARTIAL_OVERLAP_REVIEW","MERGE_INTO_DRAFT","Best interests of the child","מה ממליצים גורמי מקצוע אם מונו.","91","Add a cautious reference to professional recommendations or reports where appointed.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","23","COVERED_BY_DRAFT","COVERED_NO_ACTION","How parenting time is determined","איך קובעים זמני שהות?","87","The clean draft already explains agreement versus legal decision and practical schedule components.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","26","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","How parenting time is determined","מה צריך לכלול הסכם זמני שהות?","27","Add a concise checklist for what a parenting-time agreement should specify: days, hours, overnights, pickup/drop-off, holidays, vacations and dispute mechanism.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","37","COVERED_BY_DRAFT","COVERED_NO_ACTION","Parental responsibility and decision making","החלטות חינוך ובריאות.","65","The clean draft already covers education, health, documentation, response time and disagreement mechanism.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","38","PARTIAL_OVERLAP_REVIEW","COVERED_NO_ACTION","Parental responsibility and decision making","מנגנון מחלוקת.","63","The clean draft already covers dispute mechanism and the benefit of clear rules.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","39","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","Parenting time and child support","תיאום הוצאות ילדים.","60","Add that child-expense coordination should be kept distinct from the parenting-time question and handled clearly.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","40","PARTIAL_OVERLAP_REVIEW","COVERED_NO_ACTION","Possible parenting-time models","ככל שההסכם ברור יותר, כך קטן הסיכון למחלוקות חוזרות.","51","The clean draft already explains no single model fits every family and lists distance, work, age, health and communication considerations.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","41","PARTIAL_OVERLAP_REVIEW","COVERED_NO_ACTION","Possible parenting-time models","מודלים נפוצים של זמני שהות","46","The clean draft already covers common models and warns against one-size-fits-all planning.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","43","REVIEW_FOR_MERGE","COVERED_NO_ACTION","Possible parenting-time models","מודל של ימים קבועים באמצע שבוע","56","The clean draft already covers fixed midweek days, overnights, week-on/week-off and gradual models.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","45","COVERED_BY_DRAFT","COVERED_NO_ACTION","Possible parenting-time models","מודל הכולל לינות","53","The clean draft already covers overnights, young children, distance, prior relationship and emotional needs.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","47","COVERED_BY_DRAFT","COVERED_NO_ACTION","Possible parenting-time models","מודל שבוע-שבוע","52","The clean draft already covers week-on/week-off suitability limits.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","49","COVERED_BY_DRAFT","COVERED_NO_ACTION","Possible parenting-time models","מודל מדורג","49","The clean draft already covers gradual models for young children and adaptation.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","51","COVERED_BY_DRAFT","COVERED_NO_ACTION","Parental responsibility and decision making","תקשורת בין ההורים","53","The clean draft already covers communication and decision-making mechanisms.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","53","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","Parental responsibility and decision making","נושאים שכדאי להסדיר:","26","Add communication-channel details: WhatsApp, email, parenting app or SMS, and when phone calls are appropriate.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","54","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","Parental responsibility and decision making","באיזה ערוץ מתקשרים: WhatsApp, אימייל, אפליקציית הורות או הודעות SMS.","26","Add response-time, school notification, medical information and lateness documentation details.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","56","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","Parental responsibility and decision making","בתוך כמה זמן עונים לבקשה.","49","Add that clear rules reduce repeated friction and keep children from serving as messengers.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","57","PARTIAL_OVERLAP_REVIEW","COVERED_NO_ACTION","Parental responsibility and decision making","מי מודיע למסגרת החינוך.","45","Covered by the planned communication-channel merge.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","58","PARTIAL_OVERLAP_REVIEW","COVERED_NO_ACTION","Parental responsibility and decision making","איך מעבירים מידע רפואי.","41","Covered by the planned communication-channel and medical-information merge.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","59","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","How parenting time is determined","מה קורה כאשר אחד ההורים מאחר.","35","Add practical guidance for repeated lateness or cancellations: document facts and define a response mechanism without unilateral escalation.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","60","REVIEW_FOR_MERGE","COVERED_NO_ACTION","How parenting time is determined","איך מתעדים החלפות זמני שהות.","30","Covered by the planned repeated-lateness/documentation merge.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","62","COVERED_BY_DRAFT","COVERED_NO_ACTION","Parenting time and child support","זמני שהות ומזונות ילדים","61","The clean draft already separates parenting-time planning from child-support analysis.","NO_DRAFT_EDIT_REQUIRED","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","64","REVIEW_FOR_MERGE","MERGE_INTO_DRAFT","How parenting time is determined","מתי הסכם זמני שהות צריך להיות מפורט במיוחד?","28","Add that agreements need extra detail when parents live far apart, one parent works shifts, communication is difficult or the schedule has repeated execution problems.","NEEDS_DRAFT_EDIT_BEFORE_UPLOAD","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
