שם מלא/שם עסק,קטגוריה,תת-התמחות,עיר,טלפון,אתר,אימייל פומבי,מספר רישיון/הסמכה,מקור המידע (URL),מקור רישוי/הסמכה (URL),תאריך בדיקה,סטטוס אימות/הערה
אינטרנשיונל אינג'נירינג הנדסה ופיקוח,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,ירושלים,02-6222921,,,,https://www.d.co.il/37634630/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"ב.ח עופר הנדסה בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,מחסיה,02-9924433,,,,https://www.d.co.il/73392290/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
גרושקו מהנדסי מבנים,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,ירושלים,02-5612463,,,,https://www.d.co.il/36945280/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
אבו גוש הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,אבו גוש,050-7957573,,,,https://www.d.co.il/68662300/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"חבל ארץ הנדסה בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,להבים,050-5376377,,,,https://www.d.co.il/28074100/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
א.אלון הנדסה בניה ופיתוח,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,נתיבות,072-3212342,,,,https://www.d.co.il/80085203/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
קרפ אלכסנדר - מהנדס בניין,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,להבים,08-6512574,,,,https://www.d.co.il/80174738/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
ש.מ הנדסה בניין ופיתוח,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,קרית גת,050-9784004,,,,https://www.d.co.il/80157554/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
ירין הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,באר שבע,050-4444730,,,,https://www.d.co.il/80293409/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
מיג שרותי הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,נתיבות,072-3212013,,,,https://www.d.co.il/35307710/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
מ.ס.ג הנדסה ובנייה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,,072-3234142,,,,https://www.d.co.il/80224253/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"רועי קלע מהנדסים בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,בית הלוי,09-8991768,,,,https://www.d.co.il/34767020/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
אייל נמרוד - שירותי הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,רמת השרון,03-5403854,,,,https://www.d.co.il/26136280/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
אברהם סיביליה תדהר מהנדסים,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,הרצליה,09-9572590,,,,https://www.d.co.il/3065550/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
מ.ס.ע הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,טייבה,052-3816113,,,,https://www.d.co.il/80078761/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"ב. ולדמן מהנדסים בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,ירקונה,09-7405567,,,,https://www.d.co.il/9001180/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
שי מזל - מהנדסים,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,הוד השרון,09-7484028,,,,https://www.d.co.il/41317280/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"א. לוין הנדסת בניה בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,נתניה,052-5467775,,,,https://www.d.co.il/80168829/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
בוחניק מהנדסי בניין,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,כפר סבא,054-4705117,,,,https://www.d.co.il/40078780/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
סאבא מהנדסים ואדריכלים,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,נצרת,04-6554929,,,,https://www.d.co.il/9736100/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
משרד שירותי הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,,050-6938444,,,,https://www.d.co.il/80307248/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
מורד אדריס מהנדס בניין,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,בועיינה,052-8767303,,,,https://www.d.co.il/80007436/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"מ.ש. סעד הנדסה בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,ירושלים,04-6521626,,,,https://www.d.co.il/80025045/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
אספניולי פרנסיס-הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,נצרת,04-6012104,,,,https://www.d.co.il/80046964/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"סבאג מהנדסים בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,קרית שמונה,04-6959844,,,,https://www.d.co.il/25530140/23755/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
אליאס מכון פוליגרף,מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,,072-2565138,,,,https://www.d.co.il/80391723/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
רואש בדק,מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,,072-2565168,,,,https://www.d.co.il/80391853/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
מ.ג הנדסת בניין - בדק בית וביקורת ליקויי בנייה,מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,,052-4755015,,,,https://www.d.co.il/80380082/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"""בצלאל""- אדריכלות והנדסה",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,ראשון לציון,072-3223894,,,,https://www.d.co.il/34958010/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
הדס ביקורת מבנים,מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,הוד השרון,072-3249618,,,,https://www.d.co.il/32694120/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"ישראל אפשטיין מהנדסים בע""מ",מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,חיפה,072-3251483,,,,https://www.d.co.il/80302057/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
רם - ביקורת מבנים,מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,תל אביב,*3491,,,,https://www.d.co.il/28134420/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
י. מ. הנדסה,מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,,072-2169769,,,,https://www.d.co.il/80390908/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
א.ב בדק בית ושרותי הנדסה,מהנדסי בניין לחוות דעת,בדק בית/ליקויי בנייה,,072-2169618,,,,https://www.d.co.il/80388544/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
"מ.ד.י.מ- שמאי מקרקעין; עו""ד ומהנדס בניין בע""מ",מהנדסי בניין לחוות דעת,הנדסת בניין וחוות דעת,פתח תקווה,050-4204300,,,,https://www.d.co.il/31287900/6420/,https://data.labor.gov.il/EngineersAndArchitects.aspx,2026-07-19,שירות הנדסי פורסם במקור ציבורי; מספר רישום מהנדס לא הותאם ויש לאמת במאגר הרשמי
