שם מלא/שם עסק,קטגוריה,תת-התמחות,עיר,טלפון,אתר,אימייל פומבי,מספר רישיון/הסמכה,מקור המידע (URL),מקור רישוי/הסמכה (URL),תאריך בדיקה,סטטוס אימות/הערה
"ד""ר יניב שטיינפלד",מומחים רפואיים לחוות דעת,אורתופדיה,חיפה,,https://www.medreviews.co.il/provider/dr-steinfeld-yaniv,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר כפאח אבו עמשה",מומחים רפואיים לחוות דעת,אורתופדיה,תל אביב,,https://www.medreviews.co.il/provider/dr-abu-amsha-kefah,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר תומר כהן",מומחים רפואיים לחוות דעת,אורתופדיה,תל אביב,,https://www.medreviews.co.il/provider/dr-cohen-tomer,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר בן עמית",מומחים רפואיים לחוות דעת,פסיכיאטריה,תל אביב,,https://www.medreviews.co.il/provider/dr-amit-ben,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר ויסאם גבן",מומחים רפואיים לחוות דעת,פסיכיאטריה,נוף הגליל,,https://www.medreviews.co.il/provider/dr-ghaben-wisam,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר סלאח סמחאת",מומחים רפואיים לחוות דעת,פסיכיאטריה,קרית אתא,,https://www.medreviews.co.il/provider/dr-el-din-samhat-salah,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר מאהר חג'אזי",מומחים רפואיים לחוות דעת,פסיכיאטריה,קרית מוצקין,,https://www.medreviews.co.il/provider/dr-hijazi-maher,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר יבגניה קורלנד אגרנוב",מומחים רפואיים לחוות דעת,פסיכיאטריה,פתח תקווה,,https://www.medreviews.co.il/provider/dr-agranov-kurland-evgenia,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר מיכאל קופילוב",מומחים רפואיים לחוות דעת,פסיכיאטריה,אשדוד,,https://www.medreviews.co.il/provider/dr-kopylov-michael,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר איגור קלמן",מומחים רפואיים לחוות דעת,פסיכיאטריה,מודיעין,,https://www.medreviews.co.il/provider/dr-kalman-igor,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר אלכסנדר למברג",מומחים רפואיים לחוות דעת,פסיכיאטריה,תל אביב,,https://www.medreviews.co.il/provider/dr-lemberg-alexander,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר אהוד רוזיצקי",מומחים רפואיים לחוות דעת,פסיכיאטריה,ראשון לציון,,https://www.medreviews.co.il/provider/dr-ruzitsky-ehud,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-psychiatry,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר אור עמית",מומחים רפואיים לחוות דעת,פסיכיאטריה,גבעתיים,,https://www.medreviews.co.il/provider/dr-amit-or,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר עדי עשרי יעקובוביץ",מומחים רפואיים לחוות דעת,פסיכיאטריה,חדרה,,https://www.medreviews.co.il/provider/dr-oshry-yacobovich-adi,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר מרינה ארביטמן",מומחים רפואיים לחוות דעת,פסיכיאטריה,חדרה,,https://www.medreviews.co.il/provider/dr-arbitman-marina,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר סבטלנה גרישין",מומחים רפואיים לחוות דעת,פסיכיאטריה,חיפה,,https://www.medreviews.co.il/provider/dr-grishin-svetlana,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר ישראל גלוזמן",מומחים רפואיים לחוות דעת,פסיכיאטריה,ראשון לציון,,https://www.medreviews.co.il/provider/dr-gluzman-israel,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר אילן וולקוב",מומחים רפואיים לחוות דעת,פסיכיאטריה,תל אביב,,https://www.medreviews.co.il/provider/dr-volkov-ilan,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
פרופ' מיכאל דוידזון,מומחים רפואיים לחוות דעת,פסיכיאטריה,רמת גן,,https://www.medreviews.co.il/provider/prof-davidson-michael,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר חוסיין שמיה",מומחים רפואיים לחוות דעת,פסיכיאטריה,עכו,,https://www.medreviews.co.il/provider/dr-shamiya-husein,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר רון פלק",מומחים רפואיים לחוות דעת,פסיכיאטריה,כפר סבא,,https://www.medreviews.co.il/provider/falk-ron,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר טל ברגמן",מומחים רפואיים לחוות דעת,פסיכיאטריה,רמת גן,,https://www.medreviews.co.il/provider/dr-bergman-tal,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר חלים נסאר",מומחים רפואיים לחוות דעת,פסיכיאטריה,חיפה,,https://www.medreviews.co.il/provider/dr-nassar-halim,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר תאמר חלאילה",מומחים רפואיים לחוות דעת,פסיכיאטריה,ישובי הגליל התחתון,,https://www.medreviews.co.il/provider/dr-khalaila-tamer,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר סמואל זיתון",מומחים רפואיים לחוות דעת,פסיכיאטריה,תל אביב,,https://www.medreviews.co.il/provider/dr-zittoun-samuel,,,https://www.medreviews.co.il/search/treatment/psychiatrist-expert-medical-opinion,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
פרופ' איתי לוטן,מומחים רפואיים לחוות דעת,נוירולוגיה,תל אביב,,https://www.medreviews.co.il/provider/dr-lotan-itay,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר ניזאר חוראני",מומחים רפואיים לחוות דעת,נוירולוגיה,ישובי הגליל התחתון,,https://www.medreviews.co.il/provider/dr-horrany-nizar,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר פיוטר מליקוב",מומחים רפואיים לחוות דעת,נוירולוגיה,תל אביב,,https://www.medreviews.co.il/provider/dr-melikov-petr,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר סרג'יו שבתאי",מומחים רפואיים לחוות דעת,נוירולוגיה,חדרה,,https://www.medreviews.co.il/provider/dr-sabetay-sergiu,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר מירה גינזבורג",מומחים רפואיים לחוות דעת,נוירולוגיה,הרצליה,,https://www.medreviews.co.il/provider/dr-ginsberg-mira,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר לואי עבוד",מומחים רפואיים לחוות דעת,נוירולוגיה,נהריה,,https://www.medreviews.co.il/provider/dr-aboud-loui,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר ליאורה רוזן",מומחים רפואיים לחוות דעת,נוירולוגיה,גני תקווה,,https://www.medreviews.co.il/provider/dr-rozen-liora,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-orthopedics-neurology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר נטליה וולקוב",מומחים רפואיים לחוות דעת,גינקולוגיה,חיפה,,https://www.medreviews.co.il/provider/dr-volkov-natalie,,,https://www.medreviews.co.il/search/treatment/medico-legal-reports-gynecology,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,השירות/התחום מופיע בעמוד טיפול ציבורי; מספר רישיון רפואי לא הותאם אוטומטית
"ד""ר כפאח אבו עמשה",מומחים רפואיים לחוות דעת,שיקום,,,https://drkefahamsha.co.il/,,,https://drkefahamsha.co.il/%D7%97%D7%95%D7%95%D7%AA-%D7%93%D7%A2%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98/,https://data.gov.il/he/datasets/ministry-health/database-of-doctors-licenses-moh/9c64c522-bbc2-48fe-96fb-3b2a8626f59e,2026-07-19,האתר האישי מפרסם במפורש חוות דעת רפואיות/שיקומיות; מספר רישיון לא הותאם
