שם מלא/שם עסק,קטגוריה,תת-התמחות,עיר,טלפון,אתר,אימייל פומבי,מספר רישיון/הסמכה,מקור המידע (URL),מקור רישוי/הסמכה (URL),תאריך בדיקה,סטטוס אימות/הערה
"עו""ד ונוטריון פנקס יעל",בוררים,בוררות/יישוב סכסוכים,חיפה,04-8661093,,,,https://www.d.co.il/7415460/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"דפנה (הורביץ) כהן , משרד עו""ד",בוררים,בוררות/יישוב סכסוכים,רחובות,072-3223594,,,,https://www.d.co.il/72158330/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"עו""ד ונוטריון אורית לוי",בוררים,בוררות/יישוב סכסוכים,תל אביב,072-2596492,,,,https://www.d.co.il/24760180/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"גרושקובסקי עידן עורך דין, נוטריון ומגשר",בוררים,בוררות/יישוב סכסוכים,קרית טבעון,072-3227762,,,,https://www.d.co.il/76029490/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"עו""ד יורם ביתן, נוטריון ומגשר",בוררים,בוררות/יישוב סכסוכים,אשדוד,077-2713294,,,,https://www.d.co.il/74449790/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
הראל בן יצחק - משרד עורכי דין ונוטריון,בוררים,בוררות/יישוב סכסוכים,חדרה,04-6343656,,,,https://www.d.co.il/80280322/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"עו""ד אלימלך יערי",בוררים,בוררות/יישוב סכסוכים,פתח תקווה,072-3234077,,,,https://www.d.co.il/18615250/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"עו""ד, נוטריון ומגשרת עליזה בן יצחק",בוררים,בוררות/יישוב סכסוכים,רמת השרון,072-3267367,,,,https://www.d.co.il/12744060/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
רינה צ'סנובצקי - משרד עורכי דין ונוטריון,בוררים,בוררות/יישוב סכסוכים,באר שבע,072-3226474,,,,https://www.d.co.il/36255630/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
לפידות את לפידות,בוררים,בוררות/יישוב סכסוכים,בנימינה,072-3222264,,,,https://www.d.co.il/73327290/9010108/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
צבי וידר - עורך דין ונוטריון,בוררים,בוררות/יישוב סכסוכים,רעננה,09-7483072,,,,https://www.d.co.il/17524680/38010/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
גדעון פנר - משרד עורכי דין,בוררים,בוררות/יישוב סכסוכים,באר שבע,072-3270498,,,,https://www.d.co.il/2029940/38010/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"עו""ד ונוטריון יורובסקי נטלי",בוררים,בוררות/יישוב סכסוכים,קרית אתא,077-3169177,,,,https://www.d.co.il/29437770/38010/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
"עו""ד ונוטריון יהושע א. הלחמי",בוררים,בוררות/יישוב סכסוכים,פתח תקווה,072-3226459,,,,https://www.d.co.il/14048880/38010/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
קאופמן דוד - אהרון בני - נוט',בוררים,בוררות/יישוב סכסוכים,נתניה,09-8332984,,,,https://www.d.co.il/16744230/38010/,https://www.engineering.org.il/pages/arbitrators_and_experts,2026-07-19,הספק מפרסם שירותי בוררות; הסמכה או חברות במאגר בוררים לא הותאמה אוטומטית
