unit_id,url,primary_query,title,meta_description,h1,filename,word_count,serp_verdict,information_gain,internal_links,sources_count,todo_verify_count,faq_count,notes
U11,/decision39696-06-16/,"פיצוי של 4,330,162 ₪ בגין רשלנות רפואית בטיפול","פיצוי של 4,330,162 ₪ בגין רשלנות רפואית בטיפול ביילוד","פיצוי של 4,330,162 ₪ בגין רשלנות רפואית בטיפול ביילוד: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ.","פיצוי של 4,330,162 ₪ בגין רשלנות רפואית בטיפול ביילוד",U11.html,391,CASE-REBUILD: ללא serp; כוונת איתור-תיק; עובדות מהשורה + TODO-VERIFY,"זיהוי התיק 39696-06-16; סכום הפיצוי 4,330,162 ₪ (בכותרת); הקשר טיפול ביילוד",/medical-malpractice-lawyer/;/birth-injury/;/brain-damage-at-birth/;/malpractice-cerebral-palsy/;/birth-injury-lawyer/,2,11,2,CASE; הסכום מותר (בכותרת); ראשי נזק/שופט/צדדים TODO-VERIFY
U12,/רשלנות-רפואית-באבחון-אבחנה-שגויה-ומאו/,רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים,רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים,"רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת,U12.html,698,"אינפורמטיבי; הסבר משרד. מכסה אבחנה שגויה/מאוחרת, קשר סיבתי, סרטן. חסר טבלת השוואה ואובדן סיכויי החלמה.",טבלת אבחנה שגויה מול מאוחרת; דוקטרינת אובדן סיכויי החלמה; מועדי כלל הגילוי; צ׳ק-ליסט הוכחת קשר סיבתי,/what-is-medical-malpractice-definition-examples/;/medical-malpractice-common-errors-doctors-hospitals/;/medical-malpractice-israel-medical/;/medical-malpractice-lawyer/,3,0,4,REBUILD; ללא absorb; סכומים+ציטוטי פסיקה TODO-VERIFY
U13,/klumpke-paralysis/,רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,"רשלנות רפואית בלידה: מה זה שיתוק קלומקה?: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,U13.html,670,"אינפורמטיבי; SERP מעורב (שיתוק פנים דומיננטי, לא רלוונטי). רק jus-tice ממקד קלומקה. חסר טבלת קלומקה מול ארב.",טבלת השוואה קלומקה מול ארב; הסבר דרמטום; רשימת מסמכים; אבחנה מתי רשלנות ומתי לא,/medical-malpractice-lawyer/;/what-is-medical-malpractice-definition-examples/;/malpractice-cerebral-palsy/;/birth-injury/,2,0,5,"REBUILD; פרטים קליניים (C8–T1, פרוגנוזה) TODO-VERIFY"
U14,/birth-injury/,"רשלנות רפואית בלידה: פיצויים, שיתוק מוחין ותביעה","רשלנות רפואית בלידה: פיצויים, שיתוק מוחין ותביעה","רשלנות רפואית בלידה: פיצויים, שיתוק מוחין ותביעה: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.","רשלנות רפואית בלידה: פיצויים, שיתוק מוחין ותביעה",U14.html,689,"אינפורמטיבי/שכירה; מדריכי משרדים. מכסה הגדרה, שיתוק מוחין/היפוקסיה, יסודות, פיצויים, מועדים. חסר טבלת ראשי נזק.","טבלת ראשי נזק; פסק דין מזוהה 4,330,162 ₪; טבלת מועדי התיישנות; שלבים ראשונים",/medical-malpractice-lawyer/;/brain-damage-at-birth/;/decision39696-06-16/;/malpractice-cerebral-palsy/;/birth-injury-lawyer/,2,0,5,REBUILD; סקירה רחבה; own URL not self-linked; מנגנון היפוקסיה TODO-VERIFY
U15,/birth-injury-lawyer/,עורך דין לפגיעות לידה,"עורך דין לפגיעות לידה: שירותים, הליך ובחירת ייצוג","עורך דין לפגיעות לידה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ.",עורך דין לפגיעות לידה,U15.html,637,"כוונת שכירה; עמודי שירות של משרדים. מכסה מה עושה עו״ד, מתי לפנות, מומחים, שכ״ט. חסר טבלת שלבי תיק.",טבלת שלבי טיפול בתיק; רשימת מומחים רפואיים; רשימת שירותי עו״ד; אבחנה פגיעת לידה מול רשלנות,/medical-malpractice-lawyer/;/malpractice-cerebral-palsy/;/birth-injury/;/medical-malpractice-attorney/;/medical-malpractice-lawyer-birth-recommended/,2,0,5,REBUILD; זווית שירות נבדלת מ-U09 (מומלץ) ומ-U02 (איך מגישים)
U16,/medical-malpractice-pregnancy-birth/,רשלנות רפואית במהלך הריון ולידה רשימת דברים שכדאי,רשלנות רפואית במהלך הריון ולידה רשימת דברים שכדאי,"רשלנות רפואית במהלך הריון ולידה רשימת דברים שכדאי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",רשלנות רפואית במהלך הריון ולידה: רשימת דברים שכדאי לבדוק,U16.html,725,"אינפורמטיבי; מדריכי הריון של משרדים. מכסה הגדרה, כשלים נפוצים, הריון בסיכון, מתי לתבוע. חסר צ׳ק-ליסט מעקב.",רשימת מעקב הריון; רשימת סימני אזהרה; רשימת בדיקות בלידה; טבלת מסמכים לשמירה,/medical-malpractice-lawyer/;/רשלנות-רפואית-באבחון-אבחנה-שגויה-ומאו/;/brain-damage-at-birth/;/malpractice-cerebral-palsy/;/birth-injury/,2,0,5,REBUILD; מוביל צ׳ק-ליסט; בדיקות מומלצות ממוסגרות כהכוונה + TODO-VERIFY מול משרד הבריאות
U17,/medical-malpractice-israel-medical/,מקרי רשלנות רפואית בישראל,מקרי רשלנות רפואית בישראל: מדריך משפטי מעשי,"מקרי רשלנות רפואית בישראל: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.","מקרי רשלנות רפואית בישראל: סקירה, נתונים ומקרים",U17.html,620,"אינפורמטיבי; סקירה ונתונים. מכסה סוגי רשלנות, סטטיסטיקה, אופן פעולת המערכת. חסר הפניות לפסקי דין ונתונים מיוחסים.",שלושת סוגי הרשלנות בפסיקה; טבלת נתונים מיוחסת; הפניות לפסקי דין באתר; הסבר איך פועלת המערכת,/medical-malpractice-statistics/;/decision39696-06-16/;/medical-malpractice-lawsuit-pregnancy-20346-03-17/;/medical-malpractice-law/;/what-is-medical-malpractice-definition-examples/;/medical-malpractice-lawyer/,3,0,4,REBUILD; absorb 7583 folded; פסקי דין דרך אולאוליסט לא מומצאים; נתונים מיוחסים+TODO-VERIFY
U18,/medical-malpractice-lawyer-lawsuit-surgery-medical/,תביעת רשלנות רפואית בניתוח,"תביעת רשלנות רפואית בניתוח: שירותים, הליך ובחירת ייצוג","תביעת רשלנות רפואית בניתוח: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ.","תביעת רשלנות רפואית בניתוח: שלבי ההליך, מסמכים ומועדים",U18.html,795,כוונה פרוצדורלית; SERP מערבב מדריכי משרדים ומידע ממשלתי. חסר הליך תביעה שלב-אחר-שלב עם מסמכים ומועדים.,הליך התביעה ב-9 שלבים; טבלת מסמך←מה-שמוכיח; רשימת צעדים מיידיים; הסכמה מדעת כעילה נפרדת,/medical-malpractice-lawyer/;/medical-malpractice-surgery/;/anesthesia-medical-malpractice/;/medical-malpractice-attorney/;/legal-simulation/,3,0,5,REBUILD; זווית הליך-תביעה נבדלת מ-U07; לא כוון לביטוי הראש של U07
U19,/10918-10-19/,"פס""ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית","פס""ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית ורשלנות","פס""ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית ורשלנות: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.","פס""ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית ורשלנות",U19.html,334,CASE-REBUILD: ללא serp; כוונת איתור-תיק; עובדות מהשורה + TODO-VERIFY,זיהוי התיק 10918-10-19; תביעת הורים בגין פטירת תינוקת,/medical-malpractice-lawyer/;/birth-injury/;/medical-malpractice-pregnancy-birth/;/birth-injury-lawyer/,2,10,1,CASE; רגיש (פטירת תינוקת) — נכתב באיפוק; תוצאה/צדדים TODO-VERIFY
U20,/medical-malpractice-lawsuit-pregnancy-20346-03-17/,דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של,דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של אם והעובר,"דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של אם והעובר: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של אם והעובר,U20.html,368,CASE-REBUILD: ללא serp; כוונת איתור-תיק; עובדות מהשורה + TODO-VERIFY,זיהוי התיק 20346-03-17; דחיית התביעה כתוצאה; הדגשת נטל ההוכחה,/medical-malpractice-lawyer/;/medical-malpractice-pregnancy-birth/;/what-is-medical-malpractice-definition-examples/;/birth-injury/,2,10,2,CASE; רגיש (פטירת אם ועובר); התביעה נדחתה; ד״ר רמי מאור אוזכר ניטרלית + תפקיד TODO-VERIFY; אין קביעת אחריות
U21,/medical-malpractice-attorney/,שכר טרחה עורך דין רשלנות רפואית,שכר טרחה עורך דין רשלנות רפואית,"מחירים ושכר טרחה בנושא שכר טרחה עורך דין רשלנות רפואית: מה משפיע על העלות, מה כלול ואילו שאלות לבדוק. מידע מעודכן בבדיקת עו״ד.",שכר טרחה עורך דין רשלנות רפואית: כמה זה עולה ומה משפיע,U21.html,686,כוונה מסחרית/מחיר; SERP מלא עמודי שכר טרחה. חסר פירוק עלות כולל ואזהרות עם אחוזים מסומנים.,טבלת מרכיבי עלות (שכ״ט/מומחה/אגרה); טבלת גורמים המשפיעים על האחוז; היעדר תקרה מול תאונות דרכים; רשימת בדיקה להסכם,/medical-malpractice-lawyer/;/medical-malpractice-lawyers-law-medical-israel/;/medical-malpractice-statistics/;/legal-simulation/,2,0,5,REBUILD; כל אחוז/סכום מסומן TODO-VERIFY (SERP אינו מקור רשמי)
U22,/medical-malpractice-law/,דיני נזיקין רשלנות רפואית,דיני נזיקין רשלנות רפואית: מדריך משפטי מעשי,"דיני נזיקין רשלנות רפואית: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",דיני נזיקין ורשלנות רפואית: המסגרת המשפטית ויסודות העוולה,U22.html,695,"אינפורמטיבי/דוקטרינה; SERP מערבב הסברים משפטיים, ויקיפדיה, כל-זכות. חסרה מסגרת עוולת הרשלנות עם חוקים ונטל.",טבלת ארבעת יסודות העוולה; טבלת חוקים מרכזיים; כללי היפוך נטל; רשימת בדיקת עילה,/medical-malpractice-lawyer/;/what-is-medical-malpractice-definition-examples/;/medical-malpractice-common-errors-doctors-hospitals/;/medical-malpractice-attorney/,3,0,5,REBUILD; חוקים נקובים; מספרי סעיפים מסומנים TODO-VERIFY
U23,/brain-damage-at-birth/,נזק מוחי בלידה,נזק מוחי בלידה: מדריך משפטי מעשי,"נזק מוחי בלידה: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",נזק מוחי בלידה,U23.html,665,"אינפורמטיבי; מדריכי משרדים על נזק מוחי/היפוקסיה. מכסה גורמים, הוכחת סיבתיות, פיצויים. חסר טבלת גורמים וראיות.","טבלת גורמים לנזק מוחי; טבלת בדיקות/ראיות (אפגר, גזים בדם טבורי, MRI); פסק דין מזוהה 4,330,162 ₪; הוכחת קשר סיבתי",/medical-malpractice-lawyer/;/what-is-medical-malpractice-definition-examples/;/decision39696-06-16/;/birth-injury/;/klumpke-paralysis/,2,0,5,REBUILD; מיקוד גורמים/סיבתיות נבדל מ-U13 ו-U14; פריטים קליניים TODO-VERIFY
U24,/medical-malpractice-judge-decision-lawsuit-4392-03-23/,השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות,השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות רשלנות,"השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות רשלנות: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות רשלנות,U24.html,393,CASE-REBUILD: ללא serp; כוונת איתור-תיק; עובדות מהשורה + TODO-VERIFY,זיהוי התיק 4392-03-23 + השופטת אירית קלמן ברום; טענת התיישנות וכלל הגילוי,/medical-malpractice-lawyer/;/medical-malpractice-law/;/what-is-medical-malpractice-definition-examples/;/medical-malpractice-attorney/,2,9,2,CASE; החלטת סף בהתיישנות; סלאג הגאפ אינו מותר — נותב לחוק/הגדרה/שכ״ט; תוצאה TODO-VERIFY
U25,/medical-malpractice-statistics/,נתוני רשלנות רפואית בישראל 2026,רשלנות רפואית בישראל: נתונים וסטטיסטיקה 2026,"רשלנות רפואית בישראל: נתונים וסטטיסטיקה 2026: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים.",רשלנות רפואית בישראל: נתונים וסטטיסטיקה 2026,U25.html,601,אינפורמטיבי/נתונים; SERP שולט בחדשות ודוחות כנסת/משרד הבריאות. חסרה מפת מקורות עם כל מספר מיוחס ומסומן.,מפת גופים המפרסמים נתונים; טבלת נתונים עם מקור לכל שורה; מדריך קריאת סטטיסטיקה; מדוע אין מספר אחד,/medical-malpractice-lawyer/;/medical-malpractice-law/;/medical-malpractice-israel-medical/;/medical-malpractice-attorney/,4,0,5,REBUILD; עמוד נתונים; כל מספר מיוחס+TODO-VERIFY; אין המצאת מספרים; מטא כללית — הנדסה עשויה להתאים
U26,/התיישנות-רשלנות-רפואית/,רשלנות רפואית התיישנות,"רשלנות רפואית התיישנות: מועדים, חריגים וקטינים","רשלנות רפואית התיישנות: תוך כמה זמן אפשר לתבוע, מתי מתחיל מרוץ ההתיישנות וכיצד נספרת התקופה לקטינים ובגילוי מאוחר. מדריך משפטי בבדיקת עו״ד.",רשלנות רפואית התיישנות: תוך כמה זמן יש להגיש תביעה,U26.html,926,"אינפורמטיבי; מדריך ארוך. תת-נושאים: 7 שנים, תחילת המרוץ, כלל הגילוי, קטינים, חריגים. חסר טבלת תרחישי מועדים.",טבלת תרחישי מועדים (אירוע/גילוי/קטין); צ׳ק-ליסט למניעת החמצת מועד; הפניה לפסיקת התיישנות מזוהה,/medical-malpractice-lawyer/;/רשלנות-רפואית-באבחון-אבחנה-שגויה-ומאו/;/medical-malpractice-attorney/;/medical-malpractice-judge-decision-lawsuit-4392-03-23/,3,0,5,"GAP-NEW; 7 שנים מיוחס לכל-זכות; ס׳ 5(1)/8/10/89(2), גיל 25, כלל הגילוי — TODO-VERIFY"
U27,/פיצויים-רשלנות-רפואית/,פיצויים ברשלנות רפואית,פיצויים ברשלנות רפואית: ראשי נזק וסכומים,"פיצויים ברשלנות רפואית: אילו ראשי נזק אפשר לתבוע, איך מחושב הפיצוי וכיצד משפיעים כאב וסבל, הפסדי השתכרות ועזרת צד ג׳. מדריך בבדיקת עו״ד.",פיצויים ברשלנות רפואית: ראשי הנזק וכיצד מחושב הפיצוי,U27.html,829,"אינפורמטיבי; מדריך פיצויים. תת-נושאים: ראשי נזק, ממוני/לא-ממוני, חישוב, ניכוי מל״ל. חסר טבלת ראשי-נזק וצ׳ק-ליסט.",טבלת ראשי נזק והוכחתם; צ׳ק-ליסט מסמכים לביסוס גובה הפיצוי; הפניה לפס״ד עם סכום מזוהה,/medical-malpractice-lawyer/;/what-is-medical-malpractice-definition-examples/;/decision39696-06-16/;/medical-malpractice-attorney/,3,0,5,GAP-NEW; ללא סכומי ₪ כעובדה; נבדל מ-U28 (מנגנון אחוזי נכות)
U28,/אחוזי-נכות-פיצויים-רשלנות-רפואית/,אחוזי נכות ופיצויים רשלנות רפואית,אחוזי נכות ופיצויים ברשלנות רפואית,"אחוזי נכות ופיצויים ברשלנות רפואית: מהי נכות רפואית מול תפקודית, איך קובעים אחוזי נכות וכיצד הם משפיעים על גובה הפיצוי. מדריך בבדיקת עו״ד.",אחוזי נכות ופיצויים ברשלנות רפואית: איך נקבע הפיצוי,U28.html,836,"אינפורמטיבי; מדריך חישוב. תת-נושאים: נכות רפואית מול תפקודית, קביעת אחוזים, נכות משוקללת, גורמי פיצוי. חסר דוגמת חישוב.",דוגמת חישוב נכות משוקללת (מקור btl.gov.il); טבלת גורמים ההופכים אחוז לפיצוי; טבלת נכות רפואית מול תפקודית,/medical-malpractice-lawyer/;/what-is-medical-malpractice-definition-examples/;/medical-malpractice-attorney/;/decision39696-06-16/,3,0,5,GAP-NEW; ללא המצאת טבלאות אחוזים; נבדל מ-U27 (ראשי נזק)
U29,/רשלנות-רפואית-שיניים/,רשלנות רפואית שיניים,"רשלנות רפואית שיניים: הוכחה, מומחה ופיצויים","רשלנות רפואית שיניים: איך מוכיחים רשלנות של רופא שיניים, תפקיד חוות דעת המומחה ואילו פיצויים אפשר לתבוע. מדריך משפטי בבדיקת עו״ד.","רשלנות רפואית שיניים: הוכחה, מומחה ופיצויים",U29.html,825,"אינפורמטיבי/שכירה; מדריך שיניים. תת-נושאים: הגדרה, תרחישים, הוכחה, חוות דעת, פיצויים. חסר טבלת תרחישים וצ׳ק-ליסט ראיות.",טבלת תרחישי רשלנות בשיניים; צ׳ק-ליסט ראיות; זווית הסכמה מדעת + הפניה לפס״ד שיניים מזוהה,/medical-malpractice-lawyer/;/decision55016-06-17a/;/medical-malpractice-common-errors-doctors-hospitals/;/medical-malpractice-attorney/,3,0,5,GAP-NEW; מקושר לפס״ד השיניים U08
